0,1,2,3,4,5,6,7,8,9,10
tt0386117,Where the Wild Things Are,Movie,Drama,2010,1.0,NO DATA,"['tt0386117', 'Max Records', ""Catherine O'Hara"", 'Forest Whitaker', 'Pepita Emmerichs', 'Max Pfeifer', 'Madeleine Greaves', 'Joshua Jay', 'Ryan Corr', 'Catherine Keener', 'Steve Mouzakis']",[],"Una adaptación de la historia infantil clásica de Maurice Sendak, en la que Max, un niño pequeño y desobediente es enviado a la cama sin su cena, crea su propio mundo--un bosque habitado por feroces criaturas salvajes quienes coronan Max como su gobernante.Reseña anónima (Traducida por IMDb.es)",NO DATA
tt0405022,House of Boys,Movie,Drama,2010,,NO DATA,"['tt0405022', 'Loïc Peckels', 'Layke Anderson', 'Harry Ferrier', 'Michael N. Kuehl', 'Gintare Parulyte', 'Sascha Ley', 'Chris McHallem', 'Natalie Slevin', 'Kelly Jake', 'Benn Northover']",[],"Dos jóvenes almas gemelas se encuentran mientras trabajan en un club para hombres. Eventualmente, uno contrae el SIDA.",NO DATA
tt0403702,Youth in Revolt,Movie,Drama,2010,1.0,NO DATA,"['tt0403702', 'Michael Cera', 'Portia Doubleday', 'Jean Smart', 'Zach Galifianakis', 'Erik Knudsen', 'Adhir Kalyan', 'Steve Buscemi', 'Fred Willard', 'Ari Graynor', 'Ray Liotta']",[],"Mientras sus horribles padres se tambalean al borde del divorcio, Nick Twisp pone su mirada en la chica de sus sueños Sheeni Saunders, con la esperanza de que ella sea la que le quite la virginidad.",NO DATA
tt0407852,Utolsó jelentés Annáról,Movie,Drama,2009,10.0,NO DATA,"['tt0407852', 'Enikõ Eszenyi', 'Ernõ Fekete', 'Zsuzsa Czinkóczi', 'Beata Fudalej', 'György Cserhalmi', 'Gabriella Hámori', 'Adél Kováts', 'Tibor Gáspár', 'Zoltán Seress', 'Juli Básti']",[],"This film is the first one since the political changes in Hungary to deal with the topic of informants. It vividly depicts the atmosphere of Hungarian society in the seventies. The protagonist is Peter, a literary critic, is tasked by the secret police to persuade Social Democratic politician, Anna Kethly, who has been living in exile for decades, to return home. Keth... Leer todo",103
tt0409459,Watchmen,Movie,Drama,2009,3.0,NO DATA,"['tt0409459', 'Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman', 'Billy Crudup', 'Matthew Goode', 'Jeffrey Dean Morgan', 'Matt Frewer', 'Stephen McHattie', 'Laura Mennell']",[],"En 1985, donde existen antiguos superhéroes, el asesinato de un colega envía al activo vigilante Rorschach a su propia investigación, descubriendo algo que podría cambiar completamente el curso de la historia tal y como la conocemos.",103
tt0411670,Mixing Karma,Movie,Drama,2009,2.0,NO DATA,"['tt0411670', 'Collin Stark', 'Ajay Vidure', 'Shazia Pascal', 'Stephan Weyte', 'Jay Harik', 'Pushpa Rawal', 'Mark Pinckney', 'Raj Angolkar', 'Tejal Angolkar', 'Javin Reid']",[],"Cultures clash humorously for a Seattle artist when his cowboy father thinks art's a joke while an Indian family believes art is his destiny. Fireworks go off when falls for his ""Indian Family's"" exotic daughter.",Formato min incorrecto
tt0425080,Güz Sancisi,Movie,Drama,2009,1.0,NO DATA,['tt0425080'],[],NO DATA,NO DATA
tt0429664,Beyond the Horizon,Movie,Drama,2009,,NO DATA,"['tt0429664', 'Stephen Hawking', 'Lina Patel', 'Josie Gammell']",[],"Olivia is a twenty-something reporter assigned to the religion beat for the London Times. She is on deadline to write a feature story about cosmology and the meaning of existence on the 100th anniversary of Einstein's proposing the special theory of relativity. Olivia is scheduled to interview the ""rock star"" of cosmologists, Stephen Hawking. A skeptic when it comes t... Leer todo",NO DATA
tt0432283,Fantastic Mr. Fox,Movie,Drama,2010,4.0,NO DATA,"['tt0432283', 'George Clooney', 'Meryl Streep', 'Bill Murray', 'Jason Schwartzman', 'Wallace Wolodarsky', 'Eric Chase Anderson', 'Michael Gambon', 'Willem Dafoe', 'Owen Wilson', 'Jarvis Cocker']",[],Un zorro urbano no puede resistirse a volver a sus andanzas de asaltante de granjas y entonces debe ayudar a su comunidad a sobrevivir a las represalias de los granjeros.,NO DATA
tt0432314,Leningrad,Movie,Drama,2010,3.0,NO DATA,"['tt0432314', 'Mira Sorvino', 'Armin Mueller-Stahl', 'Olga Sutulova', 'Gabriel Byrne', 'Mikhail Efremov', 'Aleksandr Abdulov', 'Vladimir Ilin', 'Alyona Stebunova', 'Sergey Koltakov', 'David Verrey']",[],"Winter, 1941. World War II rages on as Nazi troops invade the Soviet Union and besiege the devastated city of Leningrad. Foreign journalists are quickly evacuated, but in the chaos that ensues, Kate Davies is left behind.",NO DATA
tt0435711,American Primitive,Movie,Drama,2014,,NO DATA,"['tt0435711', 'Tate Donovan', 'Adam Pascal', 'Danielle Savre', 'Skye McCole Bartusiak', 'Josh Peck', 'Corey Sevier', 'Susan Anspach', 'James Sikking', 'Anne Ramsay', 'Stacey Dash']",[],"In 1973 playing it straight can get a little twisted... Set in 1973 and inspired by true events, 'American Primitive' tells the story of the havoc that is wreaked in a teenage girl's life when she discovers her widowed father is gay. Alternately comic and tragic, the film captures the homophobia of the time set against a backdrop of small town America on Cape Cod. The... Leer todo",NO DATA
tt0435716,The Perfect Sleep,Movie,Drama,2009,3.0,NO DATA,"['tt0435716', 'Anton Pardoe', 'Anthony Dilio', 'David Beck', 'Ken Clark', 'Ryan Fitzgerald', 'James Hart', 'Roselyn Sanchez', 'Denyse Tontz', 'Scout Alter', 'Frank Bruynbroek']",[],"Against the backdrop of a noirish dreamscape, a tortured man returns to the city he swore he would never return to, in order to save the woman he has always loved yet can never have.",NO DATA
