0,1,2,3,4
Tony Devon,1951,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Rahul Dev,1968,[''],['Reparto'],Sin Oscar
Madeleine Greaves,No data,"['Donde viven los monstruos', 'Blue Heelers', '2002 • 1 episodio', '2007']",['Reparto'],Sin oscar
Franziska Weisz,1980,[''],['Reparto'],Sin Oscar
Pia Röver,No data,"['Feuchtgebiete', 'Mondscheinsonate', 'Gemelas', 'Human Kapital']",['Reparto'],Sin oscar
Thomas Frere,No data,"['The Spell', 'Coronation Street', '2022 • 3 episodios', 'Vicar', 'Serie de TV']",['Reparto'],Sin oscar
Kenneth Welsh,1942,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Ving Rhames,1959,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 1 premio Primetime Emmy
Michelle Belegrin,No data,No data,No data,Sin oscar
Louis Mustillo,1958,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Devin DiGonno,1969,[''],"['Producción', 'Equipos adicionales', 'Reparto']",Sin Oscar
Murli Sharma,1972,[''],['Reparto'],Sin Oscar
Ann Perry Wallace,No data,[''],['Reparto'],Sin oscar
Peter Franzén,1971,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Spyros Fokas,No data,No data,No data,Sin oscar
Adam Gregory,1987,[''],"['Reparto', 'Dirección de fotografía y cámara', 'Producción']",Sin Oscar
Hans Petter Hansen,No data,"['Pyromanen', 'Pan', 'Jernanger', 'Melodi grand prix']","['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin oscar
Josh Pais,junio,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Sam Murphy,No data,[''],"['Reparto', 'Dirección']",Sin oscar
Anatole Taubman,1970,[''],"['Reparto', 'Producción']",Sin Oscar
Jun Kunimura,1955,[''],['Reparto'],Sin Oscar
Silvio Pollio,1972,"['How It All Went Down', 'Shut Up and Shoot!', '¡Viven!', 'Guido Superstar: The Rise of Guido']","['Reparto', 'Guion', 'Producción']",Sin Oscar
Armin Mueller-Stahl,1930,[''],"['Reparto', 'Dirección', 'Guion']",Nominado para 1 premio Óscar
Xochiti Guzman,No data,['La Mission'],['Reparto'],Sin oscar
Frank Vincent,1937,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Beyoncé,1981,[''],"['Music Artist', 'Reparto', 'Música']",Nominado para 1 premio Óscar
Orhan Whyte,No data,['1 Day'],['Reparto'],Sin oscar
Gerry Mendicino,1950,[''],"['Reparto', 'Efectos visuales']",Sin oscar
Sheung-ching Lee,No data,[''],"['Reparto', 'Guion']",Sin Oscar
Werner De Smedt,1970,[''],['Reparto'],Sin oscar
Helena Vierikko,1980,"['Kissan kuolema', 'Porttikielto taivaaseen', 'Kaksipäisen kotkan varjossa', 'Munkkivuori', '2022 • 10 episodios']","['Reparto', 'Equipos adicionales']",Sin Oscar
Mo Byrnes,No data,['The Red Machine'],['Reparto'],Sin Oscar
Paige Cooper,No data,['Notes'],['Reparto'],Sin oscar
Rusty Schwimmer,agosto,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Isaiah Bobo,No data,"['The Mountain, the River and the Road']",['Reparto'],Sin oscar
George Russo,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Neri Marcorè,1966,[''],"['Reparto', 'Equipos adicionales', 'Dirección']",Sin Oscar
Michael Farris,No data,[''],"['Guion', 'Producción']",Sin oscar
Rosemary De Angelis,1933,[''],['Reparto'],Sin oscar
Gord Rand,No data,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Masaya Kikawada,1980,"['Bishôjo Senshi Sailor Moon', '2003–2004 • 20 episodios', '2007', '2003', '2005']",['Reparto'],Sin oscar
Esmond Chung,No data,"['50 primeras citas', 'Magnum, P.I.', '1981–1988 • 8 episodios', ""Dr. Chad 'Ewalu"", 'Kauai Cop']",['Reparto'],Sin oscar
James Wilby,1958,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Vanessa Streiff,No data,['New York Lately'],['Reparto'],Sin oscar
Peter Haber,1952,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Letícia Tavares,No data,"['No Meu Lugar', 'Balada na Calada', 'OCD']","['Reparto', 'Equipos adicionales']",Sin oscar
Jasen Swafford,1972,"['Little Black Dress', 'Misterios sin resolver', '1996 • 1 episodio', '2009']",['Reparto'],Sin oscar
John Gleeson Connolly,No data,[''],['Reparto'],Sin oscar
Fazeng Guo,No data,"['Te gao ke zai xing dong', 'Chief Zhang', 'Reparto', '1999']",['Reparto'],Sin Oscar
Amy Rogers,No data,"['Evil', '2019 • 1 episodio']",['Reparto'],Sin oscar
Braxton Davis,1969,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Misty Madden,No data,"['The Black Dawn', 'The Black Dawn', '2009 • 7 episodios', 'Julie', 'Corto']","['Reparto', 'Producción', 'Guion']",Sin oscar
Jess Weixler,junio,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Patricia Belcher,1954,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
King Jeter,No data,"['The Genesis Project', '8,2']",['Reparto'],Sin oscar
Justin Bradley,1985,"['El corazón de la bestia', 'El club de medianoche', '1999 • 1 episodio', '2001', '2009']","['Reparto', 'Guion']",Sin oscar
Marc D. Donovan,No data,[''],['Reparto'],Sin oscar
Paul Schneider,1976,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
C.R. Simha,2014,"['Ashwamedha', 'Dirección', '1983', '2010']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Alvin Addo-Quaye,No data,"['The Butterfly Tattoo', 'Coronation Street', '2023 • 1 episodio', '2011']",['Reparto'],Sin oscar
Do-rim Choi,No data,['Jal al-ji-do mot-ha-myeon-seo'],['Reparto'],Sin oscar
Wendy Playfair,1926,"['Accidents Happen', 'Ride a Wild Pony', 'Spirited', '2010 • 1 episodio', 'Minnie Donovan']",['Reparto'],Sin oscar
Karoline Herfurth,1984,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Zack Bennett,1988,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Delillo Gary,No data,['Hangar Rats'],['Reparto'],Sin oscar
Gino Cafarelli,1969,[''],"['Reparto', 'Producción', 'Dirección de casting']",Sin Oscar
Christopher Lambert,1957,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Marcia Gay Harden,1959,[''],"['Reparto', 'Producción']",Ganó 1 premio Óscar
Ervin Nagy,1976,"['Nincsen nekem vágyam semmi', 'Comrade Drakulich', 'Mélyen örzött titkok', 'En cuerpo y alma']","['Reparto', 'Producción']",Sin Oscar
Rossana Camhi,No data,['La última y nos vamos'],['Reparto'],Sin oscar
Efe Toptan,No data,['Oturak Imparatoru Recep'],['Reparto'],Sin oscar
Freya Parks,noviembre,[''],['Reparto'],Sin oscar
Cosmo Pfeil,1977,"['Take Shelter', 'Acceptable Limits', 'Serie de TV', '7,1']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Dirección']",Sin oscar
Stephen Lang,1952,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Allyson Muñoz,No data,"['Abriendo juego (Choque y fuga)', 'The Gallery', 'La mujer de tierra']",['Reparto'],Sin oscar
Rakhi Sawant,1978,[''],"['Reparto', 'Dirección', 'Maquillaje']",Sin oscar
Manoj K. Jayan,1966,[''],"['Reparto', 'Música', 'Dirección']",Sin Oscar
Peter Easterbrook,No data,"['The Butterfly Tattoo', 'The Turing Enigma']",['Reparto'],Sin oscar
Rie Rasmussen,1976,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Peter Kurth,1957,[''],['Reparto'],Sin Oscar
Natasa Janjic Medancic,1981,[''],['Reparto'],Sin Oscar
Curtis Grafton,No data,['A Line in the Sand'],['Reparto'],Sin oscar
Christopher Cass,1958,"['Trey Pops', 'Scrubbers', 'The Bus Stop', 'Interrupted Girls']","['Reparto', 'Dirección', 'Producción']",Sin Oscar
Leo Anderson Akana,No data,"[""La princesa Ka'iulani"", 'Kumu Hina']","['Reparto', 'Guion']",Sin oscar
James Fox,1939,[''],"['Reparto', 'Banda sonora']",Ganó 1 premio BAFTA
Eric Woolfe,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Geneviève Mnich,1942,"['Le chevalier de Pardaillan', '1988', 'Christine', 'Película de TV', '7,6']",['Reparto'],Sin oscar
James L. Ward,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Elizabeth Marvel,1969,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Loïc Peckels,No data,"['House of Boys', 'Perl oder Pica']",['Reparto'],Sin oscar
Reese Alexander,marzo,[''],"['Reparto', 'Transporte', 'Especialistas']",Sin oscar
Hilal Kaboub,1975,"['Fauda', '2015 • 2 episodios', 'Security Guard Two(as Hillal Kabub)', 'Serie de TV', '7,1']",['Reparto'],Sin oscar
Jason Britt,No data,"['Decisions', 'Parts & Labor', 'Semper Ride', 'Serie de TV']","['Reparto', 'Especialistas']",Sin Oscar
Valentina Vargas,1964,[''],['Reparto'],Sin oscar
Sara Raftery,No data,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Diana Gómez,1989,[''],['Reparto'],Sin oscar
Bimba Bosé,1975,[''],"['Reparto', 'Maquillaje', 'Banda sonora']",Sin oscar
Connor Joss,No data,['The Clan'],['Reparto'],Sin oscar
Stephanie Marois,No data,"['Smallville', '2008 • 1 episodio', '2009', 'Lena', 'Serie de TV']",['Reparto'],Sin oscar
Nobu Imai,No data,"['Enter the Void', 'Cerezos en flor', 'Heroes and Villains', '2008 • 1 episodio']","['Equipos adicionales', 'Reparto', 'Localización']",Sin oscar
Lee Shin,No data,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Andrei Aradits,No data,[''],['Reparto'],Sin oscar
Joanne Whalley,1961,[''],['Reparto'],Nominado a 1 premio BAFTA
Vladimir Rajcic,1974,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Kevin Isola,enero,[''],"['Reparto', 'Guion']",Sin oscar
Sandy Walsh,No data,"['Emmerdale', '2003 • 52 episodios', 'Peep Show', '2003 • 2 episodios', 'Trish']",['Reparto'],Sin oscar
John Filmanowicz,No data,"['Baraboo', 'Bob Esponja', '2020 • 1 episodio', '2003', '2023']","['Reparto', 'Cámara y electricidad', 'Equipos adicionales']",Sin oscar
Zeca Cenovicz,No data,[''],['Reparto'],Sin Oscar
Mélanie Doutey,1978,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Won Bin,1977,[''],['Reparto'],Sin Oscar
Jacinda Barrett,1972,[''],['Reparto'],Sin Oscar
Jeff Daniel Phillips,No data,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Marshal Hilton,1955,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Sabine Timoteo,1975,"[""L'amour, l'argent, l'amour"", 'Melanijas hronika', 'Driften', ""Don't Tell Me You Can't Sing""]","['Reparto', 'Guion', 'Dirección']",Sin Oscar
Dipti Mehta,No data,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Léa Wiazemsky,No data,"['Jeanne Poisson, Marquise de Pompadour', '2006 • 2 episodios', 'Élodie Galaine', 'Serie de TV', '6,8']","['Reparto', 'Dirección']",Sin oscar
Mark Tintner,No data,"['Ilk', 'Women Want Work', 'Stood Still', 'Invisible Eyes']","['Dirección', 'Guion', 'Producción']",Sin oscar
Andrew Sensenig,1961,[''],"['Reparto', 'Producción', 'Composición']",Sin Oscar
Katrina Halili,1986,[''],['Reparto'],Sin oscar
Tamsin Greig,1966,[''],['Reparto'],Nominado a 3 premios BAFTA
Ingrid Strelkoff,No data,['Sois sage'],['Reparto'],Sin oscar
Dave Shalansky,octubre,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Diego Leske,No data,"['Los inmortales II: El desafío', 'Evita', 'Aprender a volar', '1994 • 1 episodio', '2008']","['Reparto', 'Guion']",Sin oscar
Mark DiConzo,No data,[''],"['Reparto', 'Producción', 'Cámara y electricidad']",Sin Oscar
Bernhard Baron Boneberg,1966,"['Was du nicht siehst', 'En el lugar del crimen', '1997–2000 • 5 episodios', 'Deutschland 09 - 13 kurze Filme zur Lage der Nation']",['Reparto'],Sin oscar
Bill Dow,No data,[''],"['Reparto', 'Dirección']",Sin Oscar
Lucie Hollmann,1993,[''],"['Reparto', 'Banda sonora']",Sin oscar
Mikos,No data,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Harrison Ford,1942,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Óscar
Michael Ralph,No data,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Rachael Roberts,No data,[''],"['Equipos adicionales', 'Arte', 'Producción']",Sin oscar
Mickey Cottrell,No data,"['Mi Idaho privado', 'Volcano', 'Shortbus', 'Ed Wood']","['Equipos adicionales', 'Reparto', 'Producción']",Sin oscar
Michael Masini,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Clarence Felder,1938,"['Pesadilla en Elm Street 5: El niño de los sueños', 'Por favor, maten a mi mujer', 'Jo, ¡qué noche!', 'El último boy scout']","['Reparto', 'Producción', 'Guion']",Sin Oscar
Ken Duken,1979,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Lou Taylor Pucci,julio,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Brandan Halpin,1980,[''],"['Reparto', 'Guion', 'Dirección de fotografía y cámara']",Sin oscar
Makka Kleist,No data,"['La vida secreta de Walter Mitty', 'Nuummioq', 'Mistress Madeleine', 'Sueños mortales', '2004']",['Reparto'],Sin oscar
Curtiss Cook,1968,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Stephon Fuller,junio,[''],['Reparto'],Sin oscar
Juliette Lewis,1973,[''],"['Reparto', 'Dirección', 'Producción']",Nominado para 1 premio Óscar
Shalom Michaelshwilli,1978,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin oscar
Calvin Walton,No data,"['In/Significant Others', 'Sinsitivity', 'The University Player', '2006', 'Detective Gray']",['Reparto'],Sin oscar
Ramzi Abed,1973,[''],"['Reparto', 'Dirección', 'Equipos adicionales']",Sin Oscar
Eric Gilliland,No data,[''],"['Producción', 'Guion', 'Equipos adicionales']",Sin Oscar
Gloria Romero,1933,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Nicky Bell,No data,[''],"['Reparto', 'Equipos adicionales', 'Producción']",Sin oscar
Ayse Ersöz,No data,['Havar'],['Reparto'],Sin oscar
Daniel Stewart,1967,[''],['Reparto'],Sin oscar
2raumwohnung,No data,"['Revolver de Guy Ritchie', 'En el lugar del crimen', '2016 • 1 episodio', '2002', '2017']","['Reparto', 'Música', 'Banda sonora']",Sin oscar
Sándor Berettyán,1991,"['A hullamosó szerelme', '1,1']",['Reparto'],Sin oscar
Pip Torrens,1960,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Norma Lazareno,1939,"['Hasta el viento tiene miedo', 'El Estudiante', 'María Isabel', 'El libro de piedra']",['Reparto'],Sin Oscar
Paul Bamgbose,No data,"['Ex Cathedra', 'Bunch of Guys']",['Reparto'],Sin oscar
Karl Sarafidis,No data,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Brent Smiga,1970,[''],['Reparto'],Sin oscar
Nathan Baesel,1974,[''],"['Edición', 'Equipos adicionales', 'Reparto']",Sin Oscar
Rudy Ramos,1950,[''],['Reparto'],Sin oscar
Briana Feehan,1988,"['Fuel', 'Tiana y el sapo', 'Lakeshore Drive', '2006', '2015']","['Reparto', 'Equipos adicionales']",Sin oscar
Donna Daley,No data,"['Dragon Flyz', '1996 • 26 episodios', '2009', '1983', 'AmbulaMuffler Buyer']",['Reparto'],Sin oscar
Hackjin Mun,No data,['Una vida nueva'],['Reparto'],Sin oscar
Rachel Levine,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Victoria Tennant,1950,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Scott Wilson,1942,[''],['Reparto'],Sin Oscar
Bernd Tauber,1950,[''],['Reparto'],Sin Oscar
Evan Ellingson,1988,[''],['Reparto'],Sin Oscar
Rachel Blanchard,marzo,[''],['Reparto'],Sin Oscar
Johann von Bülow,1972,[''],['Reparto'],Sin oscar
Giannis Harismaidis,No data,['I nyhta me tis petaloudes'],['Reparto'],Sin oscar
Julie 'Jules' Urich,No data,"['You Got Served', 'Street Dance', 'B-Girl', 'Broken Idyll']","['Reparto', 'Guion']",Sin oscar
Bas Keijzer,1973,[''],['Reparto'],Sin Oscar
Will Green,No data,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Anna Kerth,1980,[''],['Reparto'],Sin oscar
Yash Tonk,No data,[''],['Reparto'],Sin Oscar
Julia Beatty,1980,"['Dream State', 'Confessions of a Pit Fighter', 'The Casino Job', 'The Boneyard Collection']","['Reparto', 'Producción']",Sin oscar
Michael Dunston,No data,"['Venganza personal', 'Tommy Boy', 'Semillas de duda', 'La tapadera', '2012 • 1 episodio']",['Reparto'],Sin oscar
Douglas De Souza,No data,['Exit NJ'],['Reparto'],Sin oscar
Gérard Watkins,1965,"['Venganza', 'La escafandra y la mariposa', 'Quiéreme si te atreves', 'Largo Winch']",['Reparto'],Sin oscar
Wayne Duvall,1958,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Francis Capra,1983,[''],['Reparto'],Sin Oscar
Alexandra Gentil,No data,"['La monja II', 'La jugadora', 'Dernier signal', 'Claire']",['Reparto'],Sin oscar
Eva Morkeset,No data,"['Aber Bergen', '2018 • 2 episodios']",['Reparto'],Sin oscar
Heloise Baker,No data,['Beautiful Kate'],['Reparto'],Sin oscar
Stephen Dorff,1973,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Hannah Cowley,No data,[''],"['Reparto', 'Producción', 'Edición']",Sin oscar
Chuan Wang,1963,[''],['Reparto'],Sin Oscar
Nicolò Morselli,No data,['Amarillo'],['Reparto'],Sin oscar
Gina D'Ercoli,No data,['Muerte en Chicago'],['Reparto'],Sin oscar
Alizeta Congo,No data,['La causa de Kripan'],['Reparto'],Sin oscar
Jason Coleman,No data,[''],"['Sonido', 'Composición', 'Música']",Sin Oscar
Daniel Duval,1944,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Cheryl Noe,No data,"['All One Community', 'Die-Chotomy']",['Reparto'],Sin oscar
Bingbing Fan,1981,[''],"['Reparto', 'Producción', 'Música']",Sin Oscar
Luz Mando,No data,"['Mutants', 'Plus belle la vie', '2007 • 20 episodios', 'Mme Rollin', 'Serie de TV']",['Reparto'],Sin oscar
Amy Adams,1974,[''],"['Reparto', 'Producción', 'Equipo ejecutivo']",Nominado para 6 premios Óscar
Miriam Isa,No data,"[""Raven's Cravings"", 'Ashland', ""Eli's Liquor Store"", 'Secretos', '2007 • 1 episodio']",['Reparto'],Sin oscar
Maude Apatow,1997,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Bebe Neuwirth,1958,[''],"['Reparto', 'Dirección', 'Equipos adicionales']",Ganó 2 premios Primetime Emmy
Jong-seok Kim,No data,['Do-ol-Ah-in O-bang-gan-da'],['Producción'],Sin oscar
Vishal Bahl,No data,"['Black', 'Operación Koh-I-Noor', 'Dve slova jako klíc', 'Chintu Ji']","['Equipos adicionales', 'Reparto', 'Dirección de producción']",Sin oscar
Heather Chasen,1927,"['Los miserables', 'Marked Personal', '1973–1974 • 84 episodios', '2011', 'Clarice Morrison']",['Reparto'],Sin oscar
Melissa Holroyd,No data,"['Speed Racer', 'Mute', 'Passion', 'Fatal Rescue']",['Reparto'],Sin oscar
Rita Tushingham,1942,[''],"['Reparto', 'Banda sonora']",Ganó 1 premio BAFTA
Kassianni Austin,No data,"['Get Off Dog', 'The Last New Year', 'Madre acosada', 'Jackhammer']","['Reparto', 'Guion', 'Dirección']",Sin oscar
LisaGay Hamilton,1964,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Magda Szubanski,1961,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Salvatore Ficarra,1971,"['La hora del cambio', 'La primera Navidad', ""Il 7 e l'8"", 'La matassa']","['Reparto', 'Guion', 'Dirección']",Sin Oscar
Haoua Sangare,No data,['La causa de Kripan'],['Reparto'],Sin oscar
Cailee Corbett,No data,"['Night Fliers', 'Rock in a Hard Place']",['Reparto'],Sin oscar
Denise Roberts,noviembre,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Gonçalo Waddington,1977,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Kai Michael Müller,1991,[''],"['Reparto', 'Banda sonora']",Sin oscar
Tobie Windham,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Zoë Mannhardt,1996,[''],['Reparto'],Sin oscar
Laura Chiatti,1982,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Tomoya Nagase,1978,[''],['Reparto'],Sin Oscar
Julianna Conforti,No data,"['Lágrimas de felicidad', 'Butterflies of Bill Baker', 'Recoil: A New Take on an Old Tale...', 'Nuclear Family']",['Reparto'],Sin oscar
Michael Keseroglu,1987,"['Offroad', 'En el lugar del crimen', '2011–2013 • 3 episodios', 'PolizistPolizist (2020)', 'Horst']",['Reparto'],Sin oscar
Annu Kapoor,1956,[''],"['Reparto', 'Música', 'Dirección']",Sin Oscar
Gijs Naber,1980,[''],['Reparto'],Sin Oscar
M.J.J. Cashman,No data,"['Circuit', 'The Wayfarers', 'Saturday Morning', 'Blackwater Farm']",['Reparto'],Sin oscar
Shamna Kasim,1989,[''],['Reparto'],Sin Oscar
Chris McHallem,1960,"['La joven de la perla', 'La joven Jane Austen', 'El Caballero Verde', 'Frank']","['Reparto', 'Guion', 'Dirección']",Sin oscar
Neil Pigot,1961,"['La isla de los condenados', 'Blue Heelers', '1997–2006 • 42 episodios', '2011', 'Sgt Pearce']","['Reparto', 'Guion y continuidad', 'Guion']",Sin oscar
Steve Mouzakis,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Henry Kingi,1943,[''],"['Especialistas', 'Reparto', 'Producción']",Sin Oscar
Sira Stampe,1977,"['No Right Turn', 'El viaje de Julia', 'The Killing: Crónica de un asesinato', '2007 • 1 episodio', 'Silke(as Siri Stampe Villadsen)']","['Reparto', 'Animación']",Sin oscar
Mario Guerra,No data,"['Vientos de La Habana', 'Dancing for My Havana', 'Tundra', '2021', '2015']","['Reparto', 'Equipos adicionales']",Sin oscar
Mariel Hemingway,1961,[''],"['Reparto', 'Producción', 'Equipo ejecutivo']",Nominado para 1 premio Óscar
Alvin Bellow,No data,"['Who Shot Mamba?', 'Maid to Kill', '6,5', '4,9']","['Reparto', 'Equipos adicionales']",Sin oscar
Boði,1976,[''],['Reparto'],Sin Oscar
Arnie Burton,1958,[''],['Reparto'],Sin oscar
Juan Leyrado,1952,[''],"['Reparto', 'Guion']",Sin Oscar
Michael Ray Escamilla,1973,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Marjuta Slamic,No data,[''],['Reparto'],Sin Oscar
James Frain,1968,[''],['Reparto'],Sin Oscar
Eleni C. Krimitsos,No data,"['Undone', '2008', '2006', 'Faye Summers (segment ""Undone"")', 'Neilsa(as Eleni Krimitsos)']","['Reparto', 'Dirección de arte', 'Arte']",Sin oscar
Aankha Neal,No data,['Los mundos de Coraline'],['Reparto'],Sin oscar
Kenyon Glover,1982,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Riley Cole,1997,"['The Flash Minecraft', '2017–2019 • 37 episodios', '2019', '2018 • 1 episodio', '2009']","['Reparto', 'Dirección']",Sin oscar
Paul Bettany,1971,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Primetime Emmy
Sakiko Fukuhara,No data,['Enter the Void'],['Reparto'],Sin oscar
Benedict Wong,1970,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Irina Voronina,1977,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Milena Dravic,1940,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Mehmet Gurleyen,No data,['Bozkirda Deniz Kabugu'],['Reparto'],Sin oscar
Walter Massey,1928,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Georgina Avellaneda,No data,"['El orfanato', 'La mujer del anarquista', 'Xtrems', 'Serrallonga', '2008 • 1 episodio']",['Reparto'],Sin oscar
Branko Djuric,1962,[''],"['Dirección', 'Reparto', 'Guion']",Sin Oscar
Eita Nagayama,1982,[''],['Reparto'],Sin Oscar
Laurens Walter,1977,[''],['Reparto'],Sin oscar
David Boutin,No data,"['Hochelaga', 'Temps dur', '2004 • 9 episodios', '2003', '2008']","['Reparto', 'Equipos adicionales']",Sin Oscar
Michaël Vander-Meiren,No data,"['Desde París con amor', '3 días para matar', 'Venganza: Conexión Estambul', 'Mesrine: Parte 2. Enemigo público nº 1']",['Reparto'],Sin oscar
Mads Sjøgård Pettersen,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Jason Flemyng,1966,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Evan Boymel,1978,"['Fortune Defies Death', 'The Amateur', 'Attack on Space', 'A Tall Order']","['Reparto', 'Producción', 'Edición']",Sin Oscar
Vinay Pathak,1968,[''],"['Reparto', 'Guion', 'Música']",Sin Oscar
Asli Ozmel,No data,"['Ekip 1: Nizama Adanmis Ruhlar', '2013–2015 • 80 episodios', 'Reparto', 'Sayan', 'Serie de TV']",['Reparto'],Sin oscar
Ailton Graça,1964,[''],"['Reparto', 'Producción']",Sin Oscar
R. Michael David,1963,"['I Will Love You, Forever', '2011', '2010', 'SWAT Team Leader(as Michael David)', 'Corto']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Casting']",Sin oscar
Diana Gheorghian,1960,"['Raliul', 'Dreptate în lanturi', 'Rochia alba de dantela', 'Craii de Curtea Veche']",['Reparto'],Sin oscar
Billy Fenderson,No data,"['Sneakers & Soul', 'Crisis', '2014 • 1 episodio', 'Reparto', 'Corto']",['Reparto'],Sin oscar
Oliver Cotton,1944,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Sam Parsonson,No data,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Lew Temple,1967,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Jeff Garretson,No data,[''],"['Reparto', 'Casting', 'Equipos adicionales']",Sin Oscar
David Avila Lane,No data,['Diamond Dawgs'],['Reparto'],Sin oscar
Kathy Bates,1948,[''],"['Reparto', 'Dirección', 'Producción']",Ganó 1 premio Óscar
Karen E. Wright,No data,[''],"['Reparto', 'Sonido', 'Diseño de vestuario']",Sin oscar
Adam Johnson,mayo,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Billy Burke,1966,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Maurice Blake,No data,"['The Shield: Al margen de la ley', '2002 • 1 episodio', 'Clarke', ""Jo's Boy #4"", 'Brazil']",['Reparto'],Sin oscar
Sari Viitasalo,1965,"['Kiinnisidottu', '1994 • 2 episodios', '2003', '2000', '2009']",['Reparto'],Sin oscar
Charles Donnelly,No data,"['The Clan', 'Taggart', '2002–2007 • 3 episodios', '2005', '2022']",['Reparto'],Sin oscar
Adriana Mastrángelo,No data,"['Tetro', 'I due timidi']",['Reparto'],Sin oscar
Anthony Bonaventura,1978,"['Boogie Town', 'Pale Blue Eyes', '6,9', '7,2']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Cees Geel,1965,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Sue Cremin,No data,[''],['Reparto'],Sin Oscar
