0,1,2,3,4
Bettina Engelhardt,1971,"['Unbroken', '2021 • 3 episodios', 'Anette MaxheimerKerstin Ruh', 'Polizistin', 'Serie de TV']",['Reparto'],Sin oscar
Nathaniel Brown,1936,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Alyy Khan,1968,[''],['Reparto'],Sin Oscar
Michael McElhatton,1963,[''],"['Reparto', 'Guion']",Sin Oscar
Daphne Khoury,1979,[''],"['Reparto', 'Arte', 'Equipos adicionales']",Sin oscar
Kankurô Nakamura,1981,"['Gintama', 'Shinsengumi!', '2004 • 36 episodios', 'Isao Kondo', 'Dôgen(as Kantarô Nakamura)']",['Reparto'],Sin oscar
Juan Pablo Arias Barrón,No data,"['Pumpkinhole', 'Hombre', '2017', 'Dirección']","['Dirección', 'Sonido', 'Guion']",Sin oscar
Lun Zhang,No data,"['Alima', 'Pu Geng', '1986']","['Reparto', 'Dirección', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Vienna K. Bradley,No data,"[""My Mother's Fairy Tales"", '8,7', 'The Pull-Out Method']",['Reparto'],Sin oscar
Karine Vanasse,1983,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Peter Bryant,1959,[''],"['Reparto', 'Guion']",Sin oscar
Jere Burns,1954,[''],['Reparto'],Sin Oscar
Alia Rhiana Eckerman,1982,[''],"['Reparto', 'Producción', 'Casting']",Sin oscar
Don Wallace,febrero,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Paul Garrett,No data,"['Bomba de cereza', 'Revolution', '2012 • 1 episodio', '2009', 'Northman Archer']",['Reparto'],Sin oscar
Takao Handa,No data,"['Madan Senki Ryûkendô', '2006', '2010', 'Zenzen daijobu']",['Reparto'],Sin oscar
Suzanne VanDeMark,No data,"['Lonely Joe', 'Somewhere Between Here & There']",['Reparto'],Sin oscar
Siouzana Melikian,No data,[''],['Reparto'],Sin oscar
Frank Howson,1952,"['La burla del destino', 'Friday on My Mind', 'A Thin Life', '4,6']","['Reparto', 'Guion', 'Producción']",Sin Oscar
Angelo Custino,1991,"['Otis', 'Mentes criminales', '2007 • 1 episodio', '2009', '2005']",['Reparto'],Sin oscar
Kôichi Satô,1960,"['Chûshingura gaiden: Yotsuya kaidan', 'Mibu gishi den', 'Seishun no mon', 'Mishima']","['Reparto', 'Banda sonora']",Sin Oscar
Raymond O'Connor,1952,[''],['Reparto'],Sin oscar
Henry David,2023,"['Un plan brillante', 'Evita', 'Los gritos del silencio', 'Sharpe', '2008 • 2 episodios']",['Reparto'],Sin oscar
André Barbosa,No data,"['The Resistance', 'One More Day', '2014', '2012', '2000']","['Producción', 'Reparto', 'Arte']",Sin oscar
Alia Shawkat,1989,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Emilia Schüle,1992,[''],"['Reparto', 'Banda sonora']",Sin Oscar
James LaMarr,No data,"['Psychic Experiment', '2:22', 'The Body', 'Producción']","['Reparto', 'Producción', 'Dirección']",Sin oscar
David Svehlík,1972,[''],"['Reparto', 'Guion y continuidad']",Sin oscar
Sophie Nyweide,No data,[''],['Reparto'],Sin oscar
Jennifer Couch,No data,"['AVH: Alien vs. Hunter', '2007', '2016', 'CU Soon']",['Reparto'],Sin oscar
Agathe Bonitzer,1989,[''],['Reparto'],Sin Oscar
Scott O'Donnell,No data,[''],['Producción'],Ganó 1 premio BAFTA
Antonio Wannek,1979,[''],"['Reparto', 'Dirección', 'Edición']",Sin Oscar
Malin Akerman,1978,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Elisabeth Röhm,1973,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Annette Bening,1958,[''],"['Reparto', 'Banda sonora']",Nominado para 4 premios Óscar
Ekaterina Davydova-Tongur,1986,"['Chudo', 'Domik u reki', 'Vesnoy rastsvetaet lyubov', '2015']",['Reparto'],Sin oscar
Ron Perlman,1950,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 2 premios Primetime Emmy
Monica McShane,No data,"['Guiness', 'The All Together', 'Nicostratos le pélican', 'Dyo meres mono', '2006 • 7 episodios']",['Reparto'],Sin oscar
Jelena Stupljanin,1978,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Andreína Olivarí,No data,['La Nana'],['Reparto'],Sin oscar
Josh Mostel,1946,[''],"['Reparto', 'Banda sonora']",Sin oscar
Ofer Hayoun,1983,[''],"['Reparto', 'Cámara y electricidad']",Sin oscar
Ed Spear,1973,"['Enter the Void', 'Guidance', ""No Man's Land"", 'Zero Hour']","['Sonido', 'Reparto', 'Guion']",Sin Oscar
Marie Black,No data,['Freedom Park'],['Reparto'],Sin oscar
Lisa Chung,No data,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Vestuario']",Sin oscar
Marie-Françoise Audollent,1943,"['El código Da Vinci', 'Molière', 'Ma femme me quitte', 'La fille de Prague avec un sac très lourd']",['Reparto'],Sin oscar
Til Schweiger,1963,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Jerome Smith,1992,[''],"['Reparto', 'Composición', 'Dirección']",Sin oscar
Eva Mazauric,1972,"['Façade', 'Vainilla y fresa', 'Sauveur Giordano', '2001–2003 • 2 episodios', ""Liliane d'AnjouLilianne d'Anjou""]",['Reparto'],Sin Oscar
Gloria de Jesús,1922,"['Fantasía ranchera', 'Escuadrón 201', 'Los años han pasado', '5,2']",['Reparto'],Sin oscar
Domiziana Cardinali,No data,"['Giulia non esce la sera', 'Il rosso e il blu']",['Reparto'],Sin oscar
Nicholas Turturro,1962,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 2 premios Primetime Emmy
Isak Férriz,1979,[''],['Reparto'],Sin Oscar
Kirti Chauhan,No data,['Aseema: Beyond Boundaries'],['Reparto'],Sin oscar
Melanie Lynskey,1977,[''],"['Reparto', 'Banda sonora']",Nominado para 3 premios Primetime Emmy
Eamon Glennon,No data,"['The Black Dawn', 'The Black Dawn', '2009 • 7 episodios', 'Lee', 'Mariposa']","['Reparto', 'Edición', 'Edición']",Sin oscar
Kamal Sidhu,1971,"['Captain Vyom', '1998 • 1 episodio', '1997', '2009', '2008']","['Producción', 'Reparto']",Sin oscar
Ben Shenkman,1968,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Erica Rivas,1974,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Matthew Gray Gubler,1980,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Donnie Castillo,No data,['Ex Cathedra'],['Reparto'],Sin oscar
Bobb'e J. Thompson,1996,[''],"['Reparto', 'Producción']",Sin Oscar
Tetsuji Tamayama,1980,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Max Watson,No data,"['Eyes of a Roman', 'Waiting']","['Cámara y electricidad', 'Dirección de fotografía y cámara']",Sin oscar
Ernie Ko,1919,[''],"['Reparto', 'Guion', 'Producción']",Ganó 1 premio Primetime Emmy
David Anzuelo,No data,[''],"['Reparto', 'Especialistas', 'Producción']",Sin oscar
Virginie Ledoyen,1976,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Darwin Barney,No data,"['Calvin Marshall', 'Keep the Faith', '7,6', 'MLB on ESPN', '2017 • 1 episodio']",['Reparto'],Sin oscar
Chantal Contouri,1950,[''],"['Reparto', 'Música']",Sin Oscar
Rich Foran,No data,"[""Since I Don't Have You"", 'Trapped']",['Reparto'],Sin oscar
Michael Panes,1963,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Katrina Walker,No data,"['Breath of Courage', 'To See the Moon in the Morning Sky', 'A Silent Truth', '2012', '2017 • 1 episodio']",['Reparto'],Sin oscar
Etsushi Toyokawa,1962,[''],"['Reparto', 'Dirección']",Sin Oscar
Bárbara Lazón,No data,['La teta asustada'],['Reparto'],Sin oscar
Ingrid Nilson,No data,[''],"['Reparto', 'Guion', 'Música']",Sin Oscar
Hugo Silva,1977,[''],"['Reparto', 'Dirección', 'Banda sonora']",Sin Oscar
Anastasia Baboussouras,No data,"['Blessed', 'Rush', '2010 • 1 episodio', 'Girl 1']",['Reparto'],Sin oscar
Sven Nordin,1957,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Josie Gammell,1965,"['Inocencia interrumpida', 'The Least Among You', 'I Am', 'Thanksgiving']",['Reparto'],Sin oscar
Uno Kanda,1975,"['Urutoraman Zeasu', 'Gohatto', 'Ultraman Zearth 2', 'Baby, Baby, Baby!']",['Reparto'],Sin oscar
Jean-Paul Girardot,No data,['Yuki & Nina'],['Reparto'],Sin oscar
Nicholas Lea,1962,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
David Barlow,No data,"['Un sexto sentido', '1981–1987 • 43 episodios', 'Guion', 'Serie de TV', '7,7']","['Guion', 'Producción', 'Equipos adicionales']",Sin Oscar
Natalie Slevin,No data,"['House of Boys', 'Unique Sweets', '2013 • 1 episodio']",['Reparto'],Sin oscar
Sanli Ozlen,No data,"['Patsy', 'My Normal', 'Weapons']",['Reparto'],Sin oscar
Danny Denzongpa,1948,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Ruth Bradley,1987,[''],"['Reparto', 'Música', 'Banda sonora']",Sin Oscar
Alexandre Borges,No data,No data,No data,Sin oscar
Michael Rivera,No data,[''],"['Reparto', 'Efectos especiales']",Sin oscar
Shu Guang Liang,No data,['El último bailarín de Mao'],['Reparto'],Sin oscar
Priyanka Chopra Jonas,1982,[''],"['Reparto', 'Producción', 'Música']",Sin Oscar
Jamison Haase,abril,[''],['Reparto'],Sin oscar
Steven Brown,No data,No data,['Agente de talentos'],Sin oscar
Rachael Kemery,1984,[''],['Reparto'],Sin oscar
Maarten Stevenson,No data,[''],['Reparto'],Sin oscar
Ben Barnes,1981,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Natali Broods,1976,[''],['Reparto'],Sin Oscar
Khris Kaneff,1970,"[""The Devil's Muse"", 'Betamax', 'Spreading Darkness', 'Emmanuelle 2000']","['Reparto', 'Arte', 'Equipos adicionales']",Sin oscar
Catarina Wallenstein,1986,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Sergey Chonishvili,1965,"['Azazel', '2002 • 3 episodios', '7,8', '6,3']",['Reparto'],Sin oscar
Marcio Vito,1972,"['5x Favela, Agora por Nós Mesmos', 'Para Sempre Nunca Mais', 'Machado do Brasil', 'Xuxa e os Duendes']","['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Peggy Lukac,1949,[''],['Reparto'],Sin oscar
Samantha Morton,1977,[''],"['Reparto', 'Guion', 'Dirección']",Nominado para 2 premios Óscar
Sammy Sheik,1981,[''],"['Reparto', 'Composición', 'Equipos adicionales']",Sin Oscar
Lucy McMichael,No data,[''],['Reparto'],Sin oscar
Caseyarnoux Charlot,No data,['The Exploding Girl'],['Reparto'],Sin oscar
Jesse Tyler Ferguson,1975,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 5 premios Primetime Emmy
Colleen Camp,1953,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Amitabh Srivastava,No data,"['Kai po che!', 'Aalavandhan', 'Hey Ram', 'Road, Movie']","['Reparto', 'Guion']",Sin oscar
Jon Kabira,No data,"['Suki na hito ga iru koto', '2016 • 1 episodio', 'Reparto', 'Reparto', 'Soichiro Asami']",['Reparto'],Sin oscar
Brennan Brown,1968,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Kevin Indio Copeland,No data,[''],"['Reparto', 'Especialistas', 'Música']",Sin oscar
Rula Blanco,No data,['Agallas'],['Reparto'],Sin oscar
Michele Matheson,1971,[''],"['Reparto', 'Banda sonora']",Sin oscar
Salli Richardson-Whitfield,1967,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Arne Boysen,No data,['Atletu'],['Reparto'],Sin oscar
Gordon Currie,1965,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Parikshit Sahni,1944,[''],"['Reparto', 'Dirección', 'Producción']",Sin oscar
Bruno Blairet,No data,"['Espion(s)', 'La mujer más asesinada del mundo', 'Un coeur simple', 'À coeur ouvert']",['Reparto'],Sin oscar
John Lasseter,1957,[''],"['Producción', 'Guion', 'Dirección']",Ganó 1 premio Óscar
Aarti Chhabria,1982,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Ken Clark,1927,[''],['Reparto'],Sin oscar
Lauren Weedman,1969,[''],"['Reparto', 'Guion']",Sin Oscar
Al Roker,1954,[''],"['Producción', 'Reparto', 'Guion']",Sin Oscar
Adán Rodríguez,No data,"['As I Live and Breathe', 'The Comfort of Home', 'All That Matters', 'Wasted Space']","['Equipos adicionales', 'Dirección', 'Dirección de fotografía y cámara']",Sin oscar
Roselyn Sanchez,1973,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Michael Graziadei,1979,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Pooja Bhatt,1972,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Kali Rocha,1971,[''],"['Reparto', 'Guion']",Sin oscar
Peter Demelo,No data,['Bombay Summer'],['Reparto'],Sin oscar
Guillermo Villegas,No data,[''],['Reparto'],Sin Oscar
Catherine Bruhier,mayo,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Romana Abercromby,No data,"['Lip Service', '2010 • 2 episodios', '2009', 'Dee Robison', 'Sarah']",['Reparto'],Sin oscar
Jean Reno,1948,[''],['Reparto'],Sin Oscar
Marc Oliver Mögling,No data,"['Spielzeugland Endstation', 'Frischfilm']",['Reparto'],Sin oscar
Tom Cameron,No data,[''],['Reparto'],Sin oscar
Rodolphe Pauly,1979,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
John Hambrick,1940,"['Wonderful World', 'Teléfono', 'Fabricando al hombre perfecto', 'Homeland Nation: Mescalero Apache']",['Reparto'],Sin Oscar
Cheng-yang Wang,No data,"['Nan sheng jia li xin zhuan', '6,4', '7,9', 'Song Yaoru fuqin']",['Reparto'],Sin Oscar
Lucy Adden,No data,"['Redland', 'The Franklin Abraham', 'Meet Market', 'The Martyrdom of St Agnes']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Gyton Grantley,1980,[''],['Reparto'],Sin Oscar
Dominique Vandenberg,1969,[''],"['Reparto', 'Especialistas', 'Producción']",Sin oscar
Andrea Reimer,No data,['SuperBrother'],['Reparto'],Sin oscar
Bevin Hamilton,No data,[''],"['Reparto', 'Música', 'Dirección']",Sin oscar
Antonino Bruschetta,1962,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Teri Hatcher,1964,[''],"['Reparto', 'Guion', 'Dirección']",Nominado para 1 premio Primetime Emmy
Bernie Hodges,No data,[''],"['Reparto', 'Producción', 'Dirección de casting']",Sin Oscar
Ethel Rojo,1937,[''],['Reparto'],Sin oscar
Pepa Pedroche,1967,"['El laberinto del fauno', 'Amar es para siempre', '2008–2010 • 269 episodios', '2000', '1999']","['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Mikel Sarah Lambert,No data,"['El secreto de Thomas Crown', 'Frank the Rat', 'Queenie in Love', 'Los mejores deseos']",['Reparto'],Sin oscar
Glória Pires,1963,[''],"['Reparto', 'Guion', 'Música']",Sin Oscar
Kerris Dorsey,1998,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Alex Scott,1929,[''],['Reparto'],Sin oscar
Kerri Hellmuth,No data,"['The Black Dawn', 'The Black Dawn', '2009 • 7 episodios', 'Elyse', 'Abigail']","['Reparto', 'Diseño de vestuario', 'Guion']",Sin oscar
Alwara Höfels,1982,[''],['Reparto'],Sin Oscar
Danielle Garavaglia,No data,['Once & For All'],['Reparto'],Sin oscar
Alexander Held,1958,"['El hundimiento', 'Sophie Scholl (Los últimos días)', 'RAF Facción del ejército rojo', 'La ola']",['Reparto'],Sin Oscar
Laurent Capelluto,1971,[''],['Reparto'],Sin Oscar
Yancey Arias,junio,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Yvan Attal,1965,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Fouad Habash,No data,[''],['Reparto'],Sin Oscar
Alex van Warmerdam,1952,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Marc Zwinz,1974,[''],"['Reparto', 'Guion']",Sin oscar
Mirela Naska,No data,"['Filma te shkurter 2010/2', '2010', '2018', '2015', '2011']",['Reparto'],Sin oscar
Aasif Mandvi,1966,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Mattia Zaccaro,No data,[''],['Reparto'],Sin oscar
Marcelo Armand,No data,"['Boogie, el aceitoso', 'Warcraft III: Reforged', '2020', '2012', '2016']",['Reparto'],Sin oscar
Petar Sekulic,No data,"['Biti covek: Ivo Andric', '2015 • 4 episodios']",['Sonido'],Sin oscar
Isabella Rossellini,1952,[''],"['Reparto', 'Dirección', 'Guion']",Nominado para 1 premio Primetime Emmy
Ekin Cheng,1967,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Carson Grant,1950,[''],"['Reparto', 'Producción', 'Guion y continuidad']",Sin Oscar
Stephen Root,1951,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Laurent Larrieu,1969,"['Micmacs', 'Humans', 'Dante 01', 'Fair Play']","['Especialistas', 'Reparto', 'Equipos adicionales']",Sin oscar
Lauren Gleason,No data,"['FBI', '2021–2023 • 12 episodios', 'Equipos adicionales', 'Serie de TV', '8,1']","['Equipos adicionales', 'Producción']",Sin oscar
Kristin Chenoweth,1968,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Ganó 1 premio Primetime Emmy
Eriko Satô,1981,"['Funuke domo, kanashimi no ai wo misero', 'Kyûtî Hanî', 'El hundimiento de Japón', 'Nanase futatabi']","['Reparto', 'Música']",Sin Oscar
Kim Hye-ja,1941,[''],['Reparto'],Sin Oscar
Paul Kelly,1899,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin oscar
Michael Becht,No data,['A Kiss of Chaos'],['Reparto'],Sin oscar
Antti Reini,1964,[''],"['Reparto', 'Equipos adicionales', 'Dirección']",Sin oscar
Michael Showers,1966,"['Philip Morris ¡Te quiero!', 'Tekken', 'Traffic', 'Colombiana']",['Reparto'],Sin Oscar
Jose Candelario,No data,['Objects of Time'],"['Guion', 'Cámara y electricidad']",Sin oscar
Iza Calzado,1982,[''],"['Reparto', 'Producción']",Sin Oscar
François Marthouret,1943,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Maynor Alvarado,No data,[''],['Reparto'],Sin oscar
Jamie Foxx,1967,[''],"['Reparto', 'Producción', 'Guion']",Ganó 1 premio Óscar
Kirsten Berman,No data,"['Million Dollar Baby', 'Hot Tamale (Al rojo vivo)', 'Step One Breathe', '2,0']","['Reparto', 'Producción', 'Guion']",Sin oscar
André Hennicke,1958,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Carolina Bonetti,1985,"['El asesino', 'I Am Echo', 'Donde Hubo Fuego', '2022 • 12 episodios', 'Maid']","['Reparto', 'Equipos adicionales', 'Guion']",Sin oscar
Latichia Brown,No data,['The First Breath of Tengan Rei'],['Reparto'],Sin oscar
Kate Arrington,No data,[''],['Reparto'],Sin oscar
Bujar Lako,1947,"['Syri magjik', 'Gjeneral gramafoni', 'Përballimi', 'Ballë për ballë']",['Reparto'],Sin Oscar
Christo Jivkov,1975,[''],"['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Rosa Isabel Lorenzo,No data,"['Chance', 'Manos de Piedra', 'Causa Justa', ""Teta 'pa los manes""]",['Reparto'],Sin oscar
Greg Timmermans,1979,[''],['Reparto'],Sin oscar
Kieran Culkin,1982,[''],['Reparto'],Nominado para 3 premios Primetime Emmy
Moisés Acevedo,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Perla Bautista,1940,[''],['Reparto'],Sin Oscar
Eva Birthistle,1974,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Alberta Watson,1955,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Mikijirô Hira,1933,[''],['Reparto'],Sin Oscar
Saurabh Shukla,1963,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Kristanna Loken,1979,[''],"['Reparto', 'Producción', 'Equipo ejecutivo']",Sin Oscar
Katrin Sass,1956,[''],['Reparto'],Sin Oscar
Tom Mannion,No data,"['El retorno del jedi', 'Centurión', 'Beyond the Sea', 'Crupier']",['Reparto'],Sin oscar
Parris Biggs,No data,['Family Business'],['Reparto'],Sin oscar
Bryony Seth,No data,"['Hollyoaks: In the City', '2006 • 18 episodios', 'Lol', '2008–2010 • 15 episodios', '2009']",['Reparto'],Sin oscar
Milka Ahlroth,1966,[''],"['Reparto', 'Diseño de vestuario']",Sin Oscar
Alexandru Potocean,1984,[''],['Reparto'],Sin Oscar
Thekla Reuten,1975,[''],"['Reparto', 'Producción']",Sin Oscar
Sandra Alves,No data,"['Seas of the Banished', 'Dirección', '2014']","['Dirección', 'Edición', 'Dirección de fotografía y cámara']",Sin oscar
Jeremy Sumpter,1989,[''],"['Reparto', 'Producción', 'Cámara y electricidad']",Sin Oscar
Thomas Lennon,1970,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 3 premios Primetime Emmy
Paul Hogan,1939,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Óscar
Tyrone LaForrest,No data,"['Against the Grain', 'Shades of Julia', 'El abogado', '2004 • 1 episodio', '2009']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Amanda Fuller,1984,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Heinz-Josef Braun,1957,"['Aeon - Countdown im All', '2000 • 3 episodios', 'Karli Spitz', 'Serie de TV', '6,4']","['Reparto', 'Música']",Sin oscar
Shazia Pascal,julio,[''],"['Reparto', 'Banda sonora', 'Equipo ejecutivo']",Sin oscar
Pat Fisher,No data,['Motörhead: Clean Your Clock'],['Equipos adicionales'],Sin oscar
Collette Wolfe,1980,[''],['Reparto'],Sin oscar
Grete Havnesköld,1986,[''],['Reparto'],Sin oscar
József Varga,1902,"['Álljon meg a menet!', 'Partea ta de vina', 'Castelanii']",['Reparto'],Sin oscar
