0,1,2,3,4
Lounès Machene,No data,"[""L'ennemi intime""]",['Reparto'],Sin oscar
Mykel Shannon Jenkins,1969,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Ian Scott,1963,[''],"['Reparto', 'Composición', 'Producción']",Sin oscar
Rose Byrne,1979,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 2 premios Primetime Emmy
Tyrone Keogh,No data,[''],"['Reparto', 'Arte', 'Dirección de la segunda unidad o asistencia a dirección']",Más en IMDbPro
Jon Yates,No data,['Forbidden Lie$'],No data,Sin oscar
Aljaz Jovanovic,No data,"['Instalacija ljubezni', 'Ne Bom Vec Luzerka', 'Usodno vino', '2016 • 1 episodio', '2021']",['Reparto'],Sin oscar
Manoj Bhatia,No data,"['Big Brother', 'Mitti', 'Miss Lovely']",['Reparto'],Sin oscar
Riccardo Bertoni,1933,"['Godzilla', 'Rollerball', 'Jungla de cristal: La venganza', 'Infiel']","['Casting', 'Reparto', 'Dirección de casting']",Sin oscar
Tsilla Chelton,1919,[''],['Reparto'],Sin Oscar
Jeff Fraza,1977,"['Sides', '7,4']",['Reparto'],Sin oscar
Shirley Giménez,No data,"['Todos tenemos un plan', 'El invierno de Gunter', '6,5', '6,2']",['Reparto'],Sin oscar
Janette Barber,1953,"[""The Rosie O'Donnell Show"", '1996–1997 • 433 episodios', 'Host #2', 'Angry Neighbor', 'Producción']","['Producción', 'Guion', 'Reparto']",Sin Oscar
Alexandra Barreto,1975,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Senad Basic,1962,[''],"['Reparto', 'Dirección de arte']",Sin oscar
Noël Simsolo,1944,"['Cauchemar', 'Spasms of the Opera', 'Change pas de main', 'Location']","['Reparto', 'Guion', 'Dirección']",Sin Oscar
Joe Unger,1949,[''],['Reparto'],Sin oscar
Muso Sefatsa,No data,"['Safari sangriento', 'Shiz Niz', 'Beat the Drum', ""Soweto Green: This Is a 'Tree' Story""]","['Reparto', 'Producción']",Sin oscar
Monica Bellucci,1964,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Doris Saric-Kukuljica,1960,"['Lada Kamenski', 'Bella Biondina', 'Ti mene nosis', 'Nije sve u lovi']",['Reparto'],Sin Oscar
Raviv Ullman,1986,[''],['Reparto'],Sin oscar
Carlos Duque,No data,"['Mañana fue la guerra', 'Cerro Teta: el diablo mueve los hilos', 'Caminantes invisibles', 'Campos de libertad']",['Dirección de fotografía y cámara'],Sin oscar
Martin Campero,No data,"['Capital (Todo el mundo va a Buenos Aires)', '3 Américas']",['Reparto'],Sin oscar
Bianca Gervais,1985,[''],['Reparto'],Sin Oscar
Maria Paiato,1961,[''],['Reparto'],Sin Oscar
Cendrine Orcier,No data,"['Micmacs', '13,99 euros', ""Un ticket pour l'espace"", 'Madame Irma']",['Reparto'],Sin oscar
Brooke Mayer,No data,['Cherry Crush'],['Reparto'],Sin oscar
Pete Postlethwaite,1946,[''],"['Reparto', 'Producción']",Nominado para 1 premio Óscar
Ben Garchar,1985,"['Somewhere Never Traveled', '2009', 'Edición', 'Edición', 'Edición']","['Edición', 'Edición', 'Dirección']",Sin Oscar
Kaori Sakagami,1974,"['Hana yori dango', 'Urutoraman Kosumosu Bui Esu Urutoraman Jiasutisu Za Fainaru Batoru', 'Rei Tin: Ko redisu!!! Socho saigo no hi', '7,1']","['Reparto', 'Música']",Sin oscar
Michael McKean,1947,[''],"['Reparto', 'Dirección', 'Composición']",Nominado para 1 premio Óscar
Reut Lev,No data,['Tehilim'],['Reparto'],Sin oscar
Matthew Goode,1978,[''],['Reparto'],Nominado para 1 premio Primetime Emmy
Subbaraju,1977,[''],['Reparto'],Sin oscar
Thea Rose,No data,"['Kill Bill: Volumen 2', 'Kill Bill: The Whole Bloody Affair', 'Navy: Investigación criminal', '2006 • 1 episodio', '2018']","['Reparto', 'Decoración']",Más en IMDbPro
Miglen Mirtchev,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Mike Harvey,No data,"['La forense', '2022 • 12 episodios', 'Arte']",['Arte'],Sin oscar
Marc Clemons,No data,['Singularity'],['Reparto'],Sin oscar
Jim Titus,mayo,[''],"['Reparto', 'Equipos adicionales', 'Producción']",Sin oscar
Jennifer Tyler,No data,"['The War (La guerra)', 'Score', '2001']",['Reparto'],Sin oscar
Emma Suárez,1964,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Ching Wan Lau,1964,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Leonardo Anzures,No data,['Padre Nuestro'],['Reparto'],Sin oscar
Jeffery Davis,No data,"['Blood, Sweat and Bullets']",['Reparto'],Sin oscar
Abigail Breslin,1996,[''],"['Reparto', 'Dirección', 'Producción']",Nominado para 1 premio Óscar
Sabina Branduse,1983,"['Ghost Rider: Espíritu de venganza', 'Terapie pentru crimã', 'El mercenario: Absolución', 'Al lado del enemigo']",['Reparto'],Sin oscar
Tereza Srbova,1983,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Chrissy Calhoun,1981,[''],"['Reparto', 'Producción']",Sin oscar
Linh-Dan Pham,1974,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Trond Espen Seim,1971,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Olivier Cruveiller,No data,"['La vida en rosa: Edith Piaf', 'Cuestión de sangre', 'Gandahar: Los años luz', 'Bienvenido al mundo de LOL']",['Reparto'],Sin oscar
Brian Maya,1977,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Wladyslaw Kowalski,1936,[''],"['Reparto', 'Dirección']",Sin Oscar
Farida Dadi,No data,[''],['Reparto'],Más en IMDbPro
Adèle Exarchopoulos,1993,[''],['Reparto'],Sin Oscar
Aisha Hinds,1975,[''],"['Reparto', 'Guion', 'Diseño de producción']",Sin Oscar
Ecija Ojdanic,1974,"['Kud puklo da puklo', '2014–2016 • 350 episodios', 'Nela Zlatar', 'Serie de TV', '4,1']",['Reparto'],Sin oscar
Yves Jacques,1956,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Denis Kurochka,1982,"['Marina roshcha', '2013 • 1 episodio', '2007', 'Alik Fatyanov', 'Serie de TV']",['Reparto'],Sin oscar
Jelisaveta 'Seka' Sablic,1942,"['Maratonci trce pocasni krug', 'Srecni ljudi', '1993–1996 • 45 episodios', '1988', '2007']",['Reparto'],Sin Oscar
Sarah Matravers,1975,"['Footballers Wive$: Extra Time', '2005–2006 • 27 episodios', 'Jackie Randall', 'Serie de TV', '5,3']",['Reparto'],Sin oscar
Marie-Bénédicte Roy,No data,"['Coco, de la rebeldía a la leyenda de Chanel', ""Crime d'amour"", 'Primavera en Normandía', 'Hôtel Normandy']",['Reparto'],Más en IMDbPro
Stuart Lafferty,1987,[''],"['Producción', 'Dirección de producción', 'Reparto']",Sin oscar
Alain Uy,septiembre,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Marc Cabourdin,No data,"['Exit Paradise', 'Helena de Troya', '2003 • 1 episodio']","['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']",Más en IMDbPro
Sandro D'Amelio,No data,['Victoriana'],['Reparto'],Sin oscar
Augustus Joenath,No data,['The Silent Fall'],['Reparto'],Sin oscar
Patrick Zimmermann,No data,"['Helden und andere Feiglinge', 'Villa Marguerite', '2008', '1993', '2000']","['Reparto', 'Arte', 'Dirección de producción']",Sin oscar
Becky London,febrero,[''],['Reparto'],Sin oscar
Toni Bertorelli,1948,[''],['Reparto'],Sin Oscar
Penélope Cruz,1974,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Óscar
Fatih Hürkan,No data,"['Gölge Ekibi', '6,4', 'Anka Kusu', 'Kaçak', '2013–2014 • 3 episodios']",['Reparto'],Sin oscar
Glória Pires,1963,[''],"['Reparto', 'Guion', 'Música']",Sin Oscar
Tim Ruddy,No data,"['Gettysburg', 'W.C.', 'Glenroe', '1997–1999 • 2 episodios', '2003']",['Reparto'],Sin oscar
Jamie Elman,1976,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Steven Boen,1984,[''],['Reparto'],Sin oscar
Daryl Nuhn,No data,['Quiet City'],['Reparto'],Sin oscar
David Zayas,1962,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Persia White,octubre,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Scott Bailey,diciembre,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
K.C. Collins,No data,[''],"['Reparto', 'Música', 'Producción']",Más en IMDbPro
Michael Cera,1988,[''],"['Reparto', 'Producción', 'Dirección']",Nominado a 1 premio BAFTA
Zinedine Soualem,1957,[''],['Reparto'],Sin Oscar
Fausto Russo Alesi,1973,[''],"['Reparto', 'Guion']",Sin Oscar
Dominique Bettenfeld,No data,[''],['Reparto'],Más en IMDbPro
Kanato Tanihata,No data,"['Meaningless', 'Tôkyô tawâ: Okan to boku to, tokidoki, oton', 'Saitô san', '2013 • 10 episodios', 'Reparto']",['Reparto'],Sin oscar
Leny Breederveld,1951,"['De luizenmoeder', '2018–2019 • 19 episodios', 'Anna Fokker', 'Película de TV', 'Reparto']",['Reparto'],Sin Oscar
Ian Valz,1957,"['Panman: Rhythm of the Palms', 'Vientos de fortuna', '1993 • 3 episodios']","['Reparto', 'Casting', 'Guion']",Sin Oscar
Bogdan Diklic,1953,[''],['Reparto'],Sin Oscar
Joaquín Climent,1958,[''],['Reparto'],Sin Oscar
Kenzô,junio,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Mikael Persbrandt,1963,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Jonte Wingren,No data,['Colorado Avenue'],['Reparto'],Sin oscar
Brent Dawes,No data,"['Jungle Beat: The Movie', 'David', 'Miniserie de TV', '9,0']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Claire Borotra,1973,"['Les Chamois', '2017–2018 • 8 episodios', 'Marie DaguerreEloïse Gentil', 'Serie de TV', '6,7']","['Reparto', 'Guion', 'Producción']",Sin oscar
Paul Lazar,No data,[''],"['Reparto', 'Guion']",Más en IMDbPro
Gürsoy Gemec,No data,['Al otro lado'],['Reparto'],Sin oscar
Danny Gilfeather,No data,"['Crash the System', '2022 • 1 episodio', '2018', '2013', '2007']",['Reparto'],Sin oscar
Frances Barber,1958,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Boris Ruiz,No data,[''],"['Reparto', 'Dirección']",Más en IMDbPro
Samuel Carman,No data,"['Cane', '2007 • 13 episodios', 'Michael', 'Mario', '2021']",['Reparto'],Sin oscar
Léo Arguello,No data,"['The Great Traveller', '6,1', 'Jaime Perez', 'Mr. Castaño']",['Reparto'],Sin oscar
Liam O Mochain,1973,"['W.C.', 'Lost & Found', 'The Book That Wrote Itself', 'Fortune']","['Reparto', 'Guion', 'Producción']",Sin Oscar
Steve Ryan,1947,[''],['Reparto'],Sin oscar
Tony Leung Chiu-wai,1962,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
Laurent Mandeix,No data,"['Pas de scandale', ""Reines d'un jour"", 'Fragile(s)', 'Les Cordier, juge et flic', '2004 • 1 episodio']",['Reparto'],Sin oscar
Árpád Kóti,1934,"['Visszaesök', 'Jó utat, autóbusz', 'Tüske a köröm alatt', 'Fejezetek a Rákóczi-szabadságharcból']",['Reparto'],Sin oscar
Marta Etura,1978,[''],"['Reparto', 'Dirección']",Sin Oscar
Philip Pavel,1969,[''],['Reparto'],Sin oscar
Gary Clark Jr.,No data,[''],"['Música', 'Reparto', 'Composición']",Más en IMDbPro
Steve Franks,No data,"['Psych', '2006–2014 • 121 episodios', '1999', 'Producción', 'Película de TV']","['Producción', 'Guion', 'Música']",Sin Oscar
Chris Facey,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Anthony B. McKinley Scruncho,No data,[''],"['Reparto', 'Guion']",Más en IMDbPro
Zulaikha Deen,No data,['Unfinished Sky'],['Reparto'],Sin oscar
Michelle Krusiec,octubre,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Cristián Campos,1956,[''],['Reparto'],Sin Oscar
Lou Martini Jr.,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Nilambur Ayisha,No data,"['Chandrolsavam', 'Rorschach', 'Virus', 'Passenger']",['Reparto'],Más en IMDbPro
P. Lynn Johnson,No data,[''],"['Reparto', 'Equipos adicionales', 'Producción']",Más en IMDbPro
Cecilia Constantino,No data,"['Doña Flor y sus dos maridos', '2019 • 69 episodios', '2007', '1996', '2007']",['Reparto'],Sin oscar
Jarid Faubel,No data,"['Jack Reacher', 'X-Men: Primera generación', 'Red Dead Redemption II', '2018', 'Michael Hays']","['Reparto', 'Equipos adicionales']",Sin oscar
Claude Sarraute,1927,"['Una vieja amante (Une vieille maîtresse)', ""Enquête d'audience"", 'La presse est unanime', '2004', '1990 • 2 episodios']",['Reparto'],Sin oscar
Lee Joon-Gi,1982,[''],['Reparto'],Sin Oscar
Alejandro Urdapilleta,1954,"['Tumberos', '2002 • 7 episodios', '2004', '1998', '2013']","['Reparto', 'Guion']",Sin Oscar
Harold Pinter,1930,[''],"['Guion', 'Reparto', 'Dirección']",Nominado para 2 premios Óscar
Dalton Leeb,No data,[''],"['Reparto', 'Guion']",Más en IMDbPro
Maryam Hassouni,1985,[''],['Reparto'],Sin Oscar
Jimmi Simpson,1975,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Gérard Darmon,1948,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Robert Klein,1942,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 2 premios Primetime Emmy
Franka Potente,1974,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Richard Petrocelli,No data,[''],['Reparto'],Más en IMDbPro
Ryô Katsuji,1986,"['Bôkoku no îjisu', 'Battle Royale 2: Réquiem', 'Todo sobre Lily', 'Gintama 2: Okite wa yaburu tame ni koso aru']",['Reparto'],Sin Oscar
Henry Kelly,1946,[''],['Reparto'],Sin oscar
Bernard Campan,1958,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Yaya DaCosta,1982,[''],"['Reparto', 'Producción']",Sin Oscar
Firmine Richard,1947,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Chivitz,No data,"['(fdp)', '2012 • 1 episodio', '2007', '2013']",['Reparto'],Sin oscar
Pete Antico,No data,[''],"['Dirección', 'Guion', 'Producción']",Más en IMDbPro
Grégoire Auclerc-Galland,No data,"['Coda', 'Le quatrième morceau de la femme coupée en trois', 'Une star internationale']","['Composición', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Baki Davrak,1971,[''],['Reparto'],Sin oscar
Olga Wehrly,No data,[''],['Reparto'],Más en IMDbPro
Jennifer Ulrich,1984,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Lennie James,1965,[''],"['Reparto', 'Guion', 'Producción']",Ganó 1 premio BAFTA
Marie Gillain,1975,[''],"['Reparto', 'Dirección', 'Banda sonora']",Sin Oscar
Álex Cansinos,No data,['Ladrones'],['Reparto'],Sin oscar
A.J. Wright,No data,"['P.O.E.', 'The Bad Kids']","['Reparto', 'Banda sonora']",Sin oscar
Shunsuke Kiyokiba,No data,['Tengoku wa matte kureru'],['Reparto'],Sin oscar
Mireia Ros,1956,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Desiree Zurowski,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Françoise Meunier,No data,"[""L'homme qui marche"", 'Sédition populaire', 'Corto', '3,4']",['Reparto'],Sin oscar
Ashley Springer,No data,[''],"['Reparto', 'Producción', 'Casting']",Más en IMDbPro
Casey Biggs,1955,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Tom Conti,1941,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Óscar
Richard Chamberlain,1934,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 4 premios Primetime Emmy
Lucía Pihen,No data,"['Por sus propios ojos', 'Historias Breves 3', 'Historias Breves 3', 'Sandra']",['Reparto'],Sin oscar
Nicholas Art,1999,[''],['Reparto'],Sin Oscar
Larisa Luzhina,1939,[''],['Reparto'],Sin Oscar
John C. Reilly,1965,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Óscar
Frank Harper,1962,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Nancy Giles,1960,[''],"['Reparto', 'Guion']",Sin Oscar
Maggie Smith,1934,[''],"['Reparto', 'Banda sonora']",Ganó 2 premios Óscar
Hannah Leigh,1996,[''],"['Reparto', 'Guion']",Sin Oscar
Marie-Josée Croze,1970,[''],['Reparto'],Sin Oscar
Daniel Auteuil,1950,[''],"['Reparto', 'Dirección', 'Guion']",Ganó 1 premio BAFTA
Gemmenne de la Peña,1992,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Martin Stringer,No data,['Pozos de ambición'],['Reparto'],Sin oscar
Damjan Kecojevic,1977,"['La única salida', 'Ubice mog oca', '2020–2023 • 8 episodios', 'Inspektor', 'Serie de TV']",['Reparto'],Sin oscar
Fiona Reid,1951,[''],['Reparto'],Sin Oscar
Zohra Sehgal,No data,No data,No data,Sin oscar
Andrzej Szopa,1952,[''],['Reparto'],Sin oscar
Paul Wendell,No data,"['Bedlam Street', 'Deadwood Park', 'Rhineland', 'Ratline']","['Reparto', 'Producción', 'Dirección']",Sin oscar
Scott Caan,1976,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Joe Cortese,1948,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Gisèle Casadesus,1914,[''],['Reparto'],Sin oscar
James Marsters,1962,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Ian Hopps,No data,"['El rey de California', 'Eleven', 'The Break-Up Message', 'Feystrom']",['Reparto'],Sin oscar
Rosemarie DeWitt,1971,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Tony Yo-ning Yang,1982,[''],['Reparto'],Sin Oscar
Griffin Dunne,1955,[''],"['Reparto', 'Dirección', 'Producción']",Nominado para 1 premio Óscar
John Travers,1989,[''],['Reparto'],Sin Oscar
Erick Carrillo,No data,[''],"['Reparto', 'Producción', 'Edición']",Más en IMDbPro
Cuca Escribano,1973,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Javier Albalá,1969,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Yuriy Stepanov,1967,"['A poutru oni prosnulis', 'Gruz 200', 'Zhmurki', 'Progulka']",['Reparto'],Sin oscar
Sebastian Urzendowsky,1985,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Jessica Stier,No data,[''],['Reparto'],Más en IMDbPro
Dennis Hayden,1952,"['Jungla de cristal', 'La montaña embrujada', '48 horas más', 'Un hombre en armas']","['Reparto', 'Producción', 'Guion']",Sin oscar
Mads Koudal,1977,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Ross McMillan,No data,[''],"['Reparto', 'Cámara y electricidad']",Sin Oscar
G.R. Johnson,No data,"['Sharkman', '2005', '2009', '2007', '2004']",['Reparto'],Sin oscar
Betsy Palmer,1926,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Ian Alsup,No data,"['August the First', 'Ley y orden', '2001 • 1 episodio', 'Waiter #2']",['Reparto'],Sin oscar
Luz Cipriota,1985,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Montse Germán,1969,[''],['Reparto'],Sin Oscar
Derek McGrath,1951,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Matt Dubuque,No data,['Home of the Giants'],['Reparto'],Sin oscar
Anne Reid,1935,[''],"['Reparto', 'Banda sonora']",Nominado a 2 premios BAFTA
America Ferrera,1984,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Primetime Emmy
Nurie Slamdien,No data,['Confessions of a Gambler'],['Reparto'],Sin oscar
Elio Germano,1980,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Ishai Golan,1973,[''],"['Reparto', 'Dirección']",Sin Oscar
Yoshihiro Kasuya,No data,"['Shin Ultraman', 'Big Man Japan', 'Tsubaki Sanjûrô', 'Kasôken no onna', '2022 • 1 episodio']",['Reparto'],Sin oscar
Kestutis Stasys Jakstas,1965,"['Redirected', 'Zero 2', 'Rigas sargi', 'Zero 3']",['Reparto'],Sin Oscar
Sándor Badár,1964,"['Kontroll', 'Im Juli', 'Gengszterfilm', 'Dallas Pashamende']","['Reparto', 'Dirección', 'Edición']",Sin oscar
Martin Jobert,1995,"['Chez Gino', 'Collection Fred Vargas', '2008 • 1 episodio', 'Célestin Panaud dit Tintin à 12 ans', 'Vincent']",['Reparto'],Sin oscar
John Bach,1946,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Maarja Jakobson,1977,"['Sügisball', 'Nukumaja', '2017 • 12 episodios', '1999']",['Reparto'],Sin Oscar
Peter Gardiner,1968,"['Top Dog', '2020–2023 • 10 episodios', '2012', '1995', '2018']",['Reparto'],Sin oscar
Francesca Benedetti,1935,"['Lucrezia Borgia', 'Daniele e Maria', '5,6', '6,3']",['Reparto'],Sin oscar
Tubarão,No data,['Dama Inerte'],['Reparto'],Sin oscar
Donna D'Errico,1968,[''],"['Reparto', 'Dirección', 'Producción']",Sin oscar
Emmanuelle Béart,1963,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Jacob Stringer,No data,['Pozos de ambición'],['Reparto'],Sin oscar
Predrag 'Miki' Manojlovic,1950,[''],"['Reparto', 'Dirección', 'Guion y continuidad']",Sin Oscar
Sohail Khan,1969,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Frank T. Wells,No data,"['En la habitación', 'Amistad', 'Black Irish', 'Próxima parada Wonderland']",['Reparto'],Sin oscar
Charles-Edouard Renault,No data,"['2 días en París', 'Persépolis', 'La delicadeza', 'The assassin']","['Equipos adicionales', 'Producción', 'Reparto']",Sin oscar
Alex Walters,No data,"['60 segundos', 'Yonggary', 'Matrimonio con hijos', '1990–1991 • 2 episodios']",['Reparto'],Sin oscar
Michelle Wade,No data,"['Pachinko', '2022 • 8 episodios', '2018', '2021', '2017']","['Dirección de casting', 'Casting', 'Equipos adicionales']",Sin Oscar
Sarah Constible,1976,[''],"['Reparto', 'Guion', 'Equipos adicionales']",Sin oscar
Raoul Bhaneja,1974,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Waris Ahluwalia,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Gregory Wong,1978,"['Iceman', 'Chi Ming yi Chun Kiu', 'Jing wu feng yun: Chen Zhen', 'Yat yuk yat sai gai: Go dang fut siu mau gam yat gei']",['Reparto'],Sin oscar
Sam Cotton,No data,[''],"['Reparto', 'Guion', 'Dirección']",Más en IMDbPro
Jacky Heung,No data,[''],['Reparto'],Más en IMDbPro
Michelle Du,1978,[''],['Reparto'],Sin Oscar
David Bendito,No data,['Payà 100 Anys Donant La Llanda'],['Producción'],Sin oscar
Alessandro Preziosi,1973,[''],"['Reparto', 'Dirección']",Sin Oscar
Marina Orsini,1967,[''],['Reparto'],Sin Oscar
Lisa Ann Walter,agosto,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Leona Igoe,1989,[''],"['Reparto', 'Casting']",Sin oscar
Adam Rodriguez,abril,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Jan Malmsjö,1932,[''],"['Reparto', 'Banda sonora']",Sin oscar
Ashley Argota Torres,1993,[''],"['Reparto', 'Música', 'Banda sonora']",Sin oscar
Eryn Lee,1982,"['Come Together', 'Millennium', '1998 • 1 episodio', '1996', '1994']",['Reparto'],Sin Oscar
Hiroshi Toda,No data,"['Seventh Cat', 'Dirección', '2010']","['Dirección', 'Producción', 'Edición']",Sin Oscar
Poonam Gibson,No data,"['Kya Love Story Hai', 'Manorama: Six Feet Under', 'Powder', '2010 • 1 episodio', 'Casting']","['Casting', 'Reparto']",Sin oscar
Leon Lai,1966,[''],"['Reparto', 'Dirección', 'Música']",Sin Oscar
Edmilson Barros,No data,"['Decamerão, a Comédia do Sexo', '2009 • 4 episodios', 'Aníbal', 'Doido Discípulo', 'Equipos adicionales(Soraya Queimada)']","['Reparto', 'Equipos adicionales']",Sin Oscar
Chris Messersmith,1947,"['Broke Sky', 'Goodnight, Charlene', 'Blood on the Brazos', '91 Days', '2016–2017 • 8 episodios']",['Reparto'],Sin oscar
Dov Berkovitz,No data,['Tehilim'],['Reparto'],Sin oscar
Hans Dacosta Saint-Val,No data,"['Mange, ceci est mon corps']",['Reparto'],Sin oscar
Mélanie Laurent,1983,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Kenny Knight,1987,[''],"['Reparto', 'Especialistas', 'Guion']",Sin oscar
Adam Brody,1979,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
David Dencik,1974,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Linda Axelrod,No data,"['Bamboo Shark', 'The Unknown Trilogy', 'Breath']",['Reparto'],Sin oscar
Telal Saeed,No data,['Un corazón invencible'],['Reparto'],Sin oscar
Hirotarô Honda,1951,"['Kamen Raidâ × Sûpâ Sentai × Uchû Keiji: Supâ Hîrô Taisen Z', 'Himeyuri no Tô', 'Gekijôban Kamen Raidâ Kabuto: God Speed Love', 'Kamen raidâ Kabuto', '2006–2007 • 24 episodios']",['Reparto'],Sin oscar
Lilith Mucha,No data,['Nadzieja'],['Reparto'],Sin oscar
Stana Katic,1978,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Jesse Aaron Dwyre,No data,[''],"['Reparto', 'Guion']",Más en IMDbPro
Vinessa Shaw,1976,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Sam Karmann,1953,"['Omnibus', '1992', '2007', '1999', 'Dirección']","['Reparto', 'Dirección', 'Guion']",Ganó 1 premio Óscar
Nicholas Elia,No data,No data,No data,Sin oscar
Kenneth Mitchell,1974,[''],['Reparto'],Sin oscar
Ivan Sabetti,No data,['Il pugile e la ballerina'],['Reparto'],Sin oscar
Robert Downey Jr.,1965,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 2 premios Óscar
Paul Fontana,No data,"['Puño mortal', 'Dallas', '1990 • 6 episodios']","['Sonido', 'Composición']",Sin oscar
Rebecca Spence,1976,[''],"['Reparto', 'Guion']",Sin Oscar
Jared Harris,agosto,[''],"['Reparto', 'Dirección', 'Equipos adicionales']",Nominado para 2 premios Primetime Emmy
Alec Newman,1974,[''],"['Reparto', 'Guion', 'Equipos adicionales']",Sin Oscar
Don Hany,1975,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Anne Consigny,1963,[''],"['Reparto', 'Dirección', 'Dirección de fotografía y cámara']",Sin Oscar
Steve Ben Brown,No data,[''],['Reparto'],Más en IMDbPro
Aleksey Vertkov,1982,"['Palata N°6', 'Voskresenye', 'Belyy tigr', 'Khitrovka. Znak chetyryokh']",['Reparto'],Sin Oscar
Alba Rohrwacher,1979,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Ashley Chase,1984,[''],['Reparto'],Sin oscar
Jacob Makgoba,No data,"['Safari sangriento', 'Shark Attack', '1999', '2005', '2004']",['Reparto'],Sin oscar
Johanna af Schultén,1965,[''],['Reparto'],Sin Oscar
Josh Holloway,1969,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Athayde Arcoverde,No data,"['Dos súper dos', 'Mandacaru', '1997–1998 • 259 episodios', '1985', '1988']",['Reparto'],Sin oscar
Georgina Chapman,1976,[''],"['Reparto', 'Dirección']",Sin oscar
