0,1,2,3,4
Alex Reid,No data,[''],['Reparto'],Más en IMDbPro
Kassianni Austin,No data,"['Get Off Dog', 'The Last New Year', 'Madre acosada', 'Jackhammer']","['Reparto', 'Guion', 'Dirección']",Sin oscar
Jason Behr,No data,No data,No data,Sin oscar
Maria d'Aires,1969,"['A Outra Margem', 'Amor Impossível', 'One Foot in the Grave', '1993 • 1 episodio', '2013']","['Reparto', 'Equipos adicionales']",Sin Oscar
Scarlett Johansson,1984,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 2 premios Óscar
Macon Blair,1974,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Hilal Cansu Sahin,No data,['Anka Kusu'],['Reparto'],Sin oscar
Valarie Pettiford,1960,[''],"['Reparto', 'Equipos adicionales', 'Producción']",Sin Oscar
Cem Özer,1959,"[""Adem'in Trenleri"", 'Sicak', 'Düzen', 'Mahallede Senlik Var / Sokak Sarkicilari']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Producción']",Sin Oscar
Dylan Taylor,1981,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Kenneth Uhle,No data,['Madonnen'],['Reparto'],Sin oscar
Noof Ousellam,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Christel Baras,No data,"['Retrato de una mujer en llamas', 'Titane', 'Tomboy', 'Los hermanos Sisters']","['Dirección de casting', 'Casting', 'Reparto']",Más en IMDbPro
Mion Mukaichi,1998,"[""Crow's Blood"", '2016 • 6 episodios', '2007', '2015', 'Jisedai']",['Reparto'],Sin oscar
Elcim Eroglu,No data,['Al otro lado'],['Reparto'],Sin oscar
Konrad Podolny,No data,"['Piano, solo']",['Reparto'],Sin oscar
Octavia Spencer,1970,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Óscar
Toomas Kirss,1958,"['Salmonid. 25 aastat hiljem', 'Pilvede all. Neljas õde', 'Üheotsapilet', '2015 • 1 episodio', '2007']","['Producción', 'Dirección', 'Reparto']",Sin oscar
Hubbel Palmer,febrero,[''],"['Guion', 'Reparto', 'Equipos adicionales']",Sin Oscar
Eliza Pryor Nagel,No data,[''],['Reparto'],Más en IMDbPro
Weronika Karwowska,No data,No data,No data,Sin oscar
Grace Park,1974,[''],['Reparto'],Sin Oscar
Bunny Levine,1928,[''],['Reparto'],Sin Oscar
Thérèse Brunnander,1963,"['De drabbade', '2003 • 11 episodios', '2000', '2007', '2000']",['Reparto'],Sin oscar
Chrissy Mazzeo,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Anne Parillaud,1960,[''],"['Reparto', 'Dirección', 'Banda sonora']",Sin Oscar
Jogi Mallang,No data,[''],"['Dirección de casting', 'Reparto', 'Casting']",Más en IMDbPro
Danny Trejo,1944,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Abigail Molina,No data,"[""Sister's Keeper""]",['Reparto'],Sin oscar
Dana Ivgy,1982,[''],"['Reparto', 'Dirección', 'Composición']",Sin Oscar
Ioan Karamfilov,No data,[''],['Reparto'],Más en IMDbPro
Ciro Miró,1977,[''],['Reparto'],Sin oscar
Clovis Cornillac,1967,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Kurume Arisaka,No data,"['Pulse (Kairo)', 'Arakawa Under the Bridge', '2011 • 10 episodios', '2003 • 9 episodios', '2001 • 11 episodios']",['Reparto'],Sin oscar
Rodel Velayo,No data,"[""Basta't kasama kita"", '2002', '2001', '2002', '1999']",['Reparto'],Sin oscar
Ferris MC,1973,[''],['Reparto'],Sin oscar
Yitzchok Adlerstein,No data,"['Invencible', 'Living Luminaries: On the Serious Business of Happiness', 'Oh My God', 'Misterios de la historia', '2003 • 1 episodio']",['Equipos adicionales'],Sin oscar
Jordi Sánchez,1964,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Stefania Rivi,1982,"['Amigos de Jesús: José de Nazaret', '2000', '1999', 'Dolina']",['Reparto'],Sin oscar
Coco Martin,1981,[''],"['Reparto', 'Dirección', 'Equipos adicionales']",Sin Oscar
Marleen Scholten,1978,"['Overspel', '2011 • 12 episodios', 'Laura Crowe', 'Serie de TV', '6,6']",['Reparto'],Sin oscar
Naama Nisim,No data,['Meduzot'],['Reparto'],Sin oscar
Christine Taylor,1971,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Aaron Pierce,1997,"['Hospital General', '2009–2010 • 92 episodios', 'CliffCliff Weston(as Aaron Revfem)', 'Serie de TV', '7,2']",['Reparto'],Sin Oscar
Jeannye Hencke,No data,['Exodus 20:13'],['Reparto'],Sin oscar
Alfonso Tort,1978,[''],['Reparto'],Sin Oscar
Rutina Wesley,1978,[''],"['Reparto', 'Producción']",Sin Oscar
Taylor Momsen,1993,[''],"['Reparto', 'Dirección', 'Composición']",Sin Oscar
Mushtaq Khan,1969,[''],"['Reparto', 'Sonido']",Sin Oscar
William Boyer,No data,[''],"['Reparto', 'Edición', 'Producción']",Más en IMDbPro
John Oppenheimer,No data,['Freezer Burn'],['Reparto'],Sin oscar
Joren Seldeslachts,1986,[''],['Reparto'],Sin Oscar
Christopher Atkins,1961,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Mariama Djité,No data,"['Breakout', 'Clash', 'Alles bleibt anders', '2006']","['Reparto', 'Guion']",Sin oscar
Lee Hee-joon,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Susan Lyons,1957,"['The Roly Poly Man', 'Farscape', '2001 • 1 episodio', '1995', 'Jean Gregory']","['Reparto', 'Guion']",Sin oscar
André Ramiro,1981,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Amber Valletta,1974,[''],"['Reparto', 'Producción']",Sin oscar
Tina Kellegher,1967,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Kevin Loring,1974,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Shaban Arifi,No data,[''],['Reparto'],Más en IMDbPro
Dogu Alpan,1987,"['Barda', 'Kurt Seyit ve Sura', '2014 • 8 episodios', '2012', '2009']",['Reparto'],Sin oscar
Barry Morse,1918,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Flavio Bucci,1947,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Jason DiLorenzo,No data,[''],['Reparto'],Más en IMDbPro
Fabrizio Raggi,No data,"['In nomine Satan', ""Se sarà luce sarà bellissimo - Moro: Un'altra storia"", 'Gli arcangeli', 'Don Matteo', '2008 • 1 episodio']",['Reparto'],Sin oscar
Jay Tavare,No data,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Más en IMDbPro
Alfonso Freeman,1959,[''],"['Reparto', 'Equipos adicionales', 'Edición']",Sin Oscar
Anastasia Sakelaris,1971,[''],['Reparto'],Sin oscar
Mao Inoue,1987,"['Hana yori dango', '2005 • 9 episodios', '2011', 'Tsuruhime (Child)', 'Mayu Taneda']",['Reparto'],Sin Oscar
Ramon Pujol,1981,[''],['Reparto'],Sin oscar
Nathan Fillion,1971,[''],"['Reparto', 'Producción', 'Efectos visuales']",Sin Oscar
Joel McKinnon Miller,1960,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Tom Tate,1979,[''],"['Reparto', 'Guion', 'Edición']",Sin Oscar
Jacqueline Tong,1951,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Rachel Elizabeth Ames,No data,[''],"['Reparto', 'Producción']",Sin Oscar
Sanjay,1959,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
Nirut Sirichanya,No data,[''],['Reparto'],Más en IMDbPro
Efim Shifrin,1956,[''],['Reparto'],Sin oscar
Kevin Mukherji,1962,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Lizzy Caplan,1982,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 2 premios Primetime Emmy
Allen Payne,1968,[''],['Reparto'],Sin Oscar
Bob Balaban,1945,[''],"['Reparto', 'Dirección', 'Producción']",Nominado para 1 premio Óscar
Sheridan Mahon,No data,['Strength and Honour'],['Reparto'],Sin oscar
Ellen Jelinek,No data,[''],['Reparto'],Sin oscar
Lakshmi Krishnamurthy,2018,[''],['Reparto'],Sin oscar
Gweltaz Morvan,No data,"['1, 2, 3, Whiteout']",['Reparto'],Sin oscar
Eamonn Roche,1968,"['La máscara', 'Days of Our Lives', '1998–2001 • 5 episodios', 'Howard AuckerHoward Aucker Imposter', 'Alan Miller']",['Reparto'],Sin oscar
Priyamani,1984,[''],['Reparto'],Sin Oscar
Dana Nalbaru,No data,"['Dupa ea', 'Filmlovers', '2012']",['Reparto'],Sin oscar
Dejan Cukic,1966,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
John Hannah,1962,[''],"['Reparto', 'Producción']",Nominado a 1 premio BAFTA
Ashleigh Snyder,No data,['Still Green'],['Reparto'],Sin Oscar
Jamie Milward,No data,"['Freezer Burn', 'The Subway']",['Reparto'],Sin oscar
C.T. Fletcher,1959,[''],['Reparto'],Sin oscar
Beau Gallacher,No data,['Tau ya Soweto'],['Reparto'],Sin oscar
Ezequiel Tronconi,1979,"['Forasteras Y Elefantes', '7,0', '4,9', '8,3']","['Reparto', 'Guion', 'Dirección']",Sin Oscar
AiAi Delas Alas,1964,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Bob Jeurgens,No data,"['Running Funny', 'Fades with Age']",['Reparto'],Sin oscar
Shaun Johnston,1958,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
R.O. Glasgow,No data,"['A Winter Tale', 'The Silo', '7,6', 'The Rest of My Life', '2010']","['Reparto', 'Guion']",Sin oscar
Michelle Yeoh,1962,[''],"['Reparto', 'Producción', 'Guion']",Ganó 1 premio Óscar
Lui Mendes,1971,"['Sex Appeal', '1993 • 17 episodios', 'Jefferson Noronha', 'Tubarao', 'Serie de TV']",['Reparto'],Sin oscar
Simone Corrente,1975,"['Distretto di polizia', '2000–2010 • 184 episodios', 'Pirata', 'Serie de TV', '6,3']",['Reparto'],Sin oscar
Jacobo Klassen,No data,['Luz silenciosa'],['Reparto'],Sin oscar
Sabrina Korn,No data,"['El hombre robado', 'El lado de los oponentes', 'Un día']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Edición']",Sin oscar
Nathaniel Arcand,1971,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Taber Schroeder,No data,"['Man in the Chair', 'Protección en la sombra', 'Un trabajo sucio', '1995', 'Hank']","['Reparto', 'Cámara y electricidad']",Sin Oscar
Erin Chambers,septiembre,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin oscar
Noel Fisher,1984,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Daniel Antonsson,No data,"['Dark Tranquillity: Where Death Is Most Alive', '2009', '2009']",No data,Sin oscar
Amos Lavi,1935,[''],"['Reparto', 'Arte', 'Cámara y electricidad']",Sin Oscar
Cengiz Daner,1959,"['Venganza: Conexión Estambul', 'Al otro lado', 'Kurtlar Vadisi', '2003–2005 • 66 episodios', 'Reparto']",['Reparto'],Sin oscar
Apara Mehta,1960,[''],['Reparto'],Sin Oscar
Kulappulli Leela,No data,[''],"['Reparto', 'Música']",Más en IMDbPro
Michael Nyqvist,1960,[''],"['Reparto', 'Producción']",Sin Oscar
Sarah Farooqui,No data,[''],"['Reparto', 'Especialistas']",Más en IMDbPro
Henrik Rafaelsen,1973,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Asia Argento,1975,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Rózsika Varga,No data,['Iszka utazása'],['Reparto'],Sin Oscar
Caroline Néron,1973,[''],['Reparto'],Sin Oscar
Frank Hildebrandt,No data,"['En el lugar del crimen', '1997 • 1 episodio', 'Postmaster(as Frank Hildebrand)', 'Serie de TV', '6,4']",['Reparto'],Sin oscar
Martijn Nieuwerf,1966,"['Flikken Maastricht', '2014–2018 • 40 episodios', '1995', 'Maarten', 'Serie de TV']","['Reparto', 'Guion']",Sin oscar
Kim Rossi Stuart,1969,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Marcus Giamatti,1961,[''],['Reparto'],Sin oscar
Beth Whitney,No data,[''],['Reparto'],Más en IMDbPro
Kent Clifton-Bligh,No data,"['El territorio de la bestia', 'Ned Kelly (Comienza la leyenda)', 'Donde viven los monstruos', 'Ocean Girl', '1995–1996 • 26 episodios']","['Especialistas', 'Equipos adicionales', 'Reparto']",Sin oscar
John Comerford,No data,"['Hallam Foe', 'Red Road', 'Young Adam', 'Ratcatcher']",['Reparto'],Sin oscar
Kristin Scott Thomas,1960,[''],"['Reparto', 'Dirección', 'Guion']",Nominado para 1 premio Óscar
Jonathan Rhys Meyers,1977,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Joe Fontana,No data,[''],"['Producción', 'Guion', 'Dirección']",Más en IMDbPro
Ana Carabajal,No data,"['Por sus propios ojos', 'Lengua materna']",['Reparto'],Sin Oscar
Stephanie Bentley,1981,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Indrajith Sukumaran,1979,[''],"['Reparto', 'Música', 'Banda sonora']",Sin Oscar
Shaun Dingwall,1972,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin oscar
Steve John Shepherd,1973,[''],"['Reparto', 'Guion', 'Composición']",Sin Oscar
José Eduardo,1974,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Denny Dillon,mayo,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Louis Gossett Jr.,1936,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Óscar
Sándor Csikós,1941,"['A hullamosó szerelme', 'Papi', 'Laci(as Csikos Sándor)', 'Lilla 1 Apja (father)']",['Reparto'],Sin oscar
Olivia Thirlby,1986,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Gidget Gein,1969,"['Días extraños', 'Buddy Boy', 'Terror en la red', 'In a Spiral State']","['Reparto', 'Composición', 'Arte']",Sin oscar
Ronnie Farer,1951,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Nikol Leidman,No data,[''],['Reparto'],Sin oscar
Liliana Gonzalez,No data,"['Victorinos', '2009 • 2 episodios', 'Vicky Parra', ""Marco Aurelio's Wife(as Liliana Alvarez Gonzalez)"", 'Serie de TV']",['Reparto'],Sin oscar
Franziska Ponitz,1952,"['Gut zu Vögeln', 'LasVegas', '6,3', '6,4']",['Reparto'],Sin oscar
Colin Ford,septiembre,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Nicole LeVoy,No data,"['Cool Girl', '2004', '2007']",['Reparto'],Sin oscar
Vladimir Borges,No data,['Schooled'],['Reparto'],Sin oscar
Elliot Avery,No data,['And When Did You Last See Your Father?'],['Reparto'],Sin oscar
Gary Pillai,1968,"['Juego de tronos', '2015 • 1 episodio', '2008', 'DC MaClean', 'Serie de TV']","['Reparto', 'Producción', 'Equipos adicionales']",Sin oscar
Roy Thinnes,1938,[''],['Reparto'],Sin Oscar
Amber Heard,1986,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Lanny Joon,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Ralph Brown,1957,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Riko Eklundh,1965,"['Comet in Moominland', 'Los Mumins', '1990–1991 • 32 episodios', '2009', 'Alex']",['Reparto'],Sin oscar
Paul Michael,1943,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 1 premio Primetime Emmy
Ilker Ayrik,1979,[''],"['Reparto', 'Dirección', 'Música']",Sin Oscar
María Isabel Díaz Lago,1964,[''],['Reparto'],Sin Oscar
Élodie Navarre,1979,"['Quiéreme si te atreves', 'El imperio de los lobos', 'Danse avec lui', 'Sólo te tengo a ti']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Mario,1986,[''],"['Music Artist', 'Reparto', 'Composición']",Sin Oscar
Sadaha Sivam,1977,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Música']",Sin Oscar
Bill Pullman,1953,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Darío Grandinetti,1959,[''],['Reparto'],Sin Oscar
Robert Lalonde,1947,"[""C'est le coeur qui meurt en dernier"", 'Un homme mort', '2006', 'Christophe Clément', 'The Baron']","['Reparto', 'Guion']",Sin oscar
Alice Braga,1983,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Silvia Marsó,1964,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Nazif Muarremi,No data,['Blodsbånd'],['Reparto'],Sin oscar
Carmine Famiglietti,1973,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Boyd Gaines,1953,[''],"['Reparto', 'Banda sonora']",Sin oscar
Cheryl Hines,1965,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 2 premios Primetime Emmy
Tran Trung Linh,No data,"['Bay rong', 'Bui doi Cho Lon', 'Tèo em', 'Dòng máu anh hùng']","['Arte', 'Cámara y electricidad', 'Diseño de producción']",Sin oscar
Danielle Panabaker,1987,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Pia Kjærsgaard,1947,"['Kampen om indvandringen', 'X05: Krydsild', 'Søndagsmagasinet', '2005 • 1 episodio', 'Self']",No data,Sin oscar
Tommy Wirkola,1979,[''],"['Guion', 'Dirección', 'Producción']",Sin Oscar
Harvey Keitel,1939,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Óscar
DJ Durano,No data,[''],['Reparto'],Más en IMDbPro
Eugene Osment,1959,[''],"['Reparto', 'Producción']",Sin oscar
Cayden Boyd,1994,[''],['Reparto'],Sin Oscar
Tonantzin Carmelo,julio,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Richard Strange,1951,[''],"['Reparto', 'Música']",Sin Oscar
Ateesh Randev,No data,"['Sambar Salsa', 'Born to Be King', 'Indiawali Diwali', 'JUKEBOX LIVE']",['Reparto'],Sin oscar
Catherine Hickland,1956,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Pat Deery,No data,"['Tenías que ser tú', 'Puffball', 'Atrophy', '2012', '2016']",['Reparto'],Más en IMDbPro
Yeong-jin Jo,1962,[''],['Reparto'],Sin oscar
Carlo Ferrante,No data,"['Vampires', ""L'état de Grace"", '2006 • 3 episodios', '2005', '2004']",['Reparto'],Sin Oscar
Andrew Howard,1969,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Evin Ahmad,1990,[''],['Reparto'],Sin Oscar
Michael Spears,1977,[''],"['Reparto', 'Vestuario', 'Música']",Sin Oscar
Gugun Deep Singh,marzo,[''],"['Reparto', 'Producción', 'Equipo ejecutivo']",Sin Oscar
Misa Uehara,1937,[''],['Reparto'],Sin oscar
George Costigan,1947,[''],"['Reparto', 'Guion']",Sin oscar
Charles Fricks,1972,"['Tropa de élite 2', 'Quase Memória', 'Lacuna', 'O Sistema', '2007 • 1 episodio']","['Reparto', 'Guion']",Sin oscar
Caroline Maillet,No data,['Anna M. (Obsesionada)'],['Reparto'],Sin oscar
Dana Lee,No data,[''],"['Reparto', 'Equipos adicionales', 'Guion']",Más en IMDbPro
Old-Nick,No data,[''],"['Reparto', 'Composición', 'Banda sonora']",Más en IMDbPro
Paul Goldblatt,No data,[''],"['Maquillaje', 'Reparto', 'Efectos especiales']",Sin oscar
Randall Batinkoff,1968,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Mary González,1920,[''],['Reparto'],Sin oscar
Olga Grumberg,No data,"['Arcadia', 'Simon Werner a disparu...', 'Mademoiselle', 'La débandade']",['Reparto'],Sin oscar
Fumiyo Kohinata,1954,[''],['Reparto'],Sin Oscar
Corinna Harfouch,1954,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Virginia Méndez,No data,"['El baño del Papa', 'Tierra de lobos', '2011 • 1 episodio', '2022', '2015']",['Reparto'],Sin Oscar
John Lavelle,1981,[''],"['Reparto', 'Guion']",Sin oscar
Marlene Lawston,1998,[''],['Reparto'],Sin oscar
Takaaki Enoki,1956,"['Kagetora, el guerrero', 'Urutoraman Ôbu Za Orijin Sâga', '2016–2017 • 12 episodios', 'Azai NagamasaNagamasa Azai', 'Duke Fumimaro Konoye']",['Reparto'],Sin oscar
Marilia Angeline,noviembre,"['New York Love Story', 'Coming of Age Films', 'The Shorts Show', '2012 • 1 episodio']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Kalle Ekdahl,No data,['Kid Svensk'],['Reparto'],Sin oscar
Hafsia Herzi,1987,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Miodrag Fisekovic,1979,"['Sol negro', '2017–2020 • 13 episodios', '2002', 'Kokan tajcic', 'Hibrid']",['Reparto'],Sin oscar
Nina Wadia,1968,[''],"['Reparto', 'Equipos adicionales', 'Guion']",Sin Oscar
Michael B. Jordan,1987,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 1 premio Primetime Emmy
A.J. Buckley,1977,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Nina Hoss,1975,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Romola Garai,1982,[''],"['Reparto', 'Dirección', 'Guion']",Nominado a 1 premio BAFTA
Alexia Stresi,1971,"['Total Western', 'Deep in the woods (En lo profundo del bosque)', 'Sans plomb', 'La petite apocalypse']","['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Ken Rosier,No data,"['Ejecutivo agresivo', 'El abogado', '2001 • 1 episodio', '2013', '2007']",['Reparto'],Sin oscar
Darin Cooper,abril,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Jessalyn Gilsig,1971,[''],"['Reparto', 'Producción', 'Arte']",Sin Oscar
Warren Jacquin,1990,[''],['Reparto'],Sin oscar
Carlos Issa,No data,"['Animal', 'Vagón fumador', 'Epitafios', '2009 • 1 episodio', '2012']",['Reparto'],Sin oscar
Aurelio Texier,No data,"['En la ciudad de Sylvia', 'Louis XI, le pouvoir fracassé', '2011', 'Secrétaire(as Aurelio Bellois)']",['Reparto'],Sin oscar
Henry Diaz,1969,[''],No data,Sin oscar
Harry Connick Jr.,1967,[''],"['Reparto', 'Música', 'Producción']",Ganó 2 premios Primetime Emmy
Luis Antonio Aponte,No data,[''],['Reparto'],Más en IMDbPro
Tseng Chang,1930,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Dirección']",Sin Oscar
Zakir Hussain,No data,[''],['Reparto'],Más en IMDbPro
Wagner Moura,1976,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Columbus Short,1982,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Johnny Williams,No data,[''],"['Reparto', 'Guion', 'Producción']",Más en IMDbPro
Rachel McAdams,1978,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Óscar
Rubén González Garza,1929,[''],"['Reparto', 'Diseño de vestuario']",Sin oscar
Bob Gunton,1945,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Will Smith,1968,[''],"['Producción', 'Reparto', 'Guion']",Ganó 1 premio Óscar
Anthony Drazan,1955,"['Zebrahead', 'Hurlyburly', 'E.D.N.Y.', '2003', 'Dirección(segment The Detective)']","['Dirección', 'Guion', 'Producción']",Sin Oscar
Gábor Máté,No data,"['The Wisdom of Trauma', 'Guerra contra las drogas', 'The Invisible Class', 'Vine of the Soul: Encounters with Ayahuasca']",No data,Sin oscar
Emmanuelle Seigner,1966,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Kim Morgan Greene,1958,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Miguel Ferreira,1980,[''],['Reparto'],Sin Oscar
Agata Buzek,1976,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
Frank Deal,octubre,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Mohamed Fellag,1950,[''],"['Reparto', 'Guion']",Sin Oscar
Kathrine Fagerland,1976,"['Varg Veum - Flores amargas', 'Varg Veum', '2007–2008 • 4 episodios', 'Anna Keilhau', 'Astrid']",['Reparto'],Sin oscar
Marcelo Parmet,No data,['Vacas gordas'],['Reparto'],Sin oscar
Faramarz Gharibian,1941,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Abelkader Djeloulli,No data,['Cuscús'],['Reparto'],Sin oscar
Ragip Savas,1966,[''],"['Reparto', 'Música', 'Banda sonora']",Sin oscar
Aishwarya Rai Bachchan,1973,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Jacqueline Bracamontes,1979,[''],['Reparto'],Sin Oscar
Jon Lovitz,1957,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 2 premios Primetime Emmy
Peter Cunningham,No data,[''],"['Reparto', 'Especialistas', 'Equipos adicionales']",Más en IMDbPro
Graciela Stefani,1960,"['Floricienta', '2004–2005 • 224 episodios', ""María Laura 'Malala' Torres Oviedo viuda de Santillán"", 'Serie de TV', '7,9']",['Reparto'],Sin oscar
Francesco Pannofino,1958,"['Boris', '2007–2022 • 49 episodios', 'Claudio Bulla', 'Serie de TV', '5,5']","['Reparto', 'Equipos adicionales', 'Dirección']",Sin Oscar
Kim Gordon,1953,[''],"['Reparto', 'Composición', 'Dirección']",Sin oscar
Axel Moustache,1981,[''],['Reparto'],Sin Oscar
Luis Altamirano,No data,['Sultanes'],['Reparto'],Sin oscar
Sam Neill,1947,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 2 premios Primetime Emmy
John Aylward,1946,[''],"['Reparto', 'Cámara y electricidad', 'Guion']",Sin oscar
Emily Liu,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Yukako Meguro,No data,"['Memory of September', '4,2', '6,2']",['Reparto'],Sin oscar
Nashla Bogaert,1986,"['Código Paz', 'La Gunguna', 'Reinbou', '¿Quién manda?']","['Reparto', 'Producción', 'Dirección']",Sin Oscar
Leo Fong,1928,"['Runaway Killer', 'Joe Wong', 'Producción', 'Vídeo']","['Reparto', 'Guion', 'Producción']",Sin oscar
Stress,1978,"['Verso', 'Redemption', 'Breakout', 'Der Club', '2019–2022 • 2 episodios']",['Reparto'],Sin oscar
Jakob Gillmann,1989,"['Alerta 112', '2008 • 3 episodios', '2008', '2007', '2009']",['Reparto'],Sin oscar
William Katt,1951,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Kym Jackson,julio,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Elisabeth Helander,1960,"['La comedia de la vida', 'Anja', '2001']",['Reparto'],Sin oscar
Robert Ohde,No data,"['Preußisch Gangstar', 'Afterhour', 'Generation Crash - Wir Ost-Millennials']",['Reparto'],Sin oscar
Christian Schiaretti,No data,"['Wilson chante Montand', 'Conversaciones con mi jardinero', 'Chérif', '2013 • 1 episodio', '2013']","['Reparto', 'Dirección']",Sin oscar
Ping-han Hsieh,No data,"['Xia tian 19 sui de Xiao xiang', 'Lao da ren', 'Po feng']","['Cámara y electricidad', 'Localización', 'Dirección de producción']",Sin oscar
Joseph Lumsden,No data,['Tick Tock Lullaby'],['Reparto'],Sin oscar
Jet Li,1963,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Olof S. Larsson,1971,[''],['Reparto'],Sin oscar
Lavinia Wilson,1980,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Kevin Conway,1942,[''],"['Reparto', 'Dirección']",Sin oscar
Krzysztof Globisz,1957,[''],"['Reparto', 'Dirección', 'Música']",Sin Oscar
Chase Sprague,No data,"['The Man from Earth', 'Rapid Eye Movement', 'Coco Lipshitz: Behind the Laughter']",['Reparto'],Sin oscar
