0,1,2,3,4
Erhardt Koren,1944,"['Der nackte Hamlet', 'Die Spitzen der Gesellschaft', 'Le gorille', '1991 • 1 episodio']",['Reparto'],Sin oscar
Edith Nordegg,No data,"['Fleischwolf', 'Höhenangst', 'Geboren in Absurdistan', 'Lieben wie gedruckt']",['Reparto'],Sin oscar
Maïwenn,1976,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Colleen Morris,No data,[''],['Reparto'],Sin oscar
Giovanna Ralli,1935,[''],"['Reparto', 'Guion']",Sin Oscar
Ryûji Katagiri,1947,"['Aibô: the Movie: Zettai zetsumei! 42.195km Tôkyô Big City Marathon', 'Aibô: Gekijô-ban II', 'Kanshiki Yonezawa Mamoru no jikenbo', 'Kurutta yajû']",['Reparto'],Sin oscar
Leni Santos,No data,[''],['Reparto'],Más en IMDbPro
Piotr Kozlowski,1965,"[""Lawa. Opowiesc o 'Dziadach' Adama Mickiewicza"", 'Europa, Europa', 'El año del sol tranquilo', 'Planeta krawiec']","['Reparto', 'Cámara y electricidad']",Sin oscar
Alexis Valdés,No data,"['Un rey en La Habana', 'Los ángeles de Charlie', '2011 • 1 episodio', '2020', 'Diego']","['Reparto', 'Guion', 'Producción']",Sin Oscar
Kate Hardie,1968,[''],"['Reparto', 'Guion', 'Dirección']",Sin oscar
Reema Lagoo,1958,[''],['Reparto'],Sin Oscar
Tora Vasilescu,1951,"['Quod erat demonstrandum', 'Croaziera', 'Kilometrul 36', 'Gloria nu cînta']",['Reparto'],Sin Oscar
Giuseppe Pirico,No data,['Chicos de la calle'],['Reparto'],Sin oscar
Stoyan Aleksiev,1951,[''],"['Reparto', 'Especialistas']",Sin oscar
Karen Kirishima,1964,"['Memoirs of a Teenage Amnesiac', 'Tekken', 'Ritoru foresuto: Natsu/Aki', 'Rakuyô']",['Reparto'],Sin oscar
François Négret,1966,[''],['Reparto'],Sin Oscar
John Polson,1965,[''],"['Producción', 'Dirección', 'Reparto']",Sin Oscar
Anaís de Melo,1960,"['Cónsul honorario', 'Depredador chicano', 'Reparto', 'María']",['Reparto'],Sin oscar
Terry Truck,No data,"['All of Me', 'Karussell']","['Reparto', 'Composición']",Sin oscar
Valérie Steffen,1963,"['Napoleón y Josefina', '1987 • 1 episodio', '1987', 'Inspector Bardot', 'Yvette']",['Reparto'],Sin oscar
Alfonso Zayas Jr.,No data,[''],['Reparto'],Más en IMDbPro
Mi-ji Lee,No data,"['Hong Du-gae', 'Reparto', '1987']",['Reparto'],Sin oscar
Eslinda Núñez,1943,[''],['Reparto'],Sin oscar
Dasharat,No data,"['The Lunchbox', 'Carry on Maratha', 'Los falsificadores', '2023 • 8 episodios', '2022']",['Cámara y electricidad'],Sin oscar
Jean-Paul Mondot,No data,"['Arhangelos tou pathous', 'Le champignon des Carpathes', 'La fille du magicien', '6,8']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Matt Ingersoll,No data,"['Miami Blues', 'Ella nunca se niega']",['Reparto'],Sin oscar
Tia Carrere,enero,[''],"['Reparto', 'Banda sonora', 'Producción']",Sin Oscar
Norihei Miki,1924,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Colm Feore,1958,[''],"['Reparto', 'Guion']",Sin Oscar
Orb Kamm,No data,['Small White House'],['Reparto'],Sin oscar
Geneviève Fontanel,1936,"['El amante del amor', 'El affaire Dominici', 'Au théâtre ce soir', '1967–1983 • 12 episodios', '1982 • 2 episodios']",['Reparto'],Sin Oscar
Sunny Smith,1979,[''],"['Reparto', 'Producción', 'Especialistas']",Sin oscar
Bernard Hepton,1925,[''],"['Reparto', 'Producción', 'Dirección']",Nominado a 1 premio BAFTA
Viktor Bychkov,1954,[''],['Reparto'],Sin Oscar
Susana Contreras,No data,"['From Prada to Nada', 'Pobre niña rica', '1995 • 1 episodio', '1988']",['Reparto'],Sin oscar
Paul Newman,1925,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Óscar
John Waters,1946,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Alison Skilbeck,1945,"['El fantasma de la ópera de Andrew Lloyd Webber', 'Las aventuras de Sherlock Holmes', '1984 • 1 episodio', '1987', 'Sarah Kingslake']","['Reparto', 'Guion']",Sin oscar
Romano Fasciati,No data,"['Jesus Goes to India', 'Reparto']","['Reparto', 'Producción', 'Guion']",Sin oscar
Louise Laprade,No data,"['Se fondre', '6,8', '6,1', '5,2']",['Reparto'],Más en IMDbPro
Brahmachari,No data,[''],['Reparto'],Más en IMDbPro
Horst Sachtleben,1930,"['Astérix y Obélix contra César', 'Vorletzter Abschied', '2005', 'Heinz Ruhland', 'Serie de TV']","['Reparto', 'Equipos adicionales', 'Dirección']",Sin Oscar
Tõnu Kark,1947,[''],['Reparto'],Sin Oscar
Maryline Even,No data,"['2 días en París', 'Viva la vida', 'Tess', 'Planetarium']",['Reparto'],Sin oscar
Sunil Dhawan,No data,"['Ishq', 'Bandh Darwaza', 'Awaaz', 'Hum Hain Bemisaal']",['Reparto'],Más en IMDbPro
David Wu,1966,"['Adiós a mi concubina', 'Jin ye xing guang can lan', 'Wo he chun tian you ge yue hui', 'Joi jin gong woo']","['Reparto', 'Dirección de arte']",Sin Oscar
Athina Cenci,1946,[''],"['Reparto', 'Guion']",Sin Oscar
Cristina Gonzales,1976,[''],['Reparto'],Sin oscar
Rolan Bykov,1929,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Gennadiy Frolov,1937,[''],['Reparto'],Sin Oscar
Sean Scully,1947,[''],['Reparto'],Sin Oscar
Katherine Borowitz,1954,[''],"['Reparto', 'Banda sonora']",Sin oscar
Angelines Fernández,1924,[''],['Reparto'],Sin Oscar
Tony Burton,1937,[''],['Reparto'],Sin oscar
Anatoliy Romashin,1931,[''],"['Reparto', 'Dirección', 'Equipos adicionales']",Sin Oscar
Dencio Padilla,1929,"['Kahit konting pagtingin', 'Ito ang Maynila', 'Reparto', 'Nardong Lugaw']","['Reparto', 'Guion']",Sin Oscar
Margaret Mazzantini,1961,[''],"['Reparto', 'Guion']",Sin Oscar
Viktor Solovyov,1950,[''],['Reparto'],Sin oscar
Elaine Jin,1954,[''],['Reparto'],Sin Oscar
Damon Dickson,No data,"['Prince and the New Power Generation: Diamonds and Pearls Live at Glam Slam', 'Prince & The New Power Generation: Gett Off', '1991', '1990', 'Reparto']",['Reparto'],Sin oscar
Chi-Hung Chan,No data,"['Rey de asesinos', 'Fei chang jing cha', 'Sha shou de tong hua', 'Hong fu qi tian']",['Reparto'],Sin oscar
Björk,1965,[''],"['Music Artist', 'Composición', 'Reparto']",Nominado para 1 premio Óscar
Johan Leysen,1950,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Ivan Bortnik,1939,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Laura De la Uz,1970,"['Hello Hemingway', 'Vestido de novia', 'La película de Ana', 'El cuerno de la abundancia']",['Reparto'],Sin Oscar
Yildirim Gencer,1936,[''],"['Reparto', 'Dirección']",Sin oscar
Zijah Sokolovic,1950,"['Zadah tela', 'Bella Block', '2002 • 1 episodio', 'Hajdibej']","['Reparto', 'Guion']",Sin Oscar
Liam Neeson,1952,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 1 premio Óscar
Babu Namboothiri,No data,[''],['Reparto'],Más en IMDbPro
Tetsuya Fujita,1920,"['Tornado Video Classics', '1992', '1993', 'Cámara y electricidad', 'Cámara y electricidad']","['Cámara y electricidad', 'Equipos adicionales']",Sin oscar
Renan Fosforoglu,1918,"['Süt kuzulari', '6,9', 'Reparto', '1954']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Leo Gullotta,1946,"['Cinema Paradiso', 'Un uomo perbene', 'Érase una vez en América', 'Vajont, presa mortal']","['Reparto', 'Equipos adicionales', 'Producción']",Sin Oscar
Dylan Walsh,1963,[''],"['Reparto', 'Vestuario', 'Guion']",Sin Oscar
Elmo Nüganen,1962,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Sammy Johnson,1949,"['Crocodile Shoes', '1994 • 6 episodios', ""Kenneth Norman 'Stick' Oakley"", 'Miniserie de TV', '8,1']",['Reparto'],Sin oscar
Juan Zaizar,1933,"['El ánima del ahorcado contra el latigo negro', 'El arracadas', 'Fiesta en el corazón', 'Poker de reinas']","['Reparto', 'Música', 'Producción']",Sin oscar
Vitaliy Zikora,1948,"['Soviet: la respuesta', 'Posrednik', 'Risk bez kontrakta', 'Gosudarstvennaya granitsa', '1987 • 2 episodios']",['Reparto'],Sin Oscar
Timmy Cruz,No data,[''],['Reparto'],Más en IMDbPro
Kati Lázár,1948,"['Anna filmje', 'Másnap', 'Rózsadomb', 'Érzékek iskolája']","['Reparto', 'Dirección']",Sin Oscar
Marisa Van Eyle,No data,"['El libro negro', 'De Bende van Sjako', '2010–2011 • 6 episodios', '1998', 'Eleanor Roosevelt']","['Reparto', 'Banda sonora']",Sin oscar
Yoshitaka Zushi,1955,[''],['Reparto'],Sin oscar
Bruce Taylor,No data,"['Killers', '¡Corre Ronnie corre!', 'Premonición', 'La familia Jones']","['Reparto', 'Producción']",Sin oscar
Marie Tifo,1949,[''],"['Reparto', 'Guion y continuidad']",Sin Oscar
Matteo Chioatto,No data,"['Ragazzi della notte', 'I taràssachi', 'Quattro bravi ragazzi', 'I misteri di Cascina Vianello', '1997 • 1 episodio']",['Reparto'],Sin oscar
Fatma Ben Saïdane,1949,"['Making Of', 'Halfaouine. El niño de las terrazas', 'Thala My Love', 'Dicta Shot']",['Reparto'],Sin Oscar
Mari Rantasila,1963,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
John Wessel,No data,['Fields of Honor'],['Reparto'],Sin oscar
Monika Farrell,No data,['Electra'],['Reparto'],Sin oscar
Jocelyn Bérubé,1946,[''],"['Reparto', 'Composición']",Sin Oscar
Clifton James,1920,[''],['Reparto'],Sin oscar
Leslie Caron,1931,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Nominado para 2 premios Óscar
Chun-Wah Lee,No data,"['Hong tian mi ling', 'Chi se da feng bao', 'No juegues con fuego', 'Wu ming huo']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Dirección de producción']",Más en IMDbPro
Frank Ramírez,1939,"['Cóndores no entierran todos los días', 'María Cano', 'Técnicas de duelo: Una cuestión de honor', 'La estrategia del caracol']","['Reparto', 'Guion', 'Equipos adicionales']",Sin Oscar
Ken Russell,1927,[''],"['Dirección', 'Guion', 'Reparto']",Nominado para 1 premio Óscar
Johan Hald,No data,['Una familia normal'],['Reparto'],Sin oscar
Anna Thalbach,1973,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Jin-hwa Kim,No data,"['Keopi peurinseu 1-hojeom', '2007 • 2 episodios']",['Reparto'],Sin oscar
Velia Di Sabatino,No data,"[""Je t'ai dans la peau""]",['Reparto'],Sin oscar
Sheila Moore,1938,[''],['Reparto'],Sin oscar
Oleg Belov,1934,[''],"['Reparto', 'Música']",Sin oscar
Maksim Shalnov,No data,[''],['Reparto'],Sin oscar
Eloïse Bennett,No data,"['Cuento de primavera', 'Flammes', 'Les jeux de société', '1989']",['Reparto'],Más en IMDbPro
Igor Donskoy,1931,[''],['Reparto'],Sin oscar
Baltazar Oviedo,No data,"['Apuesta por un amor', '2004 • 2 episodios', 'Reparto', 'Baltazar', 'Amigo de Pedro']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Guion']",Sin oscar
Nadia Ottaviani,No data,"['Entrevista', 'La voz de la luna']",['Reparto'],Sin oscar
Annie Girardot,1931,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado a 1 premio BAFTA
Marie Delacroix,No data,"[""Un jeu d'enfant""]",['Reparto'],Sin oscar
Denis Moore,No data,"['Janus', '1994–1995 • 11 episodios', 'Ross Roberts', 'Serie de TV', '7,0']","['Reparto', 'Dirección']",Sin oscar
Rodrigo Vidal,1973,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Inga Schrader,No data,"['Eine Tunte zum Dessert', '2,0', 'Reparto']",['Reparto'],Sin oscar
Valentin Nikulin,1933,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Banda sonora']",Sin Oscar
Malick Bowens,1941,[''],['Reparto'],Sin oscar
Catherine Rabett,1960,[''],['Reparto'],Sin oscar
Kapitolina Ilyenko,1904,[''],['Reparto'],Sin oscar
Sean Astin,1971,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 1 premio Óscar
Bob van den Berg,No data,[''],['Reparto'],Más en IMDbPro
Maciej Orlos,1960,[''],['Reparto'],Sin oscar
José Wilker,No data,No data,No data,Sin oscar
Eva-Maria Kurz,1944,"['Anita: Tänze des Lasters', 'Un virus no conoce moral', 'Hasta donde los pies me lleven', 'Lucky Fritz']","['Reparto', 'Guion', 'Equipos adicionales']",Sin oscar
Viktor Rakov,1962,[''],['Reparto'],Sin Oscar
Siu-Fai Yuen,No data,"['Na Zha nao dong hai', 'Xuehua shenjian', 'Na Cha(as Hsiao-Hui Yuan)', '1969']",['Reparto'],Sin oscar
Bruno Cremer,1929,[''],['Reparto'],Sin Oscar
Vasil Banov,1946,"['Sin control', 'Benzin', 'Octopus', '2000', '2020']",['Reparto'],Sin oscar
Barry Miller,1958,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Nino Koberidze,No data,"['Ik-Chemtan', '27 besos robados', 'Pasport', 'Tba']",['Reparto'],Más en IMDbPro
Stefanie Stappenbeck,1974,[''],"['Reparto', 'Banda sonora']",Sin Oscar
John George,1898,[''],['Reparto'],Sin oscar
Ludo Troch,No data,"['El concierto', 'Escapando', 'No es mi tipo', '38 témoins']","['Edición', 'Reparto', 'Producción']",Sin Oscar
Rafael Benavente,No data,[''],['Reparto'],Sin Oscar
Chigusa Abe,No data,['Sakura no sono'],['Reparto'],Sin oscar
James Jim-Si Ha,No data,"['Sat cheung 72 siu si', 'Vídeo', 'Reparto', 'Dirección']","['Reparto', 'Especialistas', 'Equipos adicionales']",Más en IMDbPro
Nirmal Kumar Chakraborty,1928,"['Bindur Chheley', 'Baazi', 'Kahin Aar Kahin Paar', 'Lakhon Ki Baat']",['Reparto'],Sin oscar
Svetla Todorova,No data,"['Vchera', 'Bashta', 'Sofiyska istoriya', 'Starcheto s kariranite pantalone']",['Reparto'],Sin oscar
Mikkjal Helmsdal,No data,['Atlantic Rhapsody - 52 myndir úr Tórshavn'],['Reparto'],Sin oscar
Filipe Ferrer,1936,"[""La hija de D'Artagnan"", 'Mensagem', '1867', '1990', '1995']","['Reparto', 'Dirección']",Sin oscar
Viktoria Schubert,No data,"['Trautmann', '2000–2008 • 9 episodios', 'Isolde Kupfner', 'Clara', 'Serie de TV']","['Reparto', 'Dirección']",Sin oscar
Stéphane Freiss,1960,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Francisco Aragon,1973,[''],"['Reparto', 'Localización', 'Producción']",Sin oscar
John Turturro,1957,[''],"['Reparto', 'Guion', 'Producción']",Ganó 1 premio Primetime Emmy
Kalyan Chatterjee,No data,"['Kahaani', 'Byomkesh Bakshi', 'Baishe Srabon', 'Hatey Roilo Pistol']",['Reparto'],Sin oscar
Nersi Korkia,2006,"['Dandan-e-mar', ""Af'i"", 'Golnesa dar Paris', 'Gheyrat']",['Reparto'],Sin oscar
Mila Burnette,No data,['The Sun and the Moon'],['Reparto'],Sin oscar
Marina Saura,1957,[''],['Reparto'],Sin oscar
Tintoy,1934,"['Si gorio at ang damong ligaw', 'Reparto', '1981', '1987']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Brian Cox,1946,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Primetime Emmy
Georgi Kadurin,No data,[''],['Reparto'],Más en IMDbPro
Hye-seong Jeon,No data,"['Eomi', 'Geondeuliji jom ma', '2,3', 'Reparto']",['Reparto'],Sin oscar
Hans Kesting,1960,[''],"['Reparto', 'Banda sonora']",Sin oscar
Shen Li,1980,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Mehrdad Ahankhah,No data,['Primer plano'],['Reparto'],Sin oscar
Christopher Pohlad,No data,['Old Explorers'],['Reparto'],Sin oscar
Majid Mozaffari,1951,"['Un héroe', 'Kashtee-ye Angelica', 'Ghalbha-ye Na Aram', 'Reparto']","['Reparto', 'Dirección', 'Vestuario']",Sin Oscar
Alison Steadman,1946,[''],"['Reparto', 'Guion', 'Equipos adicionales']",Nominado a 2 premios BAFTA
John P. Connolly,No data,"['9 semanas y media', 'Policías de Nueva York', '1994–2002 • 3 episodios', 'Matt Kelley', 'Serie de TV']","['Reparto', 'Banda sonora']",Sin oscar
Ahmed El-Maaroufi,No data,"['Happy Day', '6,5']",['Reparto'],Sin oscar
Jamieson Boulanger,1981,"['Obsesión', '11 Somerset', '2004–2005 • 13 episodios', '1996', 'Ben Buckley']","['Reparto', 'Producción']",Sin oscar
Matjaz Tribuson,1962,"['Rusevine', 'Gypsy Eyes', 'Jezero', '2019–2020 • 5 episodios', 'JoggerJagger (2000-2003)']",['Reparto'],Sin Oscar
Sora Jung,1968,"['Perdidos', '2004 • 1 episodio', 'Jeonjaenggwa ingan', '7,6']",['Reparto'],Sin Oscar
Igor Slobodskoy,1951,[''],['Reparto'],Sin oscar
Daria Deflorian,No data,"['La bestia', 'Lazzaro feliz', 'Due come noi, non dei migliori', 'Obbligo di giocare - Zugzwang']","['Reparto', 'Guion']",Más en IMDbPro
Sándor Szakácsi,1952,"['Peer Gynt', '1988', '1989', '1983', '1981']","['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin oscar
Pawel Niczewski,1967,"['Teatr Polskiego Radia', '2021 • 1 episodio', 'Józef', 'Doctor', 'Serie de TV']","['Reparto', 'Dirección']",Sin oscar
Claudia Bringas,No data,"['Sentenciado', 'Ivett', '2004']",['Reparto'],Sin oscar
James Horan,1954,[''],"['Reparto', 'Efectos especiales', 'Equipos adicionales']",Sin Oscar
Daniele Dublino,1936,[''],['Reparto'],Sin oscar
Parley Baer,1914,[''],"['Reparto', 'Banda sonora']",Sin oscar
Suhasini,1961,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Lieh Lo,1939,[''],"['Reparto', 'Dirección', 'Producción']",Sin oscar
Antoaneta Bacheva,No data,"['Barabanchikat i negovata zhena barabanchitza', '8,5']",['Reparto'],Sin oscar
Aleksandr Klemantovich,1962,"['Demiurg', 'Sashka', '2009', 'Kuskov']",['Reparto'],Sin oscar
Zarko Lausevic,1960,[''],"['Reparto', 'Guion']",Sin Oscar
Anatoliy Kuznetsov,1930,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Paul Chun,1945,[''],"['Reparto', 'Dirección', 'Animación']",Sin Oscar
Alan Spaulding,No data,['Dark Practice'],['Reparto'],Sin oscar
Todor G. Todorov,No data,"['Infestation', 'El día después del impacto', 'En el ojo del huracán', 'Street Fighter: Resurrection', '2016 • 4 episodios']","['Edición', 'Efectos visuales', 'Dirección de producción']",Sin oscar
Isabel Rivas,1958,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Anand,1986,[''],['Reparto'],Sin Oscar
Masao Ishiguro,No data,"['La diosa del asfalto', 'Zatôichi', 'Kamingu hômu', 'Virtual Girl']",['Reparto'],Sin oscar
Carmen Delgado,No data,"['Vivir toda la vida', '2021', '1999 • 69 episodios', 'Mamá de Sofía', 'Serie de TV']",['Reparto'],Sin Oscar
Angèle Coutu,1946,"['Jamais deux sans toi', '1990 • 230 episodios', 'Sophie DeBray', 'Mémé', 'Serie de TV']",['Reparto'],Sin Oscar
Paolo Malco,1947,"['El destripador de Nueva York', 'Lucrezia giovane', 'Noa Noa', 'Trueno']",['Reparto'],Sin oscar
Michael Khmurov,1966,[''],['Reparto'],Sin Oscar
Gloria von Thurn und Taxis,1950,"['Blickpunkt Sport', 'Doppelpass', '2005–2009 • 3 episodios', 'Self', 'Serie de TV']",No data,Sin Oscar
Eric Karson,No data,[''],"['Dirección', 'Producción', 'Reparto']",Más en IMDbPro
Clown Kumagoro,No data,['Domo Arigato'],['Reparto'],Sin oscar
Florentin Duse,No data,"['Cel mai iubit dintre pamânteni', 'Anotimpul iubirii', 'Salutari de la Agigea', 'Cenusa pasarii din vis']",['Reparto'],Sin oscar
Kaoru Yamashina,No data,"['Hitozuma kyôshi: Reipu momi shigoku', 'Reparto', '2010']",['Reparto'],Sin oscar
Werner Abrolat,1924,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Rolandas Kazlas,1969,"['Sirdys', 'Balkonas', 'Dziazas', 'Vaikai is Amerikos viesbucio']",['Reparto'],Sin Oscar
Antonio Evangelisti,No data,['Lucrezia Borgia'],['Reparto'],Sin oscar
Rob Reiner,1947,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Óscar
Jin-seon Lee,No data,"['Nae meorisokui jiwoogae', 'Syowindo: Yeowangui Jib', '2021–2022 • 16 episodios', '2010', '2011']",['Reparto'],Sin oscar
Steven Wright,1955,[''],"['Reparto', 'Producción', 'Guion']",Ganó 1 premio Óscar
Tony Goldwyn,1960,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Zinaida Em,No data,['Mest'],['Reparto'],Sin oscar
Amole Gupte,1962,"['Taare Zameen Par', 'Kaminey', 'Stanley Ka Dabba', 'Sniff']","['Reparto', 'Guion', 'Dirección']",Sin Oscar
Berta Fernández Cormenzana,No data,"['Mares de guerra', 'Los preparativos', '1968']",['Reparto'],Sin oscar
Paresh Rawal,1955,[''],"['Producción', 'Reparto', 'Banda sonora']",Sin Oscar
Molly Atwood,No data,"['Old Explorers', 'The Red Shoes', '1983']",['Reparto'],Sin oscar
Biu Gam,No data,"['Shi yao', 'Gik do yau wak', '7,4', 'An qu']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Cámara y electricidad']",Más en IMDbPro
Jacques Sereys,1928,"['El fuego fatuo', 'En guardia!', 'Les Thibault', '1972–1973 • 3 episodios', '1982–1984 • 2 episodios']","['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin oscar
Yuriy Potyomkin,1947,[''],['Reparto'],Sin oscar
Soham Chakraborty,1984,[''],"['Reparto', 'Producción']",Sin Oscar
Edgar C. Douglas,No data,['Love Your Mama'],['Reparto'],Sin oscar
Vyacheslav Molokov,1955,"['Likvidatsiya', '2007 • 2 episodios', '2002', '1990', '1977']",['Reparto'],Sin oscar
Josh Mostel,1946,[''],"['Reparto', 'Banda sonora']",Sin oscar
Vasilis Kolovos,1945,[''],['Reparto'],Sin oscar
Kaoru Sugita,No data,"['Kaze, surôdaun', '5,7']","['Producción', 'Dirección de producción']",Sin oscar
Isabel Iglesias,1971,"['What Is the Electric Car?', 'Encantada de la vida', '1993 • 1 episodio', 'Self', 'Serie de TV']",['Producción'],Sin oscar
Ludovica Modugno,1949,"['Juego de lágrimas', 'Un italiano en Noruega', 'La hija de Mussolini', '2005', 'Checca, sorella di Madonna Libera']","['Reparto', 'Equipos adicionales', 'Sonido']",Sin Oscar
Klaus Rathjens,No data,"['Für immer und immer', 'Herzlich willkommen']",['Reparto'],Sin oscar
Barbara Scoppa,1957,"['Ginger y Fred', 'Turbo', '2001 • 1 episodio', '1986', 'Anna Giusti']",['Reparto'],Sin oscar
Bart Fouche,No data,"['Invictus', 'Escape Room', 'El corredor del laberinto: La cura mortal', 'Monster Hunter']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Guion']",Más en IMDbPro
Jean-Marie Winling,1947,"['Nicolas Le Floch', '2008–2013 • 9 episodios', '2007', 'Henri Esperanza', 'Lignière']","['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin oscar
Phyllis Logan,1956,[''],"['Reparto', 'Banda sonora']",Ganó 1 premio BAFTA
Nagendra Babu,19??,"['Rudra Veena', 'Jailer', '420', 'Gudumba Shankar']","['Reparto', 'Producción', 'Guion']",Sin Oscar
Arap Celal,1922,"['Kibar Feyzo', 'Jilet Kazim', 'Çakal Avi', '5,9']",['Reparto'],Sin oscar
Tomorô Taguchi,1957,[''],"['Reparto', 'Dirección']",Sin Oscar
Andrew Divoff,1955,[''],"['Reparto', 'Producción']",Sin Oscar
Zoltán Hegyi,No data,"['Magdolna', '6,3']","['Reparto', 'Producción']",Sin oscar
Dana Syslová,1945,[''],"['Reparto', 'Banda sonora']",Sin oscar
Richard Linklater,1960,[''],"['Producción', 'Dirección', 'Guion']",Nominado para 5 premios Óscar
Josip Genda,1943,"['Sedma kronika', 'Kanjon opasnih igara', 'Vrijeme ratnika', 'Lito vilovito']",['Reparto'],Sin Oscar
Indra Brike,1957,[''],['Reparto'],Sin Oscar
Keiko Matsuzaka,1952,"['Shi no toge', 'Kamata kôshinkyoku', 'Dôtonborigawa', 'Seishun no mon']","['Reparto', 'Banda sonora']",Sin Oscar
Ace Vergel,1952,[''],['Reparto'],Sin Oscar
Zaza Kolelishvili,1957,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Jai Ganesh,No data,"['Nilaave Vaa', 'Maanbumigu Maanavan', 'Ennai Thalatta Varuvala', 'Priyamudan']",['Reparto'],Sin oscar
Rezo Tabukashvili,No data,"['Kvali nateli', 'Guion', 'Guion', 'Guion']","['Guion', 'Dirección', 'Reparto']",Sin oscar
John Cusack,1966,[''],"['Reparto', 'Producción', 'Guion']",Nominado a 1 premio BAFTA
Lazar Ristovski,1952,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Alan Bates,1934,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Óscar
Anna Lizaran,1944,[''],"['Reparto', 'Dirección']",Sin Oscar
Dawn Archibald,1958,[''],['Reparto'],Sin oscar
C.I. Paul,2005,"['Vrutham', 'Ee Sabdam Innathe Sabdam', 'Moonnam Mura', 'The King']",['Reparto'],Sin oscar
Natalya Danilova,1955,[''],['Reparto'],Sin oscar
Panos Kranidiotis,No data,"['Waiting Room', 'Haireta mas ton platano', 'Kokkinos kyklos', '2000–2002 • 3 episodios', 'Stefanos']",['Reparto'],Más en IMDbPro
Davor Janjic,1969,[''],['Reparto'],Sin Oscar
Richard Anconina,1953,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Brian McMillan,1949,"['El tren del infierno', 'Mensajero del futuro', 'Congo', 'Darkman']","['Equipos adicionales', 'Especialistas', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Julio Edgardo Monge,No data,"['La huella de un asesino', '4,3', '4,8', 'Reparto']",['Reparto'],Sin oscar
Hector Elias,1941,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Isabella Rossellini,1952,[''],"['Reparto', 'Dirección', 'Guion']",Nominado para 1 premio Primetime Emmy
Suzan Kardes,1960,"['Organize Isler', 'Hokkabaz', 'Seksenler', '2012–2020 • 180 episodios', '2015']","['Reparto', 'Maquillaje', 'Música']",Sin Oscar
Leif Forstenberg,1932,[''],['Reparto'],Sin oscar
Gil Frank,1962,[''],['Reparto'],Sin oscar
Birgitte Simonsen,1960,"['Midsommer', 'Lykkefanten', 'El tesoro de los caballeros templarios: El arca', 'El tesoro de los caballeros templarios: El Santo Grial']",['Reparto'],Sin Oscar
Keiko Kishi,1932,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Alan B. Samuels,2011,"['Desafío total', 'Get Carter (Asesino implacable)', 'Black Rain', 'Swingers']","['Sonido', 'Cámara y electricidad', 'Reparto']",Sin oscar
Svetozar Polic,No data,"['Sladke sanje', 'Zvenenje v glavi', 'Do konca in naprej', 'Veter v mrezi']",['Reparto'],Sin oscar
Tatjana Vencelovski,1965,"['Zaboravljeni', '1992 • 9 episodios', '1987', 'Kizina majka(as Tanja Vencalovski)', 'Vera']",['Reparto'],Sin oscar
