0,1,2,3,4
Gekidan Hitori,1977,"['Seiten no hekireki', 'El chico de Asakusa', 'Mugonkan', '6,6']","['Reparto', 'Guion', 'Dirección']",Sin oscar
José María Yazpik,1970,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Alejandra Lorenzo,1998,"['No-Do', 'Intrusos en Manasés', 'Fuera de carta', 'Carlitos y el campo de los sueños']","['Reparto', 'Banda sonora']",Sin oscar
Marion van Thijn,1968,"['De kassière', 'Sextet', 'Let the Music Dance', 'Medisch Centrum West', '1993 • 1 episodio']",['Reparto'],Sin oscar
Jeanette Hain,1969,[''],"['Reparto', 'Dirección']",Sin Oscar
Sharman Joshi,1979,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Leni Parker,1966,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Tibor Szilágyi,1942,"['Európa expressz', 'Rendörsztori', '2002 • 4 episodios', '1977', '1965']",['Reparto'],Sin oscar
Cristina Brondo,1977,[''],['Reparto'],Sin Oscar
Fernando Luján,1938,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Catalina Lago,No data,"['Relatos del más allá', '1998 • 1 episodio']",['Reparto'],Sin oscar
Suzana Branco,No data,"['Rádio Relâmpago', '2003', '2003', '2008']",['Reparto'],Sin oscar
Bryce Johnson,1977,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Mildred Chipuriro,No data,['Zimbabwe'],['Reparto'],Sin oscar
Elise Schaap,1982,[''],['Reparto'],Sin Oscar
Meredith Campbell,No data,"['Relaciones confidenciales', 'Camino a la gloria', ""Saturday's Warrior"", 'El rincón de los secretos']",['Música'],Sin oscar
Nicky Arezu Akmal,agosto,"['August the First', ""The Hunter's Anthology"", '2021 • 5 episodios', '2019', '2008']","['Producción', 'Dirección de producción', 'Equipos adicionales']",Sin Oscar
Konkona Sen Sharma,1979,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Mark Redfield,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Steven Elder,No data,[''],"['Reparto', 'Guion', 'Producción']",Más en IMDbPro
Chris Haywood,1948,[''],"['Reparto', 'Cámara y electricidad', 'Dirección de producción']",Sin Oscar
Joko Anwar,1976,[''],"['Guion', 'Dirección', 'Reparto']",Sin Oscar
Nandita Das,1969,[''],"['Reparto', 'Animación', 'Dirección']",Sin Oscar
Hubert Saint-Macary,1949,[''],['Reparto'],Sin Oscar
Richard Ridings,1958,[''],"['Reparto', 'Composición', 'Banda sonora']",Sin Oscar
Mandira Bedi,1972,[''],"['Reparto', 'Producción', 'Responsable']",Sin Oscar
János Kulka,1958,"['Kontroll', 'A játszma', 'The Exam', 'Félvilág', '2015']","['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Silas Weir Mitchell,1969,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Robert Chaney,No data,"['The Sickness', 'Dark Faith', '1991', '2017 • 1 episodio']",['Reparto'],Sin oscar
Julian Morris,1983,[''],"['Reparto', 'Dirección', 'Dirección de fotografía y cámara']",Sin oscar
Amy Ryan,1968,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Óscar
Marcel Cobzariu,No data,"['Beowulf, la leyenda', 'Mi nombre es Modesty: una aventura de Modesty Blaise', 'Portretul luptatorului la tinerete', 'Luca']",['Reparto'],Sin oscar
Alexander Forero,No data,"['Men In Black: International', 'Spider-Man: Un nuevo universo', 'Los Mitchell contra las máquinas', 'DC Liga de Supermascotas']",['Animación'],Sin oscar
Yôko Hoshi,No data,"['Kurai tokoro de machiawase', 'Conociendo a Matsuko', 'Shrill Cries of Summer', 'Chinpira']",['Reparto'],Sin oscar
Heart Evangelista,1985,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Freida Pinto,1984,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado a 1 premio BAFTA
Tobias Oertel,1975,[''],"['Reparto', 'Producción']",Sin oscar
Zsolt Anger,1969,[''],"['Reparto', 'Dirección', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Benno Fürmann,1972,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Jansen Panettiere,1994,[''],"['Reparto', 'Equipos adicionales', 'Guion']",Sin Oscar
Steve Zissis,1975,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Adriana Maggs,No data,"['Grown Up Movie Star', 'Three Chords from the Truth', '2009', '2019', 'Guion']","['Producción', 'Guion', 'Dirección']",Sin Oscar
Roger La Rue,No data,[''],['Reparto'],Más en IMDbPro
Sabrina Rupia,No data,['Bongoland II: There Is No Place Like Home'],['Reparto'],Sin oscar
Cynthia Watros,1968,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Aylin Tezel,1983,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Tiffany J. Curtis,No data,"['The Evil One', '2005', '2016', '2022', '2008']",['Reparto'],Sin oscar
Omar Leyva,No data,[''],"['Reparto', 'Producción', 'Edición']",Más en IMDbPro
Tom Arnold,1959,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Sanela Mahir,No data,['Buick Riviera'],['Reparto'],Sin oscar
Kida Khodr Ramadan,1976,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Kevin Copps,No data,"['Darker Every Day', 'Corto', '7,8', '4,9']",['Reparto'],Sin oscar
Priyanshu Chatterjee,1973,[''],['Reparto'],Sin Oscar
Hira Ambrosino,1968,[''],"['Reparto', 'Equipos adicionales', 'Guion']",Sin oscar
Paul Walker,1973,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Jimmy Bellinger,No data,[''],"['Reparto', 'Producción', 'Banda sonora']",Más en IMDbPro
Amber Heard,1986,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Chrishell Stause,1981,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Toledo Diamond,No data,[''],"['Reparto', 'Composición', 'Equipos adicionales']",Más en IMDbPro
Mónica Lleó,No data,"['Durante la tormenta', 'Naranjo en flor', 'La mujer dormida', 'Serie de TV']",['Reparto'],Sin oscar
Robin Wright,1966,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 8 premios Primetime Emmy
Terry Serpico,No data,[''],"['Reparto', 'Especialistas', 'Dirección']",Más en IMDbPro
Patricia Yeatman,No data,"['Camille', 'B.J. Fletcher: Private Eye', '2008–2012 • 6 episodios', 'Samantha Allen', 'Serie de TV']","['Reparto', 'Equipos adicionales']",Más en IMDbPro
Stephan Bender,1989,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Bogdan Stupka,1941,[''],['Reparto'],Sin Oscar
Kim Long Thach,No data,"['Nuoc', 'Hai Phuong', 'Khát vong Thang Long', 'Song lang']",['Reparto'],Sin oscar
Kristen Hovet,No data,"['Swanky Skeptic', 'Idea for a Short Story', 'When Life Was Good', 'Betting Men']","['Reparto', 'Guion', 'Edición']",Sin oscar
Dante Boens,No data,['Of Boys and Men'],['Reparto'],Sin oscar
Spencer Conway,No data,[''],['Reparto'],Más en IMDbPro
Roger Príncep,1998,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Andy Deliana,No data,[''],"['Producción', 'Guion', 'Dirección']",Más en IMDbPro
Lydia Loveday,No data,['I Know You Know'],['Reparto'],Sin oscar
Vanessa Branch,1973,[''],"['Reparto', 'Producción']",Sin Oscar
Bernard Verley,1939,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Jacob Tolano,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Rania Oikonomidou,No data,"['O kyrios me ta gri', 'I gyftopoula', '45m2', 'To 10', '2007–2008 • 11 episodios']",['Reparto'],Más en IMDbPro
Norma Argentina,1946,[''],['Reparto'],Sin Oscar
John Thoms,1969,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Mikel Tello,1969,"['El viaje de Arián', 'Todos los días son tuyos', 'El Ministerio del Tiempo', '2017 • 1 episodio', 'DomingoGinés']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Yûko Genkaku,1977,"['Love exposure (Exposición de amor)', 'Gantz: Perfect Answer, Gantz: Part 2', 'Gantz', 'Kânêshon', '2011–2012 • 78 episodios']",['Reparto'],Sin oscar
Sun Fei Fei,No data,"['Louis Vuitton: The Spirit of Travel', 'Dior: Secret Garden III - Versailles', '2014', 'Self - Model', 'SelfModel']",['Reparto'],Sin oscar
Jesse Aaron Dwyre,No data,[''],"['Reparto', 'Guion']",Más en IMDbPro
Harry Lennix,1964,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Brian Dennehy,1938,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 6 premios Primetime Emmy
Carice van Houten,1976,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 1 premio Primetime Emmy
Ana Luiza Garritano,No data,"['Linha de Passe', 'Olga', 'América', '2005', 'Meninas de rua']",['Reparto'],Sin oscar
Geoffroy Lickel,1977,"['Sugar Rush', '2005 • 1 episodio', '2008', '2009', 'Bellhop']","['Reparto', 'Guion', 'Producción']",Sin oscar
Neal McDonough,1966,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Luca Lombardi,No data,[''],['Reparto'],Sin oscar
Shaood Alvi,No data,[''],['Reparto'],Sin oscar
Alexa Davalos,1982,[''],['Reparto'],Sin oscar
Chuck Shamata,1942,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Briana Evigan,1986,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Miatta Fahnbulleh,1979,[''],No data,Sin oscar
Patrick Dell'Isola,1962,"['État des lieux', 'Concordia', '7,2', 'Requiem']","['Reparto', 'Guion', 'Dirección']",Sin Oscar
Greg Frucci,1960,[''],"['Reparto', 'Guion', 'Cámara y electricidad']",Sin oscar
Robert Picardo,1953,[''],"['Reparto', 'Guion', 'Dirección']",Nominado para 1 premio Primetime Emmy
Vandana Gupte,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Hansika Motwani,1991,[''],['Reparto'],Sin Oscar
Martha Claudia Moreno,No data,[''],"['Reparto', 'Producción', 'Dirección de casting']",Más en IMDbPro
Tasha Smith,1971,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Freddy Rodríguez,enero,[''],"['Reparto', 'Producción']",Nominado para 1 premio Primetime Emmy
Mohamed Hsain,No data,['Next to Babilonia'],['Reparto'],Sin oscar
Patrick McDonnell,No data,"['Padre Ted', '1998 • 1 episodio', 'Frank', 'Serie de TV', '7,0']","['Reparto', 'Guion']",Más en IMDbPro
Katherine Carlson,No data,"['Orgies and the Meaning of Life', 'The Movie Hero', 'Drama', '2003', '2003']","['Reparto', 'Guion', 'Producción']",Sin oscar
Annette Kellow,No data,"['Gloss', 'Broken Obsessions', 'Death & Rejection', '5,6']","['Reparto', 'Guion', 'Producción']",Sin oscar
Pankaj Kapur,1954,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Jeremy Irons,1948,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Óscar
Arnell Powell,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Erick Avari,1952,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Bill Pullman,1953,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Wine Dierickx,No data,"['Loft', 'De Dag', '2018 • 8 episodios', '2007', 'Kathleen Ongena']",['Reparto'],Sin oscar
Marilou Mermans,1944,"['De wet volgens Milo', '2004–2005 • 3 episodios', 'Ysabeau de CrébillonIsabeau de Crébillon', 'Serie de TV', 'Película de TV']",['Reparto'],Sin oscar
Anica Dobra,1963,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Jill Marie Jones,1975,[''],"['Reparto', 'Producción']",Sin Oscar
Navi Rawat,1977,[''],['Reparto'],Sin Oscar
Stacy Edwards,1965,[''],"['Reparto', 'Producción']",Sin Oscar
Eric Walsh,No data,"['Vikingos: Valhalla', '2023–2024 • 14 episodios', 'Equipos adicionales']",['Equipos adicionales'],Sin oscar
Sergio Hernández,1945,[''],"['Reparto', 'Dirección de fotografía y cámara', 'Cámara y electricidad']",Sin Oscar
Brandon Fobbs,No data,[''],"['Reparto', 'Producción', 'Dirección']",Más en IMDbPro
Andrée Damant,1929,[''],['Reparto'],Sin oscar
Francis Renaud,1967,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Peter-Henry Arnatsiaq,No data,"['Atanarjuat', 'Uvanga', 'Le jour avant le lendemain', 'The Journals of Knud Rasmussen']","['Reparto', 'Equipos adicionales']",Sin Oscar
Aaron Yoo,1979,[''],"['Reparto', 'Dirección de fotografía y cámara']",Sin Oscar
Kevin Heller,No data,"['Deutschland sucht den Superstar', '2020 • 2 episodios']",No data,Sin oscar
Carlos Defeo,2023,"['La flor', 'Sin retorno', 'Lluvia', 'Me case con un boludo']",['Reparto'],Sin oscar
Ruth Smith,No data,['El mago de Oz'],['Reparto'],Sin oscar
Dimitra Larentzaki,No data,"['Treis stigmes', 'Behold', 'To tyhero 7']",['Reparto'],Sin oscar
Mark Brady,No data,[''],['Reparto'],Más en IMDbPro
Darrel Cox,1967,"['Partu', 'Ace', 'Lorenzo & Monica']","['Producción', 'Reparto', 'Edición']",Sin Oscar
Pascal Maetens,No data,"['Perverse Conclave', '2011', '2013', 'Max', 'Peter']",['Reparto'],Sin Oscar
Chloe Hesar,No data,"['Survivor', 'Faintheart', 'Testigo mudo', '2008 • 2 episodios', 'Evie Soloman']",['Reparto'],Sin oscar
Jacques Bonnaffé,1958,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Raúl Beltrán,No data,"['Erase una vez en Bolivia', 'Che: Guerrilla', 'Blackthorn: Sin destino', 'Cuestión de fe']",['Reparto'],Sin Oscar
Ziyi Zhang,1979,[''],"['Reparto', 'Producción', 'Dirección']",Nominado a 3 premios BAFTA
Lars Brygmann,1957,[''],['Reparto'],Sin Oscar
Jaren Brandt Bartlett,1988,"['Si yo tuviera alas', 'Arctic Air', '2012–2013 • 8 episodios', 'Blue BeetleJaime Reyes', 'Serie de TV']","['Reparto', 'Producción', 'Edición']",Sin Oscar
Mitsuru Fukikoshi,1965,[''],['Reparto'],Sin oscar
Alan Davies,1966,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
José Luis Díaz,No data,"['Relatos salvajes', 'El secreto de sus ojos', 'El gato desaparece', 'El aura']","['Sonido', 'Reparto', 'Música']",Sin Oscar
Dotan Baer,1971,[''],"['Producción', 'Reparto', 'Dirección']",Sin oscar
Sonu Sood,1973,[''],"['Reparto', 'Producción']",Sin Oscar
Jason Behr,1973,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Ed Quinn,febrero,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Peter Friedman,1949,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Minna Haapkylä,1973,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
José María de Tavira,1983,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Serge Hazanavicius,1963,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Pierfrancesco Favino,1969,[''],"['Reparto', 'Equipos adicionales', 'Producción']",Sin Oscar
Rebecca Neuenswander,No data,"['Rigged', 'The History of America', '2008']",['Reparto'],Sin oscar
Ethan McIver,No data,['Ten Empty'],['Reparto'],Sin oscar
Takuya Ishida,1987,"['La chica que saltaba a través del tiempo', 'Semishigure', 'Riaru onigokko', 'Seishun no mon: Chikuhô hen']",['Reparto'],Sin Oscar
Tony Kgoroge,No data,[''],"['Reparto', 'Dirección']",Sin Oscar
Josef Bierbichler,1948,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Dalia Elnecavé,No data,"['Naranjo en flor', 'Los simuladores', '2003 • 1 episodio', 'Diana', 'Serie de TV']",['Reparto'],Sin oscar
Ashley Hinson,No data,"['Vacaciones', 'En algún lugar de la memoria', 'Rise: Cazadora de sangre', 'W.M.D.']","['Transporte', 'Reparto', 'Localización']",Sin oscar
Robert Clohessy,1957,[''],"['Reparto', 'Producción']",Sin Oscar
Theo Maassen,1966,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Marita Ballesteros,No data,[''],['Reparto'],Más en IMDbPro
Siddiqua Akhtar,No data,"[""I Can't Think Straight"", 'Tin Holiday', 'The Full Monty', 'Hard Sun', '2018 • 1 episodio']",['Reparto'],Sin oscar
Theresa Russell,1957,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Caco Senante,1949,[''],"['Reparto', 'Composición', 'Guion']",Sin oscar
Penn Badgley,1986,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Christian Martin,1975,[''],"['Reparto', 'Dirección', 'Producción']",Sin oscar
Louis Garrel,1983,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Jill Curran,No data,"['Rounds', 'Carly Comes Home', '2009', '2007', 'Secretary 2005']",['Reparto'],Sin oscar
Erica Hood,No data,['Good Girl Freak Out'],['Reparto'],Sin oscar
Maxime Dumontier,1988,"['Nos étés', '2005 • 4 episodios', '2016', '2015', '2012']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Cámara y electricidad']",Sin oscar
Martin Escudero,No data,[''],['Reparto'],Más en IMDbPro
Michael Hagan,No data,[''],['Reparto'],Más en IMDbPro
Toni Cantó,1965,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Dean Kelly,1975,[''],['Reparto'],Sin oscar
Caroline Dhavernas,1978,[''],"['Reparto', 'Producción', 'Sonido']",Sin Oscar
César Navarro,No data,"['Poker', 'La septima puerta', '2004–2005 • 13 episodios', 'Sebastian', 'Serie de TV']",['Reparto'],Sin oscar
Don Danielson,1970,[''],"['Reparto', 'Guion']",Sin oscar
Stefania Sandrelli,1946,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Liv Tyler,1977,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Trey Farley,1975,"['Quiero ser como Beckham', ""Perkins' 14"", 'Martyr', 'Wu wen lu cheng']","['Reparto', 'Guion', 'Cámara y electricidad']",Sin oscar
Josep Linuesa,1966,[''],"['Reparto', 'Guion', 'Composición']",Sin Oscar
Jorge Rodríguez Paz,No data,"['Diarios de motocicleta', 'Ojos que no ven', 'Caídos del cielo', 'Bajo la piel']",['Reparto'],Sin oscar
Inga Salurand,1983,"['Taarka', 'Falshiviy flag', 'Mustad lesed', '2015 • 3 episodios', '2010']",['Reparto'],Sin oscar
Marlo Williams,No data,"['Stand Up', 'Jada', 'Ephrian', '6,7']","['Guion', 'Reparto', 'Producción']",Sin oscar
Hélène Fillières,1972,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Eszter Nagy-Kálózy,1966,"['Hamvadó cigarettavég', 'Édes Anna', '1990', '1990', 'Fifóné Gellényi Anikó']",['Reparto'],Sin Oscar
António Pedroso,No data,"['A Zona', ""Daqui p'ra alegria"", 'O Senso dos Desatinados', '2008', 'Reparto']",['Reparto'],Sin oscar
