0,1,2,3,4
Satish Shah,1951,[''],"['Reparto', 'Producción']",Sin Oscar
Carrie Fisher,1956,[''],"['Reparto', 'Equipos adicionales', 'Guion']",Nominado para 3 premios Primetime Emmy
Garcia Andrea,No data,[''],['Reparto'],Más en IMDbPro
Gillian Anderson,1968,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 2 premios Primetime Emmy
Franka Potente,1974,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Ian Davidson,No data,"[""Monty Python's Flying Circus"", '1969–1970 • 8 episodios', '1972 • 13 episodios', 'Dirección', 'Serie de TV']","['Guion', 'Guion y continuidad', 'Dirección']",Sin oscar
Leif Andrée,1958,[''],['Reparto'],Sin Oscar
John Billingsley,1960,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Michael Curran,No data,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Sylvie Drapeau,1962,[''],['Reparto'],Sin Oscar
Tony Dadika,No data,[''],"['Reparto', 'Vestuario', 'Producción']",Más en IMDbPro
Kathryn Ely,No data,"['County General', ""God's Ears"", 'Feeding Grounds', '2006', 'Kat']",['Reparto'],Sin oscar
Jacqueline Bisset,1944,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Antonis Karistinos,No data,[''],['Reparto'],Más en IMDbPro
Jake Canuso,1970,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Alice Greczyn,1986,[''],"['Reparto', 'Guion', 'Cámara y electricidad']",Sin oscar
Tim Langhorne Brown,No data,['Dark Streets'],['Reparto'],Sin oscar
Péter Bergendy,1964,"['Post Mortem', 'The Exam', 'Trezor', 'Kontroll']","['Dirección', 'Guion', 'Reparto']",Sin Oscar
Brenda Fricker,1945,[''],['Reparto'],Ganó 1 premio Óscar
Anastasia Hille,1965,[''],['Reparto'],Nominado a 1 premio BAFTA
Scarlett Alice Johnson,1985,[''],['Reparto'],Sin oscar
Stu Klitsner,No data,"['En busca de la felicidad', 'La lista negra', 'Los pasajeros del tiempo', 'Falcon Crest', '1982–1987 • 3 episodios']",['Reparto'],Sin oscar
Ted Monte,diciembre,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Phil Rosenthal,1960,[''],"['Producción', 'Guion', 'Reparto']",Ganó 2 premios Primetime Emmy
Xavier Samuel,1983,[''],"['Reparto', 'Banda sonora']",Sin Oscar
A.J. Tannen,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Christianny Lima,No data,[''],"['Reparto', 'Producción', 'Dirección de producción']",Sin oscar
Josh Gad,1981,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Fausto Collado,No data,"['Héroes y demonios', 'Naranjo en flor', '8 Tiros', 'El Polaquito']",['Reparto'],Sin oscar
Gwyn Vaughan Jones,No data,"['Torchwood', '2006 • 1 episodio', '1999', 'Minister', 'Mr. Snape']",['Reparto'],Sin oscar
Sandra Collantes,No data,[''],['Reparto'],Más en IMDbPro
Vinnie Jones,1965,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Billur Kalkavan,1962,"['Ihlamurlar Altinda', '2005–2006 • 39 episodios', '1978', '2000', '1969']",['Reparto'],Sin oscar
Amparo Vázquez Serrano,No data,['Goodnight Irene'],['Reparto'],Sin oscar
Sandra Flomenbaum,No data,"['Furtivo', 'Silvia Prieto', 'El perfil de Lisa', 'Clarilandia']","['Reparto', 'Dirección', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Logan Huffman,1989,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Nigel Bennett,1949,[''],"['Reparto', 'Dirección', 'Especialistas']",Sin Oscar
Gustavo Sumpta,No data,"['Ave Rara', ""Everything's OK"", '2016', 'Rui', 'Man in Disco']",['Reparto'],Más en IMDbPro
Geoff Falk,1962,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Boris Ruiz,No data,[''],"['Reparto', 'Dirección']",Más en IMDbPro
Beth Burvant,1970,"['Philip Morris ¡Te quiero!', 'El bibliotecario: La maldición del cáliz de Judas', '2008', '2009', '2020']","['Reparto', 'Equipos adicionales', 'Producción']",Sin Oscar
James Biberi,No data,[''],"['Reparto', 'Producción', 'Dirección']",Más en IMDbPro
Christian Bale,1974,[''],"['Reparto', 'Producción', 'Edición']",Ganó 1 premio Óscar
Ann-Margret,1941,[''],"['Reparto', 'Banda sonora']",Nominado para 2 premios Óscar
Daniel Flynn,1961,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Simon Rex,1974,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Marshall Pynkoski,No data,"['Lucio Silla, Dramma per musica in tre atti', 'Persée', '2004', '2019', '2019']","['Equipos adicionales', 'Reparto']",Sin oscar
Cuba Gooding Jr.,1968,[''],"['Reparto', 'Guion', 'Producción']",Ganó 1 premio Óscar
Joseph 'Bo' Colen,No data,"['B.O.H.I.C.A.', 'Joe Rogan: Live', '2006', 'Equipos adicionales']","['Guion', 'Equipos adicionales', 'Reparto']",Sin oscar
Christian Kane,1972,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Maryann Ochota,1981,"['Ancient Apocalypse', '2021 • 5 episodios', 'Self', 'Serie de TV', '7,8']",No data,Sin oscar
James Ryen,No data,[''],"['Reparto', 'Especialistas', 'Producción']",Más en IMDbPro
Michael Welch,1987,[''],['Reparto'],Sin Oscar
Huub Stapel,1954,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Sharon Leal,1972,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Zsuzsa Járó,1977,"['En cuerpo y alma', 'A nyomozó', 'Drága örökösök', '2019–2023 • 315 episodios', '2003']",['Reparto'],Sin oscar
Therese Affolter,1951,[''],['Reparto'],Sin Oscar
Govinda,1963,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
Gregory Daniels,1963,[''],"['Producción', 'Guion', 'Dirección']",Ganó 5 premios Primetime Emmy
James Leard,No data,"['Mujercitas', 'Sentinel', '1998 • 1 episodio', '2003', 'Detective Frayne(as Jim Leard)']",['Reparto'],Más en IMDbPro
Shane Brolly,1970,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Kais Nashif,1978,[''],['Reparto'],Sin Oscar
Agnès Jaoui,1964,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Tava Smiley,1971,[''],"['Reparto', 'Producción', 'Guion']",Ganó 1 premio Primetime Emmy
Chloe Armstrong,No data,"['Lake Mungo', 'Macbeth', 'Blue Heelers', '2000–2004 • 2 episodios', '2006']",['Reparto'],Sin oscar
Stephen Gurewitz,No data,"['Winter Lilacs', '2009', 'Honky Kong', '7,1']","['Edición', 'Reparto', 'Edición']",Sin Oscar
Anushka Shetty,1981,[''],['Reparto'],Sin Oscar
Evin Charles Anderson,No data,[''],"['Reparto', 'Cámara y electricidad', 'Producción']",Más en IMDbPro
Mark Strange,No data,[''],"['Reparto', 'Especialistas', 'Producción']",Más en IMDbPro
Michael Retzloff,No data,"['The Wild Man of the Navidad', 'Zibb', '2013 • 1 episodio']",['Reparto'],Sin oscar
Elliott Gould,1938,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Óscar
Jennifer Aniston,1969,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Primetime Emmy
Wilson Jermaine Heredia,1971,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Richard Benjamin,1938,[''],"['Reparto', 'Dirección', 'Producción']",Nominado para 1 premio Primetime Emmy
Tolan Aman,No data,"['Claroscuro', 'Fairfield', 'Unintended', 'Uncaged']","['Cámara y electricidad', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Dan Forsythe,No data,"['El cazador de la bruja', '2007 • 1 episodio', '2008', '2011', 'Additional Voices(English version, voz)']",['Reparto'],Sin oscar
Michael Gnat,1955,[''],['Reparto'],Sin oscar
Gordon Currie,1965,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Amanda Kinsley,No data,['Childless'],['Reparto'],Sin oscar
Julian Trujillo,No data,[''],['Reparto'],Más en IMDbPro
Larry Hanes,No data,"['Saidoweizu', 'Multiple', 'Urgency', 'Escape Artist']",['Reparto'],Sin oscar
José Vitor Castiel,1960,"['Jogo Subterrâneo', 'El cuarteto', 'Sete Pecados', '2007–2008 • 91 episodios', '2018']",['Reparto'],Sin oscar
Kazuhisa Kawahara,1961,"[""Ôzu Den'ô ôru raidâ: Rettsu gô Kamen raidâ"", 'Initial D: Second Stage', '1999', 'Otaki', 'Videojuego']",['Reparto'],Sin oscar
Charles Robertson,No data,"['Transformers: La era de la extinción', 'Knight of Cups', 'Day 5', '2017 • 3 episodios', '2017']","['Edición', 'Equipos adicionales', 'Cámara y electricidad']",Sin oscar
Michael Irving,No data,[''],['Reparto'],Sin oscar
Charles Robinson,1945,[''],"['Reparto', 'Dirección', 'Casting']",Sin Oscar
Verónica Perrotta,1976,"['Las toninas van al Este', 'La mujer del padre', 'Quemadura China', 'Silvia']","['Reparto', 'Guion', 'Dirección']",Sin Oscar
Shannon Woodward,diciembre,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado a 1 premio BAFTA
Andrew Nolte,No data,"['The Tender Hook', 'The Fabric of a Dream: The Fletcher Jones Story', 'Menzies and Churchill at War', '2008', 'Soldier']",['Reparto'],Sin oscar
Mattia Sbragia,1952,"['La pasión de Cristo', ""Ocean's Twelve: Uno más entra en juego"", 'Righetto', 'Serie de TV']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Yû Kamio,1970,[''],['Reparto'],Sin oscar
Isabel Abreu,1978,[''],['Reparto'],Sin Oscar
Marilou Berry,1983,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Gaurav Gera,1973,[''],['Reparto'],Sin Oscar
Mallika Sherawat,1976,[''],['Reparto'],Sin Oscar
Erik Dellums,1964,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Bob Sapp,1973,[''],['Reparto'],Sin Oscar
Lydia Hearst,1984,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Gonçalo Waddington,1977,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Vidya Balan,1979,[''],"['Reparto', 'Producción']",Sin Oscar
Mari Kiss,1952,"['Conociendo a Julia', 'Vámmentes házasság', 'La hija de las tinieblas', '1990', '2003']",['Reparto'],Sin oscar
Robinne Lee,1974,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Raquel Araujo,No data,['Lake Tahoe'],['Reparto'],Sin oscar
Alice de Lencquesaing,1991,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Dirección']",Sin Oscar
Tara Brook,No data,"['Alexander y el día terrible, horrible, espantoso, horroroso', ""All God's Children Can Dance"", 'L.', '2007 • 1 episodio', '2016']","['Reparto', 'Equipos adicionales']",Sin oscar
Michael Nyqvist,1960,[''],"['Reparto', 'Producción']",Sin Oscar
Carolina Arguesa,No data,"['El garabato', 'Mujer, casos de la vida real', '2006 • 4 episodios']",['Reparto'],Sin oscar
Thomas Kretschmann,1962,[''],['Reparto'],Sin Oscar
Gianni Franco,No data,"['En tercera persona', 'Año 225, después del holocausto', 'Los invasores del abismo', 'Signora Volpe', '2022 • 1 episodio']",['Reparto'],Más en IMDbPro
Brad Bumgardner,1975,[''],"['Reparto', 'Efectos visuales']",Sin oscar
Travis Schuldt,1974,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin oscar
Lorenzo Lamas,1958,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Debra Monk,febrero,[''],"['Reparto', 'Producción', 'Banda sonora']",Ganó 1 premio Primetime Emmy
Adam Brody,1979,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Katherine Erhardy,No data,"['El mosquetero', 'El autoestopista', '1991 • 1 episodio', 'Louise Vallardès(as Catherine Erhardy)', ""Mme Charpentier - l'assistante sociale(as Catherine Erhardy)""]",['Reparto'],Más en IMDbPro
Perry Revell,No data,['Prueba de fuego'],['Reparto'],Sin oscar
Scot Williams,1972,[''],"['Reparto', 'Producción']",Sin oscar
Jonathan LaPaglia,1969,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Keith Myers,No data,[''],"['Reparto', 'Guion', 'Dirección']",Más en IMDbPro
Ty Hodges,1981,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Tracey Gold,1969,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Taryn Waldman,No data,"['Frances Ha', ""I'll Come Running"", 'Wallis y Eduardo: El romance del siglo', ""Brownie's Story""]","['Edición', 'Edición', 'Dirección']",Sin oscar
Brad Pitt,1963,[''],"['Producción', 'Reparto', 'Equipo ejecutivo']",Ganó 2 premios Óscar
Nanda Costa,1986,[''],['Reparto'],Sin Oscar
Jay Hernandez,1978,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Amy Brenneman,1964,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 5 premios Primetime Emmy
Max Mauff,1987,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Philip Seymour Hoffman,1967,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Óscar
Larry Sullivan,septiembre,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Vuk Kostic,1979,"['Tiro al blanco', 'Mala nocna muzika', 'Dara of Jasenovac', 'Ubice mog oca', '2016–2023 • 67 episodios']","['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Seiko Higuma,No data,"['The Winter Butterfly', 'The Mark', '2011', '2004', '2006']",['Reparto'],Más en IMDbPro
Amy Hargreaves,enero,[''],"['Reparto', 'Producción']",Sin Oscar
Cecilia Colby,No data,"['Gnomeland', 'Bigga Than Ben']","['Reparto', 'Producción']",Sin oscar
Eric Avilés,No data,"['Dos colgados en Chicago: Los visitantes cruzan el charco', 'Butch Camp', 'Once Upon a Time in the Hood', 'Generación perdida']",['Reparto'],Más en IMDbPro
Morgan Early,No data,"['Tru Loved', 'Mesmerize Me', '2009', 'Producción', 'Self']","['Reparto', 'Vestuario', 'Producción']",Sin oscar
Drew Allyn,No data,[''],"['Dirección', 'Guion', 'Cámara y electricidad']",Más en IMDbPro
Sergey Kosenko,No data,['Sappho'],['Reparto'],Sin oscar
Norma Colón,No data,"['Talento de barrio', 'La granja', 'Punto 45', '7,1']","['Reparto', 'Maquillaje']",Sin oscar
Iñake Irastorza,1955,"['Todos estamos invitados', 'Ventajas de viajar en tren', 'La sombra de nadie', 'En 80 días']",['Reparto'],Sin oscar
Kirin Kiki,1943,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Anatoliy Pashinin,No data,"['Golondrinas de la noche', '2013 • 6 episodios', '2008', 'Vadim Shmelyov', 'Gost na vecherinke']","['Reparto', 'Producción']",Más en IMDbPro
Sheree Bynum,No data,"['Donna Ray', 'The Poet', 'Nothing Like Thanksgiving', 'I Used to Love Her']","['Reparto', 'Casting']",Sin Oscar
Roland T. Abasolo,No data,"['Ejecución inminente', 'Soñando con peces', 'Harrison Montgomery', 'Happily Even After']",['Reparto'],Sin oscar
Dante Spinotti,1943,[''],"['Dirección de fotografía y cámara', 'Cámara y electricidad', 'Reparto']",Nominado para 2 premios Óscar
Chace Crawford,1985,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Princess Daazhraii Johnson,No data,[''],"['Producción', 'Reparto', 'Guion']",Más en IMDbPro
Laura Breckenridge,1983,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Eva Green,1980,[''],"['Reparto', 'Producción', 'Banda sonora']",Ganó 1 premio BAFTA
Ledicia Sola,1978,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
David Carradine,1936,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 1 premio Primetime Emmy
Félix Gómez,1977,[''],['Reparto'],Sin Oscar
Kenjirô Ishimaru,1953,"['Fullmetal Alchemist', 'Kamen Raidâ × Supâ Sentai: Supâ Hîrô Taisen', 'Ring 2: El círculo 2', 'Kamen raidâ Dikeido', '2009 • 3 episodios']",['Reparto'],Sin oscar
Lance Gross,1981,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Fernando Guillén,1932,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Peter O'Toole,1932,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 8 premios Óscar
Adela Secall,1980,"['Coronación', 'Su Nombre es Joaquín', '2011–2012 • 84 episodios', 'María Paz del Sante', 'Serie de TV']",['Reparto'],Sin Oscar
Hong Tao,1972,[''],"['Reparto', 'Producción']",Sin Oscar
Eshaya Draper,1998,[''],['Reparto'],Sin oscar
Richard Halverson,No data,"['El regreso de Hércules', 'The Captain', 'The Spy Who Loved His Car', '2013', '2015']","['Reparto', 'Producción']",Sin oscar
Ruby Lee Roebuck,No data,['Shaniko'],['Reparto'],Sin oscar
Weiwei Liu,No data,[''],['Reparto'],Más en IMDbPro
Antonio D. Charity,1972,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Brad Davidson,No data,"['Monica', '7,7', '4,5', '5,8']",['Reparto'],Sin oscar
Roman Luknár,1965,[''],['Reparto'],Sin Oscar
Paloma Arredondo,No data,[''],"['Reparto', 'Equipos adicionales', 'Casting']",Más en IMDbPro
Hanna Ekman,No data,"['Död vid ankomst', 'Skenbart: En film om tåg', 'Ogifta par ...en film som skiljer sig', 'Compulsión mortal']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Casting']",Sin oscar
Sean Kaysen,No data,"['Escape from Tomorrow', 'To Be Friends', 'Em']","['Diseño de producción', 'Reparto']",Sin oscar
Clémentine Poidatz,1981,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Johnny Whitworth,octubre,[''],"['Reparto', 'Producción']",Sin oscar
Le Dung Nhi,No data,"['Hoài Vu Trang', '6,2', '7,7', '7,9']",['Reparto'],Sin oscar
Anna Madeley,1977,[''],['Reparto'],Sin Oscar
Caroline Delran,No data,['Between Love & Goodbye'],['Reparto'],Sin oscar
Erik Fjeldsted,No data,"['You Kill Me', 'Destino Canadá', 'Pisces', 'Europe']","['Arte', 'Decoración', 'Reparto']",Sin oscar
Andrea Ivett Eröss,1999,[''],"['Reparto', 'Dirección de casting', 'Producción']",Sin oscar
Momo Dione,febrero,[''],"['Reparto', 'Dirección', 'Producción']",Sin oscar
Guilherme Pina Cabral,No data,['A Zona'],['Reparto'],Sin oscar
Sam Milby,1984,[''],"['Reparto', 'Edición', 'Banda sonora']",Sin Oscar
Juan Mabson,No data,[''],['Reparto'],Sin oscar
Cameron Icon Giddings,No data,"['Through the Valley', '21 and a Wake-Up', 'The Gordon Keith Show', '2008 • 1 episodio']",['Reparto'],Sin oscar
Vincent Leclerc,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Axel Alba,No data,"['Alvin y las ardillas', 'The Eye (Visiones)', 'Final Fantasy VII - Advent Children', 'Un chihuahua en Beverly Hills']","['Reparto', 'Equipos adicionales']",Sin oscar
Justin Chon,1981,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Lindsey Brooke,1983,[''],"['Reparto', 'Guion']",Sin oscar
Thannya Beck,No data,['A Simple Promise'],['Reparto'],Sin oscar
Valentin Uritescu,1941,"['Zloty pociag', 'El roble', 'Ochi de urs', 'Faleze de nisip']",['Reparto'],Sin Oscar
Victor Hugo Ogaz,No data,"['Diarios de motocicleta', 'No Nos Quieren Ver', '2021 • 7 episodios', '2016', '2014']",['Reparto'],Sin oscar
Danielle Ilian,No data,"['The Errand of Angels', 'Wie das Schwein zum Metzger wurde', '2013']",['Reparto'],Sin oscar
Lasheka Brown,No data,"['Goodbye Solo', 'Independent Lens', '2010 • 1 episodio']",['Reparto'],Sin oscar
Rosemarie DeWitt,1971,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Matt Craven,1956,[''],"['Reparto', 'Producción']",Sin Oscar
Charlie Robson,1986,[''],"['Reparto', 'Guion']",Sin Oscar
Bakhitzhan Alpeisov,No data,"['Strizh', '7,2', 'Karim', '2015']",['Reparto'],Sin oscar
Shôsuke Tanihara,1972,"['Sky High', 'Gokudô sengokushi: Fudô', 'Hana yori dango', 'Gojira: Fainaru uôzu']",['Reparto'],Sin oscar
Sonja Bennett,1980,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
,1928,[''],['Reparto'],Ganó 4 premios Primetime Emmy
Leire Ucha,1975,[''],['Reparto'],Sin oscar
Tracy Morgan,1968,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 2 premios Primetime Emmy
Liane Balaban,1980,[''],"['Reparto', 'Guion']",Sin Oscar
João Garcia Miguel,No data,"['Rádio Relâmpago', '2003', '2008', 'Diretor', 'Reparto']","['Reparto', 'Guion']",Sin oscar
Black Prince,No data,[''],"['Reparto', 'Dirección', 'Casting']",Más en IMDbPro
Vicky McClure,1983,[''],"['Reparto', 'Producción', 'Guion']",Ganó 1 premio BAFTA
Debbie Rochon,1968,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Pierre Arditi,1944,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Liping Lü,1960,[''],"['Reparto', 'Equipo ejecutivo']",Sin Oscar
Clarke Peters,1952,[''],"['Reparto', 'Producción', 'Guion']",Nominado a 1 premio BAFTA
Fabiola Campomanes,1972,[''],['Reparto'],Sin Oscar
Anais Thomassian,No data,"['Hello Darling', 'No Soliciting', 'In the Morning', '2005', '2018']","['Reparto', 'Guion', 'Dirección']",Sin oscar
Chad Allen,1974,[''],"['Reparto', 'Producción']",Sin Oscar
Aaron Himelstein,1985,"['Austin Powers en Miembro de Oro', 'Seducción mortal', 'Sugar Mountain', '2005', '2015']","['Reparto', 'Producción', 'Guion']",Sin Oscar
Jessica Gomes,No data,[''],['Reparto'],Más en IMDbPro
Leonardo Medeiros,1964,[''],"['Reparto', 'Producción', 'Casting']",Sin Oscar
Bob Brown,1959,[''],"['Especialistas', 'Dirección de la segunda unidad o asistencia a dirección', 'Reparto']",Sin Oscar
Raniel Dave Balasabas,No data,['The Amazing Truth About Queen Raquela'],['Reparto'],Sin oscar
Rodica Ionescu,No data,"['La muerte del señor Lazarescu', 'Femeia visurilor', 'Schimb valutar', 'Binecuvântatã fii, închisoare']",['Reparto'],Sin oscar
Adrian Dunbar,1958,[''],"['Reparto', 'Producción', 'Dirección']",Nominado a 2 premios BAFTA
Lili Monori,1945,[''],['Reparto'],Sin Oscar
Frank Grillo,junio,[''],"['Reparto', 'Producción', 'Equipo ejecutivo']",Sin Oscar
Harriet Walter,1950,[''],"['Reparto', 'Banda sonora']",Nominado para 5 premios Primetime Emmy
Christopher Haas,No data,"['Monocerus', 'Desperate Crossing: The True Story of the Mayflower', 'Red Dead Redemption', '2010']",['Reparto'],Sin oscar
Jessica Hutson,1988,"['Alaska: Ice Cold Killers', '2012–2016 • 28 episodios', 'Equipos adicionales', 'Serie de TV', '5,2']","['Equipos adicionales', 'Reparto', 'Vestuario']",Sin oscar
Elina Löwensohn,1966,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Katja Alemann,No data,"['De corazón', '1997–1998 • 356 episodios', '2023', '1994 • 19 episodios', '1992']",['Reparto'],Sin oscar
Sharon Raginiano,1967,[''],['Reparto'],Sin oscar
Bailey Garno,1993,[''],['Reparto'],Sin oscar
Aaron Ashmore,1979,[''],"['Reparto', 'Producción']",Sin Oscar
Gonçalo Amorim,No data,"['Veneno Cura', 'Nenhures', '5,2', '5,0']",['Reparto'],Sin oscar
Susanna Bihari,1980,"['Ein Tag, eine Nacht und ein bisschen Morgen', '5,8', '7,4', 'Erlesen']",['Reparto'],Sin oscar
Dominique Generaux,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Clyde Risley Jones,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Almanbiet Tabildi Uulu,No data,['Tengri'],['Reparto'],Sin oscar
Takaya Yamauchi,No data,"['Kubo Ibuki', 'Seven Souls in the Skull Castle: Season Wind', 'Setouchi shonen yakyu dan', 'Asa ga kita', '2015–2016 • 68 episodios']",['Reparto'],Sin oscar
Mario Canonge,No data,"['35 rhums', 'Une île au bout des pinceaux', 'Corto', '7,5']","['Música', 'Reparto', 'Composición']",Sin oscar
Stephanie Sanditz,No data,[''],"['Guion', 'Reparto', 'Dirección']",Más en IMDbPro
Ana Celentano,1969,[''],['Reparto'],Sin Oscar
Ivan Bosiljcic,1979,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Rhonda Doyle,No data,[''],['Reparto'],Más en IMDbPro
Aashish Chaudhary,1978,[''],['Reparto'],Sin Oscar
Gerhard Gutberlet,1963,"['Holgi', ""Guitar Men: The Darkest Secret of Rock'n Roll"", '2008', '2008', '2013']",['Reparto'],Sin oscar
Paul Bettany,1971,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Primetime Emmy
Cara Horgan,No data,[''],['Reparto'],Más en IMDbPro
Simone Yenkinson,No data,['Palabra por palabra'],['Reparto'],Sin oscar
Roxana Iancu,No data,"['Boogie', 'Sabina: Tortured for Christ - The Nazi Years', 'Flu Bird Horror', '2008', '1996']",['Reparto'],Sin oscar
Mohamed El Jamarti,No data,['Next to Babilonia'],['Reparto'],Sin oscar
Grego Rossello,No data,"['Bruja', 'Palabra por palabra', 'Yo, Potro', '2018', '2022–2023 • 10 episodios']","['Reparto', 'Producción']",Sin oscar
Amanda Setton,1985,[''],['Reparto'],Sin Oscar
Archana Puran Singh,1962,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Kelsey Grammer,1955,[''],"['Producción', 'Reparto', 'Música']",Ganó 5 premios Primetime Emmy
Emma Suárez,1964,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Ana Franic,1981,[''],"['Reparto', 'Banda sonora']",Sin oscar
Geraldine Alexander,1960,[''],['Reparto'],Sin oscar
Amin Joseph,abril,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Julian Curelop,No data,"['Gospel Truth', 'Guilty Shoes', 'Love In the Year 2000', 'The Dark Horse']",['Reparto'],Sin oscar
Isabel Quinteros,No data,"['El día que me quieras', '1994 • 194 episodios', '1997', '1986', '2023']",['Reparto'],Sin oscar
Anja Owe,1962,"['Tour de Force', 'Sølvtråd', 'Craig', 'Per el afortunado']",['Reparto'],Sin oscar
Laila Rouass,1971,[''],['Reparto'],Sin oscar
Evelina Fernández,1954,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Rebecca Gibney,1964,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Michael Paré,1958,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Cornelio Flores Meza,No data,['El camino'],['Reparto'],Sin oscar
Jacob Anderson,1990,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Mel Raido,1977,[''],"['Reparto', 'Producción']",Sin oscar
Manjari Fadnnis,1984,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Ingvar Sigurdsson,1963,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Eric De Gama,No data,[''],['Reparto'],Más en IMDbPro
Jasmin Schwiers,1982,[''],"['Reparto', 'Guion']",Sin Oscar
Laura Bertram,1978,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Takaya Kamikawa,1965,"['El cuento de la princesa Kaguya', 'Tôkyô yakyoku', 'Fukurô no shiro', 'Kodai shôjo Dogu-chan', '2009 • 4 episodios']",['Reparto'],Sin Oscar
Samir Harrag,No data,[''],"['Reparto', 'Guion', 'Dirección']",Más en IMDbPro
