tt0132905,El coronel no tiene quien le escriba,"6,6",NO DATA
tt0131566,Rogue Trader,"6,4",30
tt0132164,The Florentine,"5,6",46
tt0132477,October Sky,"7,8",91
tt0133877,Nag la bombe,"5,2",NO DATA
tt0132160,The First of May,"6,8",NO DATA
tt0132563,To Walk with Lions,"6,7",85
tt0134119,The Talented Mr. Ripley,"7,4",NO DATA
tt0133412,Best Laid Plans,"6,1",43
tt0133327,24 Nights,"6,2",57
tt0134033,Plunkett & Macleane,"6,3",24
tt0134154,Ride with the Devil,"6,7",NO DATA
tt0134618,"Mystery, Alaska","6,7",37
tt0134273,8MM,"6,6",23
tt0135790,Bang Boom Bang - Ein todsicheres Ding,"7,5",8
tt0136423,Nachtgestalten,"7,4",NO DATA
tt0137148,A Packing Suburbia,"4,3",NO DATA
tt0137079,Lola + Bilidikid,"6,9",40
tt0138787,Seamless: Kidz Rule,"2,3",NO DATA
tt0139151,Inferno,"5,1",20
tt0138829,Spank,"4,8",NO DATA
tt0137195,Road Kill,"5,7",68
tt0137523,Fight Club,"8,8",79
tt0138834,Story of a Bad Boy,"5,2",40
tt0139668,True Crime,"6,6",56
tt0140397,Mumford,"6,8",57
tt0138387,The Cut Runs Deep,"6,9",7
tt0138689,Paging Emma,"8,1",NO DATA
tt0137363,Arlington Road,"7,2",63
tt0137338,200 Cigarettes,"5,9",30
tt0140352,The Insider,"7,8",NO DATA
tt0138531,Kick,"5,5",NO DATA
tt0138771,Sally Marshall Is Not an Alien,"5,3",83
tt0139134,Cruel Intentions,"6,8",54
tt0138304,The Astronaut's Wife,"5,4",15
tt0138493,Hit and Runway,"6,6",32
tt0138420,Envy,"5,5",29
tt0138511,If... Dog... Rabbit,"5,4",NO DATA
tt0139606,Shades,"5,2",33
tt0139882,Bastards,"6,4",NO DATA
tt0138750,Roberta,"5,4",64
tt0138359,Chillicothe,"6,6",71
tt0138681,The Opportunists,"5,7",54
tt0139394,The Joyriders,"5,9",67
tt0138885,Trapped,"7,1",46
tt0139877,La balia,"6,6",60
tt0140337,Loser Love,"4,7",NO DATA
tt0139462,Message in a Bottle,"6,2",32
tt0138874,Ba mùa,"7,2",83
tt0140612,Il tempo dell'amore,"6,5",NO DATA
tt0139861,Arunachalam,"7,5",NO DATA
tt0139699,Varsity Blues,"6,5",43
tt0141116,Gengszterfilm,"5,8",NO DATA
tt0145503,Sunshine,"7,5",95
tt0145681,The Bone Collector,"6,7",NO DATA
tt0143261,Friends & Lovers,"4,4",7
tt0145653,Angela's Ashes,"7,3",52
tt0141974,The War Zone,"7,3",84
tt0142215,Histoires d'hiver,"7,0",NO DATA
tt0142342,Big Daddy,"6,4",39
tt0144688,Wildflowers,"5,5",57
tt0142201,Crazy in Alabama,"6,2",42
tt0144286,The Lost Son,"6,4",41
tt0143924,Taxman,"5,3",33
tt0144669,Vivid,"4,2",NO DATA
tt0142804,Resurrection,"6,1",NO DATA
tt0144715,Holy Smoke,"5,9",46
tt0143746,Molly,"5,7",14
tt0143900,St. Pauli Nacht,"6,1",NO DATA
tt0144201,La fille sur le pont,"7,5",NO DATA
tt0144134,The Cherry Orchard,"6,4",54
tt0145893,Simply Irresistible,"5,2",16
tt0143944,Toni,"5,2",86
tt0144214,The General's Daughter,"6,4",21
tt0144178,Dreaming of Joseph Lees,"6,3",NO DATA
tt0145929,Návrat idiota,"7,2",NO DATA
tt0145844,Intelligence,"6,0",76
tt0144605,Shark in a Bottle,"3,6",NO DATA
tt0146516,Buddy Boy,"6,3",50
tt0146786,Game Day,"5,3",82
tt0147643,Unbowed,"7,2",40
tt0146879,The Hi-Line,"6,0",NO DATA
tt0146838,Any Given Sunday,"6,9",6
tt0148583,Passion,"5,7",NO DATA
tt0147287,Row Your Boat,"5,3",NO DATA
tt0147599,Thick as Thieves,"5,9",56
tt0150337,The Divine Ryans,"5,9",NO DATA
tt0148103,Emporte-moi,"6,9",NO DATA
tt0150216,Cradle Will Rock,"6,8",NO DATA
tt0149581,Absolutt blåmandag,"5,9",6
tt0148303,Souvenirs intimes,"6,5",NO DATA
tt0147800,10 Things I Hate About You,"7,3",71
tt0149568,Aa Ab Laut Chalen,"5,3",NO DATA
tt0150377,Double Jeopardy,"6,5",6
tt0149357,My Father's Angel,"7,0",NO DATA
tt0149691,Anywhere But Here,"6,2",64
tt0150641,Fresh Air,"5,5",NO DATA
tt0150634,Freak Weather,"6,7",NO DATA
tt0150992,Hum Dil De Chuke Sanam,"7,4",NO DATA
tt0151281,Ladies Room,"4,6",46
tt0151568,Topsy-Turvy,"7,4",90
tt0151047,In a Savage Land,"6,1",63
tt0151137,Joan of Arc,"6,4",NO DATA
tt0151331,Let the Devil Wear Black,"5,0",NO DATA
tt0151582,The Minus Man,"6,1",58
tt0152836,Taal,"6,6",40
tt0153031,This Space Between Us,"5,8",60
tt0151738,Never Been Kissed,"6,0",55
tt0152015,Pola X,"5,7",57
tt0153032,This Year's Love,"6,3",NO DATA
tt0153546,Straydogs,"4,8",5
tt0154443,8 ½ Women,"5,6",NO DATA
tt0154750,Kulkuri ja joutsen,"6,6",NO DATA
tt0155722,Gloomy Sunday - Ein Lied von Liebe und Tod,"7,8",NO DATA
tt0155711,Flawless,"6,4",NO DATA
tt0155714,Forever Midnight,"5,4",NO DATA
tt0155197,Speedway Junky,"6,0",29
tt0155388,The Winslow Boy,"7,3",NO DATA
tt0156546,Frontline,NO DATA,5
tt0156038,Salkim Hanim'in Taneleri,"6,5",NO DATA
tt0156017,Requiem für eine romantische Frau,"6,2",NO DATA
tt0156096,Spring Forward,"7,5",88
tt0155845,Magnetisøren's femte vinter,"6,4",NO DATA
tt0155198,$pent,"4,5",NO DATA
tt0156106,Stonebrook,"5,1",NO DATA
tt0158369,Woman Wanted,"5,5",39
tt0158117,La lettre,"6,2",NO DATA
tt0156881,The Pawn,"4,0",NO DATA
tt0157427,Lima: Breaking the Silence,"3,4",NO DATA
tt0156934,Random Hearts,"5,3",15
tt0156515,Entropy,"6,2",40
tt0157075,The Suburbans,"4,2",NO DATA
tt0156904,The Pornographer,"5,3",38
tt0158717,Lapin kullan kimallus,"5,8",NO DATA
tt0158671,In Her Defense,"5,3",NO DATA
tt0158583,Deterrence,"6,4",NO DATA
tt0158696,Kanárek,"5,6",60
tt0159373,Cotton Mary,"5,2",36
tt0158692,Juha,"6,8",NO DATA
tt0159272,Beautiful People,"6,7",NO DATA
tt0159542,Macbeth in Manhattan,"5,3",NO DATA
tt0158371,Sweet and Lowdown,"7,2",NO DATA
tt0159233,Abilene,"6,1",NO DATA
tt0160016,Asunder,"5,1",76
tt0160216,A Dog of Flanders,"6,2",24
tt0159624,La paloma de Marsella,"6,4",6
tt0160338,Guinevere,"5,9",68
tt0159485,Häjyt,"7,1",NO DATA
tt0159379,The Criminal,"5,5",NO DATA
tt0159277,Bellyfruit,"4,8",60
tt0160540,Money Buys Happiness,"5,9",40
tt0159101,Out of the Cold,"5,2",8
tt0160534,Milk,"5,7",29
tt0160768,Rising to the Top,"6,8",NO DATA
tt0158905,Under overfladen,"3,7",NO DATA
tt0159097,The Virgin Suicides,"7,2",8
tt0160401,In Too Deep,"6,2",39
tt0160487,Love Goggles,"5,2",NO DATA
tt0159415,Un dulce olor a muerte,"5,8",8
tt0160672,Joe the King,"6,7",68
tt0159780,Sweet Thing,"6,7",80
tt0159703,Rikos & Rakkaus,"6,0",6
tt0161219,Advice from a Caterpillar,"5,3",NO DATA
tt0159958,An Amsterdam Tale,"4,3",NO DATA
tt0160620,Oxygen,"6,0",77
tt0160916,The Story of Us,"6,0",NO DATA
tt0161100,The Wood,"7,0",61
tt0160800,Running Home,"5,9",NO DATA
tt0161010,The Trench,"5,9",41
tt0161436,Chronika Shel Ahava,NO DATA,NO DATA
tt0161542,Der Einstein des Sex,"6,2",NO DATA
tt0161977,Simon Magus,"6,9",NO DATA
tt0161292,Bleeder,"6,8",67
tt0160229,Dreamers,"5,0",NO DATA
tt0160509,Agnes Browne,"6,5",92
tt0160518,Me and Will,"5,1",NO DATA
tt0160481,The Long Road Home,"6,0",17
tt0160513,A Map of the World,"6,5",NO DATA
tt0159995,Angel's Dance,"6,1",NO DATA
tt0160596,With or Without You,"6,1",36
tt0161841,My Sweet Killer,"4,0",4
tt0161935,Pünktchen und Anton,"7,0",7
tt0161942,Revelation,"4,7",NO DATA
tt0161023,Tumbleweeds,"6,7",NO DATA
tt0162023,Tuvalu,"7,3",NO DATA
tt0162236,Just Looking,"6,6",82
tt0162903,Catfish in Black Bean Sauce,"6,6",NO DATA
tt0162527,Pauls Reise,"6,0",NO DATA
tt0162843,Ahava Mimabat Sheni,"7,2",NO DATA
tt0162662,A Slipping-Down Life,"6,1",27
tt0162625,Rukajärven tie,"6,7",NO DATA
tt0161767,Love Lies Bleeding,"4,3",NO DATA
tt0162677,Summer of Sam,"6,7",50
tt0162420,Kesher Ir,"6,2",NO DATA
tt0162909,Ha-Chaverim Shel Yana,"7,1",NO DATA
tt0162830,Twin Falls Idaho,"7,1",NO DATA
tt0163006,Captain Jack,"6,1",NO DATA
tt0163180,Rembrandt,"6,2",82
tt0163084,Mama,"6,5",NO DATA
tt0163882,Tzur Hadassim,"6,4",NO DATA
tt0164221,Virtual Sexuality,"5,1",46
tt0163889,Valerie Flake,"6,0",NO DATA
tt0163580,Kínai védelem,"6,7",NO DATA
tt0163988,Bringing Out the Dead,"6,8",4
tt0163579,Chill Factor,"5,2",10
tt0164016,Desert Thunder,"3,7",NO DATA
tt0163519,Az alkimista és a szüz,"5,9",6
tt0164368,Au coeur du mensonge,"6,6",NO DATA
tt0163776,Egy tél az Isten háta mögött,"7,0",7
tt0163893,Verses,"7,5",21
tt0164085,Limbo,"7,0",72
tt0164114,Drive Me Crazy,"5,8",3
tt0163747,Midnight Temptations 2,"3,2",NO DATA
tt0163318,A Table for One,"5,2",28
tt0163559,The Book of Stars,"6,8",78
tt0164877,"Sexo, pudor y lágrimas","6,5",80
tt0164756,Mifunes sidste sang,"7,1",NO DATA
tt0165086,The Secret Life of Girls,"5,3",NO DATA
tt0165196,Molokai: The Story of Father Damien,"6,8",NO DATA
tt0165461,Saturn,"5,4",NO DATA
tt0165454,The Runner,"5,6",24
tt0165833,Into His Arms,"5,8",NO DATA
tt0166177,Eight Lanes in Hamilton,"7,0",92
tt0165773,Felicia's Journey,"7,0",9
tt0166252,The Love Letter,"5,5",5
tt0165798,Ghost Dog: The Way of the Samurai,"7,5",83
tt0166175,East Is East,"6,9",79
tt0165859,Liberty Heights,"7,0",86
tt0166283,Návrat ztraceného ráje,"4,7",39
tt0165643,Black and White,"5,0",38
tt0166001,Two Bad Mice,NO DATA,NO DATA
tt0165854,The Limey,"6,9",NO DATA
tt0166195,Foolish,"4,9",NO DATA
tt0166635,Hans Staden,"6,6",NO DATA
tt0166811,Southern Cross,"4,1",NO DATA
tt0166601,Mr. Rice's Secret,"5,7",NO DATA
tt0168501,The Best Man,"6,7",72
tt0167404,The Sixth Sense,"8,2",86
tt0167215,Interceptors,"3,8",NO DATA
tt0166896,The Straight Story,"8,0",94
tt0167940,Flying Changes,"6,7",NO DATA
tt0167976,Happy End,"4,6",NO DATA
tt0168805,Four Days,"5,5",62
tt0166160,The Darkest Light,"5,7",NO DATA
tt0169272,Straight Shooter,"5,0",32
tt0168199,Sunburn,"6,4",NO DATA
tt0169161,Question of Privilege,"5,0",NO DATA
tt0166485,Anna and the King,"6,7",51
tt0167926,Les enfants du marais,"7,4",NO DATA
tt0167179,Gierig,"4,4",NO DATA
tt0167331,Pelísky,"8,1",NO DATA
tt0166687,Die letzte Station,"6,6",NO DATA
tt0167245,Kure melancholik,"6,5",NO DATA
tt0166943,Music of the Heart,"6,8",NO DATA
tt0167336,Pikkusisar,"5,8",NO DATA
tt0168785,Final Voyage,"3,7",31
tt0168080,Muertos de risa,"6,5",NO DATA
tt0168563,Can't Be Heaven,"5,6",62
tt0168794,The Five Senses,"6,7",NO DATA
tt0169339,Trois ponts sur la rivière,"7,1",4
tt0168848,Harlem Aria,"5,9",10
tt0168987,Better Than Chocolate,"6,1",NO DATA
tt0169347,Undercover Angel,"6,5",73
tt0168942,The Last Best Sunday,"5,9",33
tt0169346,Under the Rainbow,"5,7",NO DATA
tt0169547,American Beauty,"8,3",16
tt0169190,Rollercoaster,"6,1",68
tt0170157,Wayward Son,"6,2",NO DATA
tt0170223,"Rakkaudella, Maire","6,6",NO DATA
tt0170568,Touched,"6,2",NO DATA
tt0171326,Forbidden Sins,"4,1",50
tt0171698,Rites of Passage,"5,9",70
tt0171049,Airspeed,"3,7",NO DATA
tt0170259,Luna Papa,"7,2",88
tt0170626,Zhen xin hua,"6,0",3
tt0172338,Il dolce rumore della vita,"6,2",2
tt0171851,"Tsatsiki, morsan och polisen","6,0",NO DATA
tt0170351,Pan Tadeusz,"6,1",51
tt0170407,Pizza King,"5,4",NO DATA
tt0170718,The Trouble with Perpetual Deja-Vu,"6,1",NO DATA
tt0171576,No Vacancy,"4,7",42
tt0172477,Fuori dal mondo,"7,2",77
tt0171311,Family Tree,"5,8",33
tt0172396,The End of the Affair,"7,0",NO DATA
tt0171340,Getting to Know You,"6,9",90
tt0172726,Light It Up,"6,0",39
tt0172627,Body Shots,"4,9",92
tt0171804,Boys Don't Cry,"7,5",NO DATA
tt0171685,Ratcatcher,"7,5",86
tt0171865,Wonderland,"7,1",63
tt0172518,Guardami,"5,6",NO DATA
tt0172493,"Girl, Interrupted","7,3",53
tt0172469,Free Fall,"4,3",NO DATA
tt0173275,Superlove,"5,1",NO DATA
tt0172704,Lal Baadshah,"3,3",20
tt0173298,"Südsee, eigene Insel","5,8",NO DATA
tt0173387,Ungfrúin góða og húsið,"6,2",NO DATA
tt0174335,Wenti bu da,NO DATA,NO DATA
tt0174268,The Third Miracle,"6,5",NO DATA
tt0173171,Schlaraffenland,"5,6",NO DATA
tt0173450,"Wer liebt, dem wachsen Flügel...","3,9",NO DATA
tt0173910,Running Free,"5,4",27
tt0174330,Vénus beauté (institut),"6,3",59
tt0175593,Enemy Action,"3,9",NO DATA
tt0175605,Falling to Peaces,"6,4",NO DATA
tt0174204,Simpatico,"4,7",25
tt0175159,Shiloh 2: Shiloh Season,"5,9",NO DATA
tt0174640,Misery Harbour,"6,1",NO DATA
tt0175536,Freeway II: Confessions of a Trickbaby,"5,4",7
tt0174856,The Hurricane,"7,6",NO DATA
tt0175523,Charming Billy,"6,3",62
tt0175317,Walking Across Egypt,"7,2",88
tt0175880,Magnolia,"8,0",82
tt0175997,Out in Fifty,"3,8",NO DATA
tt0176646,Dead End,"5,4",NO DATA
tt0176948,Love and Action in Chicago,"4,9",NO DATA
tt0176234,Forever Fabulous,"7,2",NO DATA
tt0176673,Dropouts,"5,9",NO DATA
tt0176953,Lusten till ett liv,"6,0",NO DATA
tt0177507,Absolute Giganten,"7,6",94
tt0177514,L'amante perduto,"5,4",NO DATA
tt0177172,Mamy Blue,"3,7",NO DATA
tt0177747,Entre las piernas,"6,2",7
tt0177073,Ormai è fatta!,"6,5",NO DATA
tt0176250,Tube Tales,"6,1",66
tt0176426,All the Rage,"5,5",27
tt0177234,Wu wen lu cheng,"6,9",NO DATA
tt0177749,Erleuchtung garantiert,"7,2",NO DATA
tt0178737,Mansfield Park,"7,0",NO DATA
tt0177769,Fever,"5,5",66
tt0178084,Unter den Palmen,"5,2",NO DATA
tt0177347,Vägen ut,"6,3",NO DATA
tt0177967,The Key to Sex,"4,9",NO DATA
tt0178223,Nichts als die Wahrheit,"7,3",8
tt0178988,Whiteboyz,"5,4",NO DATA
tt0178860,A Reasonable Man,"6,5",NO DATA
tt0177242,Sonnenallee,"6,8",NO DATA
tt0177746,Les enfants du siècle,"6,5",43
tt0177572,Die Braut,"4,4",NO DATA
tt0179063,Third World Cop,"6,1",NO DATA
tt0178675,A Kind of Hush,"4,6",NO DATA
tt0179013,Cães Sem Coleira,"8,0",NO DATA
tt0178704,The Life Before This,"6,1",80
tt0179116,But I'm a Cheerleader,"6,8",NO DATA
tt0177576,Li chiamarono... briganti!,"5,7",NO DATA
tt0177898,The Last Seduction II,"4,3",NO DATA
tt0178721,Lovers,"6,2",50
tt0179790,The Eden Myth,"5,1",NO DATA
tt0180242,A Texas Funeral,"6,3",52
tt0180301,The Weekend,"6,3",50
tt0180181,Soft Fruit,"6,6",64
tt0180785,Klinkevals,"5,4",NO DATA
tt0179182,Forever Mine,"5,3",NO DATA
tt0180207,Stranger in My House,"5,4",NO DATA
tt0179728,El cometa,"6,5",6
tt0180817,Man van staal,"6,9",7
tt0180793,The Last September,"6,0",42
tt0181301,Bad City Blues,"4,4",NO DATA
tt0181830,Solomon and Gaenor,"6,8",70
tt0180846,Monsoon,"3,6",53
tt0180708,Funny Valentines,"7,5",NO DATA
tt0179841,Harem Suare,"6,1",68
tt0179835,G:MT Greenwich Mean Time,"6,6",NO DATA
tt0181838,Stealth Fighter,"3,4",22
tt0181549,Furia,"5,4",NO DATA
tt0181938,Plågoande,"6,8",NO DATA
tt0181868,Treasure Island,"5,2",49
tt0183076,Oi! Warning,"6,1",NO DATA
tt0182660,14 Ways to Wear Lipstick,"7,1",NO DATA
tt0181618,Judy Berlin,"6,9",77
tt0181602,The Item,"2,7",40
tt0181530,Est - Ouest,"7,4",90
tt0181578,Hold Back the Night,"6,4",NO DATA
tt0183392,Last Chance,"6,5",NO DATA
tt0182708,Amor nello specchio,"6,1",NO DATA
tt0182992,The Dogwalker,"6,1",NO DATA
tt0183548,My Friend Paul,"6,5",NO DATA
tt0182789,Bicentennial Man,"6,9",NO DATA
tt0181910,À mort la mort!,"5,5",NO DATA
tt0181313,Bis zum Horizont und weiter,"6,2",NO DATA
tt0183246,In Heaven,"6,6",60
tt0181733,On the Ropes,"7,3",93
tt0181518,Där regnbågen slutar,"5,2",NO DATA
tt0183197,Hotel Exotica,"4,3",NO DATA
tt0182944,Cry Havoc,"8,1",NO DATA
tt0183641,Pearls Before Swine,"4,8",33
tt0181960,Ame agaru,"7,7",NO DATA
tt0183613,Orfeu,"5,5",36
tt0184302,Branchie,"4,8",NO DATA
tt0184018,Who Gets the House?,"4,8",25
tt0184115,Le petit voleur,"6,9",NO DATA
tt0183799,Somewhere in the Darkness,"7,0",7
tt0185154,Amic/Amat,"6,5",NO DATA
tt0184471,Film 1,"6,9",40
tt0185442,Love & Rage,"5,1",NO DATA
tt0185547,Ninth Street,"6,8",NO DATA
tt0184948,This Is the Disk-O-Boyz,"4,4",NO DATA
tt0184979,Uninvited,"6,1",75
tt0184927,Shao nu dang,"5,0",NO DATA
tt0185247,Coyotes,"6,0",43
tt0184819,Petits frères,"6,4",92
tt0185125,Todo sobre mi madre,"7,8",NO DATA
tt0185664,Scrapbook,"6,2",85
tt0185354,Heater,"6,4",90
tt0185101,Pups,"6,1",90
tt0186240,The Invisibles,"5,4",44
tt0186014,Cypress Edge,"3,4",NO DATA
tt0185230,The Murder in China Basin,"5,4",NO DATA
tt0186459,Praha ocima,"5,7",NO DATA
tt0187330,Méditerranées,"4,6",NO DATA
tt0187820,Drowning on Dry Land,"5,1",38
tt0185897,Ave María,"6,1",NO DATA
tt0186397,La nouvelle Ève,"6,0",3
tt0186730,Ça commence aujourd'hui,"7,4",NO DATA
tt0186547,Silicon Towers,"3,4",92
tt0187819,Doug's 1st Movie,"4,9",28
tt0186932,A Twist of Faith,"4,4",43
tt0187613,Zoe,"6,3",NO DATA
tt0185184,Bayad puri,"6,0",NO DATA
tt0187579,Le vent de la nuit,"6,3",NO DATA
tt0187590,San tiao ren,"6,3",NO DATA
tt0187200,Karnaval,"6,9",NO DATA
tt0186253,Jesus' Son,"6,9",NO DATA
tt0187601,Mauvaise passe,"6,2",NO DATA
tt0188041,A Luv Tale,"5,8",NO DATA
tt0187805,Dealer,"6,3",91
tt0187448,Redeyef 54,"6,8",NO DATA
tt0188030,La lengua de las mariposas,"7,6",96
tt0187995,The Intruder,"4,8",NO DATA
tt0187457,Rien sur Robert,"6,3",NO DATA
tt0187852,Fin d'été,"5,4",6
tt0188766,Hei kek ji wong,"7,2",NO DATA
tt0188859,Little Boy Blues,"6,6",9
tt0188750,39 keihô dai sanjûkyû jô,"6,8",3
tt0188653,Günese Yolculuk,"7,0",NO DATA
tt0188387,A szerencse lányai,"5,8",NO DATA
tt0188583,Elephant Juice,"4,8",NO DATA
tt0188640,Gojira ni-sen mireniamu,"6,0",NO DATA
tt0188605,Evas øye,"5,9",NO DATA
tt0188052,Mascara,"4,6",NO DATA
tt0188460,De boekverfilming,"6,6",NO DATA
tt0189092,Simon mágus,"7,1",92
tt0189142,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust","6,7",83
tt0188617,Fata în fata,"5,5",NO DATA
tt0188694,An Invited Guest,"5,1",75
tt0188801,Közel a szerelemhez,"6,2",NO DATA
tt0189194,Volare!,"6,1",NO DATA
tt0188634,A Girl Is a Girl,"5,9",NO DATA
tt0189441,Contos de Lygia,"6,2",NO DATA
tt0189811,No Trains No Planes,"7,3",NO DATA
tt0189744,Miss Julie,"6,2",NO DATA
tt0190611,Pantaleón y las visitadoras,"7,1",NO DATA
tt0189102,Sokkotanssi,"6,8",NO DATA
tt0189118,Suffløsen,"6,2",NO DATA
tt0191916,Il corpo dell'anima,"6,5",NO DATA
tt0191617,Une vie de prince,"6,2",NO DATA
tt0189630,Kadosh,"6,9",NO DATA
tt0189592,Hum Aapke Dil Mein Rehte Hain,"5,5",24
tt0189584,The Big Kahuna,"6,5",73
tt0189582,A Hora Mágica,"6,6",NO DATA
tt0190513,Kuro no tenshi Vol. 2,"6,3",NO DATA
tt0192526,Rendezvous in Samarkand,"7,9",NO DATA
tt0192576,Schnee in der Neujahrsnacht,"6,3",5
tt0190503,Kate's Addiction,"4,1",34
tt0190387,Extraños,"4,9",5
tt0192713,Um Copo de Cólera,"5,2",NO DATA
tt0190884,The Witness Files,"5,3",NO DATA
tt0189954,Qian yan wan yu,"7,0",NO DATA
tt0191043,Rang-e khoda,"8,1",87
tt0191391,Rage of the Werewolf,"4,1",NO DATA
tt0189916,Peut-être,"5,8",NO DATA
tt0190887,Yue shi,"6,3",92
tt0190867,"Visszatérés (Kicsi, de nagyon erös 2.)","6,3",NO DATA
tt0189977,Sammyville,"5,8",NO DATA
tt0190798,Solas,"7,5",NO DATA
tt0190255,The Basket,"6,4",69
tt0192160,In the Blue Ground,"6,7",NO DATA
tt0190421,The Gifted,"8,4",NO DATA
tt0191821,Belo odelo,"5,8",NO DATA
tt0191498,The Sterling Chase,"5,0",NO DATA
tt0193254,Raising the Stakes,"6,8",NO DATA
tt0192194,Julien Donkey-Boy,"6,7",NO DATA
tt0191610,Un pont entre deux rives,"6,3",2
tt0193195,Glamour,"5,0",NO DATA
tt0192377,Noz,"8,5",NO DATA
tt0193124,Dvojrole,"6,0",6
tt0193253,Jin-Rô,"7,3",NO DATA
tt0193167,Flores de otro mundo,"6,8",70
tt0193774,Blink of an Eye,"5,3",NO DATA
tt0194109,Life Tastes Good,"5,1",NO DATA
tt0193763,Besat,"6,1",NO DATA
tt0194314,Romance,"5,2",NO DATA
tt0193844,Cour interdite,"4,6",NO DATA
tt0193926,Fait d'hiver,"5,7",NO DATA
tt0193706,Afraid of Everything,"7,0",NO DATA
tt0193837,The Corndog Man,"7,1",76
tt0194631,1997. Zapisi Rustema s kartinkami,"7,0",NO DATA
tt0194155,Mille bornes,"5,6",NO DATA
tt0194710,Bobby G. Can't Swim,"6,4",7
tt0196381,Blokpost,"7,2",86
tt0195185,Hei ma wang zi,"5,6",NO DATA
tt0195582,Captive Audience,"6,7",NO DATA
tt0195526,Antenneforeningen,"5,8",NO DATA
tt0196470,Coraje,"6,8",NO DATA
tt0196102,Skin Gang,"5,1",NO DATA
tt0196510,Downhill City,"5,9",NO DATA
tt0195818,I'll Make You Happy,"5,5",NO DATA
tt0195656,La donna lupo,"4,3",NO DATA
tt0196848,La petite vendeuse de soleil,"7,3",60
tt0196857,Play It to the Bone,"5,5",11
tt0196516,The Duke,"4,4",NO DATA
tt0196231,Zyklus von Kleinigkeiten,"3,0",NO DATA
tt0196596,Grizzly Falls,"5,8",50
tt0194378,Silvia Prieto,"6,8",83
tt0194773,Corrupt,"2,6",11
tt0194262,Le plus beau pays du monde,"6,3",NO DATA
