id_pelicula,nombre_pelicula,puntos_imdb
tt0197424,"Ein einzelner Mord",7
tt0454482,"January 2nd",7
tt2558596,"Futures Past",7
tt0166177,"Eight Lanes in Hamilton",7
tt11242162,Rise,7
tt10535594,"V krag",7
tt0195685,"Erin Brockovich",7
tt1179933,"10 Cloverfield Lane",7
tt11569822,"Love Story",7
tt1837569,"Hindsight 2020",7
tt0210130,"Jails, Hospitals & Hip-Hop",7
tt1615157,"Fortune's 500",7
tt0389377,"O Signo do Caos",7
tt10370710,"Verdens verste menneske",7
tt14088270,Gadera,7
tt0446755,"The Painted Veil",7
tt11150680,"The Pit",7
tt0366606,"Im Anfang war der Blick",7
tt10920562,"Before El Finâ",7
tt26686277,"Ben ri gong xiu",7
tt0420609,Infamous,7
tt0332136,"If Only",7
tt0387131,"The Constant Gardener",7
tt0365736,"See Grace Fly",7
tt14773236,Comrade,7
tt0212712,2046,7
tt0347246,"Inosensu: Innocence",7
tt0250258,"Das Experiment",7
tt0787524,"The Man Who Knew Infinity",7
tt0421238,"The Proposition",7
tt1488589,"Guillermo del Toro's Pinocchio",7
tt2890572,"Tabloid Vivant",7
tt0363226,Zatôichi,7
tt0375571,"Ayitha Ezhuthu",7
tt2057392,"Eye in the Sky",7
tt0424205,"Joyeux Noël",7
tt0251091,"Före stormen",7
tt0166813,"Spirit: Stallion of the Cimarron",7
tt3499096,Race,7
tt0329451,"Oltre il confine",7
tt2089721,"Know How",7
tt0206963,"My First Mister",7
tt0379033,"The Works",7
tt10832274,"Swan Song",7
tt11671404,Vadio,7
tt10050766,"Brené Brown: The Call to Courage",7
tt2341672,Unreported,7
tt11155372,"Invisible Battalion",7
tt0339266,Konjanik,7
tt26687781,"Kembang Api",7
tt1454700,Truth,7
tt0203019,"Men of Honor",7
tt0325233,"Dekada '70",7
tt0202641,"Two Family House",7
tt0277255,"The Profit",7
tt0310775,"Boksuneun naui geot",7
tt2630352,Uncertain,7
tt0413015,"Mrs. Henderson Presents",7
tt0326208,Stander,7
tt2361509,"The Intern",7
tt2097298,"McFarland, USA",7
tt0272207,Narc,7
tt3890160,"Baby Driver",7
tt0372824,"Les choristes",7
tt0277434,"We Were Soldiers",7
tt0237320,Hunger,7
tt0215240,"Sam dung",7
tt0265086,"Black Hawk Down",7
tt0292066,"Lan Yu",7
tt11332484,"The Road Dance",7
tt10949122,"El Houb",7
tt2718514,Oscar,7
tt0424136,"Hard Candy",7
tt0221073,Chopper,7
tt0295876,"Beneath Clouds",7
tt0389557,Zwartboek,7
tt0245501,"Things Behind the Sun",7
tt2896768,"Berlin Calling",7
tt0138856,"Tales from the Tower",7
tt3891162,"My Amish World",7
tt0280594,Departure,7
tt11464826,"The Social Dilemma",7
tt0326861,"La espera",7
tt2544766,"Michiel de Ruyter",7
tt0468704,Deiji,7
tt0360796,Min,7
tt0313473,"Eliana, Eliana",7
tt0355702,"Lords of Dogtown",7
tt2231349,"La granja",7
tt0188024,"Last Days",7
tt2582502,"Fathers & Daughters",7
tt0211279,Runners,7
tt0499262,Takva,7
tt0482463,Bella,7
tt0159097,"The Virgin Suicides",7
tt0401739,Puri,7
tt0276501,"Shiqi sui de dan che",7
tt0322004,Devdas,7
tt0374506,Arisan!,7
tt0315733,"21 Grams",7
tt10431010,Raatchasi,7
tt0287092,"Vergeef me",7
tt10751528,Vigilante,7
tt11325880,Santa,7
tt0349878,"Netaji Subhas Chandra Bose: The Forgotten Hero",7
tt0156096,"Spring Forward",7
tt0451176,Quinceañera,7
tt0202077,Voyages,7
tt0340012,"Being Julia",7
tt1051906,"The Invisible Man",7
tt1798684,Southpaw,7
tt0363036,"Rot und Blau",7
tt2898306,"Harry & Snowman",7
tt0270288,"Confessions of a Dangerous Mind",7
tt0326664,"Swimming Upstream",7
tt2763304,"T2 Trainspotting",7
tt0344399,Sunflower,7
tt0362225,"Ne le dis à personne",7
tt0255637,Terrorama!,7
tt12275196,Ludi,7
tt24079846,Heroico,7
tt0281357,"Vtorostepennye lyudi",7
tt2140465,"Tanu Weds Manu Returns",7
tt3291784,"Mir vashemy domy!",7
tt0178223,"Nichts als die Wahrheit",7
tt0449059,"Little Miss Sunshine",7
tt0397313,"Eight Below",7
tt0495034,"Golmaal: Fun Unlimited",7
tt0259742,"Xin shi zi jie tou",7
tt2302966,I,7
tt0323013,Lakshya,7
tt0476805,"Malamaal Weekly",7
tt0290641,H3,7
tt13352968,"Good Luck to You, Leo Grande",7
tt0144084,"American Psycho",7
tt1355631,"The Infiltrator",7
tt2005151,"War Dogs",7
tt1070874,"The Trial of the Chicago 7",7
tt1398426,"Straight Outta Compton",7
tt0277414,Urbania,7
tt0320507,"Southern Hospitality",7
tt0401808,"Xiang ri kui",7
tt0252437,"Filler ve Çimen",7
tt0229234,Barbecue-Pejo,7
tt0406359,"A Year and a Day",7
tt0205124,"Height of the Sky",7
tt0455590,"The Last King of Scotland",7
tt0243794,"El Bola",7
tt0234797,"The Cross",7
tt0330702,"Non ti muovere",7
tt0314331,"Love Actually",7
tt0367790,"How to Get the Man's Foot Outta Your Ass",7
tt0364517,"Jeux d'enfants",7
tt0311289,Holes,7
tt2381111,Brooklyn,7
tt15309708,Uunchai,7
tt0414713,Amu,7
tt10525672,"Serebryanye konki",7
tt0274497,"Le fate ignoranti",7
tt0408318,"Voksne mennesker",7
tt10660366,"Hametim shel yafo",7
tt0368658,"Stage Beauty",7
tt0282551,Heartland,7
tt0470302,"Fang xiang zhi lu",7
tt15202676,"Burning Land",7
tt13304556,"The Plead",7
tt11138512,"The Northman",7
tt0138874,"Ba mùa",7
tt0181733,"On the Ropes",7
tt11853308,"Dinner Party",7
tt0482546,"Miss Potter",7
tt0373747,"Casa de Areia",7
tt11419488,Sharaf,7
tt11821430,"La Pampa",7
tt10324444,"Nothing More Perfect",7
tt11423784,"The Disciple",7
tt0238380,Equilibrium,7
tt0375912,"Layer Cake",7
tt0252684,Manic,7
tt0345551,"Latter Days",7
tt0454848,"Inside Man",7
tt0212826,"Bread and Roses",7
tt2168180,"Nise: O Coração da Loucura",7
tt2674426,"Me Before You",7
tt0201631,"Garage Olimpo",7
tt10278448,"The Island of Forgiveness",7
tt0255327,"Liu lian piao piao",7
tt0252480,"The Grey Zone",7
tt0356487,"Whisky Romeo Zulu",7
tt0411096,"All My Life",7
tt14208870,"The Fabelmans",7
tt0382383,Yuva,7
tt2543164,Arrival,7
tt0256009,"El espinazo del diablo",7
tt0339419,"The Mudge Boy",7
tt19500164,Nimona,7
tt0448124,"Snow Cake",7
tt10633456,Minari,7
tt10534996,Josep,7
tt0368667,"Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",7
tt10505054,"The Eighth Day of the Week",7
tt0382037,Forgiveness,7
tt26440619,"Roter Himmel",7
tt0212604,Tully,7
tt0308055,Bobby,7
tt11178862,Drona,7
tt10640346,Babylon,7
tt0414387,"Pride & Prejudice",7
tt0390221,"Maria Full of Grace",7
tt3222818,"Seconda primavera",7
tt0342823,Need,7
tt0419749,"Find Me Guilty",7
tt11219254,"Hanataba mitaina koi wo shita",7
tt0280477,"Better Luck Tomorrow",7
tt0487503,"La tourneuse de pages",7
tt11080922,"Eine Handvoll Wasser",7
tt0203632,"Der Krieger und die Kaiserin",7
tt0368323,"Ang tanging Ina",7
tt0210916,"Na shan na ren na gou",7
tt0216198,"L'ultima lezione",7
tt10274594,Alone,7
tt0288330,Zelary,7
tt0257726,"Gostanza da Libbiano",7
tt0460989,"The Wind that Shakes the Barley",7
tt0160480,"Long Lost Love",7
tt0361670,"Le grand voyage",7
tt0298228,"Whale Rider",7
tt0293007,Carandiru,7
tt0267329,"Body Drop Asphalt",7
tt11508438,"One for the Road",7
tt1810683,"Little Boy",7
tt0243862,"Italiensk for begyndere",7
tt0393147,"Chathikkatha Chanthu",7
tt0373856,Gangaajal,7
tt14875116,"Bro Daddy",7
tt13145178,"Sneha Chakra",7
tt2906276,Repatriation,7
tt10217624,"Nado mnoyu solntse ne saditsya",7
tt26475846,Kanwar,7
tt0276820,"Berlin Is in Germany",7
tt0320413,"Santa Smokes",7
tt0243218,"Beed-o baad",7
tt0210945,"Remember the Titans",7
tt0285861,"Owning Mahowny",7
tt10551082,"Shattered Waves",7
tt0291376,"Nayak: The Real Hero",7
tt3450958,"War for the Planet of the Apes",7
tt2424988,"Gabbar Is Back",7
tt0290218,Illusion,7
tt0489327,Venus,7
tt23554840,"The Vaccine War",7
tt0377752,"Dear Frankie",7
tt0246628,Focus,6
tt0305583,"A Foreign Affair",6
tt0291341,"Mean Machine",6
tt11357580,Luz,6
tt3174376,"Before I Wake",6
tt0415833,"Hate Crime",6
tt0345061,"Code 46",6
tt0200530,"Chuck & Buck",6
tt0363721,"Joggers' Park",6
tt0417077,"Don't Tell",6
tt0458367,"Right at Your Door",6
tt1124037,"Free State of Jones",6
tt0192023,"Finder's Fee",6
tt15567198,"The Plains",6
tt0283504,Natasa,6
tt0238924,"The Dangerous Lives of Altar Boys",6
tt0259446,"My Big Fat Greek Wedding",6
tt0398982,"Duane Hopwood",6
tt10123698,Miss,6
tt0234853,"The Tao of Steve",6
tt0376181,"The Shadow Dancer",6
tt11234550,"Tel Aviv",6
tt0293357,"Local Boys",6
tt0357110,"The Ballad of Jack and Rose",6
tt0362048,"Malabar Princess",6
tt10444660,"Los Paramos",6
tt0757933,Sukob,6
tt0194218,Panic,6
tt15384378,Blutholz,6
tt0326835,"Dot the I",6
tt0428541,"Five Fingers",6
tt0465963,1:1,6
tt3283864,"Some Freaks",6
tt14734896,"The Glass House",6
tt0402874,"Bumer: Film vtoroy",6
tt0250427,"L'homme des foules",6
tt0270259,"The Business of Strangers",6
tt3582020,Jawbone,6
tt0294579,"The Flats",6
tt3487278,"Kalushi: The Story of Solomon Mahlangu",6
tt2321502,Uncanny,6
tt0282010,Motion,6
tt0243859,"Divoké vcely",6
tt10389922,"Ar Condicionado",6
tt0266102,Zoe,6
tt0330793,"The Punisher",6
tt0418239,Tickets,6
tt0126651,Santitos,6
tt0371257,Stay,6
tt1219827,"Ghost in the Shell",6
tt10649016,Safety,6
tt1823672,Chappie,6
tt3702088,"Daisy Winters",6
tt14149544,"Historias para no contar",6
tt0142342,"Big Daddy",6
tt0290903,"Ulvepigen Tinke",6
tt11177804,"Jiang Ziya",6
tt0273435,Ararat,6
tt0160596,"With or Without You",6
tt11012320,"Il buco",6
tt0246719,"Julie Walking Home",6
tt0277588,"Az kenar-e ham migozarim",6
tt0354463,"Cold Turkey",6
tt0304229,"Japanese Story",6
tt10767052,"Next Goal Wins",6
tt14275050,"Plus que jamais",6
tt2980554,"The Girl in the Book",6
tt0242795,"Presque rien",6
tt0497365,"True North",6
tt0197096,"What's Cooking?",6
tt0429068,"The Second Chance",6
tt0248157,"Lost Killers",6
tt0283003,Spun,6
tt3482000,"A Thousand Junkies",6
tt0372782,"Baramnan gajok",6
tt0342273,"The Death of Klinghoffer",6
tt3231054,Risen,6
tt3044664,"Gold Star",6
tt0487456,Meurtrières,6
tt0308595,"Monsieur N.",6
tt11289168,Scara,6
tt0276607,"Virgil Bliss",6
tt0244884,"Yau ching sui yuet: San Gai goo si",6
tt0311618,"Parumu no ki",6
tt2566644,"Seoul Searching",6
tt0210377,"La voleuse de Saint-Lubin",6
tt11131638,"Fino ad essere felici",6
tt10244550,"Iz zavyazanymy ochyma",6
tt11284768,Blood,6
tt0477323,"Mne ne bolno",6
tt0245171,Invincible,6
tt0468526,"Old Joy",6
tt0361411,"Bride & Prejudice",6
tt0200828,"Qui plume la lune?",6
tt10488406,"All About ING",6
tt0405629,Aaltra,6
tt0362004,Palindromes,6
tt12573454,Sharper,6
tt0263939,"El rey",6
tt0391304,"A Lot Like Love",6
tt10652780,"Das freiwillige Jahr",6
tt2349144,"Mississippi Grind",6
tt0488381,Corporate,6
tt0383477,"Love & Orgasms",6
tt0376890,"Silver City",6
tt0291454,"Runnin' at Midnite",6
tt1227183,"Swallows and Amazons",6
tt3741632,"The Leisure Seeker",6
tt0486580,Forgiveness,6
tt0316824,"In Enemy Hands",6
tt0407099,Parapalos,6
tt2226630,"After Words",6
tt0146838,"Any Given Sunday",6
tt0425659,"You Are Alone",6
tt0308454,"Kanyaron túl",6
tt10397306,Madison,6
tt13960254,Nowhere,6
tt0462421,Mentor,6
tt0342167,Camp,6
tt0399862,"End of the Spear",6
tt1718924,"A Family Man",6
tt10344522,"Four Good Days",6
tt11225626,"Am I OK?",6
tt0281820,"The Good Thief",6
tt0160797,"Rules of Engagement",6
tt0497351,"Dance Party, USA",6
tt1935859,"Miss Peregrine's Home for Peculiar Children",6
tt0363768,"Lightning Bug",6
tt10510654,"The Battle: Roar to Victory",6
tt0383534,Noel,6
tt0475394,"Smokin' Aces",6
tt12312912,"Fire in the Mountains",6
tt0218000,"Another Life",6
tt0302436,"To Kill a King",6
tt0216817,"Hum Saath-Saath Hain",6
tt0254199,CQ,6
tt0304804,"Teesh and Trude",6
tt1620935,"Bleed for This",6
tt0159703,"Rikos & Rakkaus",6
tt2814628,"Beyond the Known World",6
tt0281322,Undisputed,6
tt0221837,"Borderline Normal",6
tt0132563,"To Walk with Lions",6
tt10189466,"Love Me Tender",6
tt2436386,"Project Almanac",6
tt11554404,"The Game",6
tt0457488,"The Standard",6
tt3144780,Sleepwalkers,6
tt0439289,"Running with Scissors",6
tt0219822,"Human Nature",6
tt0249110,"Rentun ruusu",6
tt0337876,Birth,6
tt3445580,"Boys in the Trees",6
tt0280874,Baby,6
tt0325145,"La caja 507",6
tt0389828,"C.S.A.: The Confederate States of America",6
tt0407205,"The Sisters",6
tt0290145,"Blue Car",6
tt0216204,"The Shade",6
tt0300453,"Satin Rouge",6
tt2443216,Adulthood,6
tt0290879,Suriyothai,6
tt1869347,"Crooked House",6
tt0270487,"MacArthur Park",6
tt0295526,"Leaving Metropolis",6
tt0307923,Adolphe,6
tt10054778,Famous,6
tt0316763,Thunderstruck,6
tt0412798,"Half Light",6
tt0377800,"Don't Come Knocking",6
tt0236157,"Disco Pigs",6
tt0459438,"Ladrones y mentirosos",6
tt0232060,"Marta y alrededores",6
tt2006295,"The 33",6
tt0448166,"Two Weeks",6
tt13483866,Linoleum,6
tt0230753,"Selon Matthieu",6
tt0329111,"Les égarés",6
tt0289635,"Young Adam",6
tt0120775,"One Man's Hero",6
tt0212936,"Erskineville Kings",6
tt12504036,"Han Zi Gao: The Male Queen",6
tt0138359,Chillicothe,6
tt0283991,"Children on Their Birthdays",6
tt0329106,"Führer Ex",6
tt0265101,"Boys Life 3",6
tt2959582,Bluebird,6
tt0382765,Jindabyne,6
tt0134630,Duets,6
tt0240980,"Till Human Voices Wake Us",6
tt0414344,"The War Within",6
tt0363988,"Secret Window",6
tt0430768,"Wild Tigers I Have Known",6
tt0087963,"Quan jia fu",6
tt0139877,"La balia",6
tt10187208,"A Boy Called Christmas",6
tt10696784,"The Harder They Fall",6
tt0266067,"Hap gwat yan sam",6
tt12703292,"Un hombre de acción",6
tt11469908,"Siempre, Luis",6
tt2582576,"Sand Castle",6
tt3485800,"The Congressman",6
tt0198021,"Where the Heart Is",6
tt0312354,"L'amore imperfetto",6
tt0278291,Ajnabee,6
tt0260198,"C'est la vie",6
tt0426883,"Alpha Dog",6
tt0397582,Obaba,6
tt15523972,"Gleich zurück",6
tt3477762,Pays,6
tt0377062,"Flight of the Phoenix",6
tt0388838,Clean,6
tt1226766,"The Great Gilly Hopkins",6
tt0362590,"Employee of the Month",6
tt0377107,Proof,6
tt3402236,"Murder on the Orient Express",6
tt10225288,"Huo zhe chang zhe",6
tt2245924,Sharia,6
tt2557258,"The Healer",6
tt0331231,Devot,6
tt0344011,Lykkevej,6
tt0177747,"Entre las piernas",6
tt0163559,"The Book of Stars",6
tt1661199,Cinderella,6
tt0304822,"Ti voglio bene Eugenio",6
tt11525022,"El baile de los 41",6
tt27126390,"And Just Like Dat",6
tt0756331,"Poludnie - Pólnoc",6
tt0351770,"Son frère",6
tt0218378,"The Claim",6
tt0199696,"Kuningas Hidas",6
tt11114992,Sanremo,6
tt2699466,"A Fighting Season",6
tt1674771,Entourage,6
tt0242252,"The Affair of the Necklace",6
tt0196773,"OL no aijiru: Rabu jûsu",6
tt0207988,"The Sleepy Time Gal",6
tt0409838,"Come Away Home",6
tt0418484,"Un año sin amor",6
tt0374294,"Triple agent",6
tt10008784,Bull,6
tt0234041,"Roberto Succo",6
tt13539646,"Liu lang di qiu 2",6
tt0285879,Passionada,6
tt0451232,"Time and Tide",6
tt0201020,"The Rising Place",6
tt10506876,Topside,6
tt3860916,Cargo,6
tt0351519,"On the Corner",6
tt0202470,"Rock Star",6
tt2217859,"Louder Than Bombs",6
tt0286557,"Coney Island Baby",6
tt0200171,"Stanley's Gig",6
tt0257935,Morlang,6
tt10448458,"Sometime Other Than Now",6
tt3230660,"Cardboard Boxer",6
tt0441774,"Lonely Hearts",6
tt0410320,"The Mighty Celt",6
tt3517776,Halfway,6
tt14401508,"Grand Prix",6
tt3444008,"Land of the Little People",6
tt0264355,"American Chai",6
tt0251636,Chico,6
tt2098699,Haraka,6
tt0410297,"The Lake House",6
tt0457201,"New York Waiting",6
tt3096948,"Opening Night",6
tt0206921,Mann,6
tt0192346,"Senke uspomena",6
tt0290867,"La spagnola",6
tt3704434,"Saturn Returns",6
tt0407021,"Los muertos",6
tt0374298,"Turetskiy gambit",6
tt0274859,Snipers,6
tt0232295,Peppermint,6
tt12247290,Jolsobi,6
tt0424270,"Matthew 26:17",6
tt0318780,"Un monde presque paisible",6
tt0343996,"The Lost City",6
tt14506528,"Along for the Ride",6
tt11042462,"TV Society",6
tt2288107,"The Screenwriters",6
tt0342717,"Joy Road",6
tt12385296,"Acid Test",6
tt0475331,"The Magic Flute",6
tt0218922,"Original Sin",6
tt14993250,"Rocky Aur Rani Kii Prem Kahaani",6
tt14307536,"A Jazzman's Blues",6
tt0181830,"Solomon and Gaenor",6
tt0210741,"I'll Take You There",6
tt0308383,"The Human Stain",6
tt0278554,"Mars Turkey",6
tt0324175,"Te busco",6
tt0288431,"Arthur's Dyke",6
tt0380798,"Vipère au poing",6
tt0321177,"Altyn Kyrghol",6
tt0468548,"The Situation",6
tt0184471,"Film 1",6
tt11778102,Mousa,6
tt0327646,"Django: la otra cara",6
tt2291540,"My Friend Dahmer",6
tt0313503,Punch,6
tt0199724,"Tin seung yan gaan",6
tt10964468,"Shakuntala Devi",6
tt3325154,"Carving a Life",6
tt11525644,"No Sudden Move",6
tt25161220,"All the Colours of the World Are Between Black and White",6
tt0250797,Unfaithful,6
tt0258000,"Panic Room",6
tt0258902,"Quase Nada",6
tt1476425,Turnabout,6
tt0120620,"Brokedown Palace",6
tt0327210,"Uncle Nino",6
tt0352520,"The Life and Death of Peter Sellers",6
tt0479046,"Ghosts of Cité Soleil",6
tt0364656,"Seven Times Lucky",6
tt0241223,"The Bank",6
tt0253200,"Last Orders",6
tt10576278,Eastman,6
tt16374352,"The Blind",6
tt13107800,"Leonora addio",6
tt0301390,"The Heart of Me",6
tt0462590,"Step Up",6
tt0242527,"The Hole",6
tt10339052,"Best Sellers",6
tt10360772,"Mijn beste vriendin Anne Frank",6
tt0412692,"La estación ausente",6
tt0320244,"Party Monster",6
tt0145844,Intelligence,6
tt0194378,"Silvia Prieto",6
tt0481390,Kokoda,6
tt25602750,"The Girl Who Escaped: The Kara Robinson Story",6
tt26594490,"My Drywall Cocoon",6
tt0200027,"Riding in Cars with Boys",6
tt0258273,"Lovely & Amazing",6
tt0472582,2:37,6
tt10230414,"Serious Men",6
tt2331047,Rememory,6
tt0276769,"Zou dao di",6
tt0403078,"Boginya: kak ya polyubila",6
tt3266936,"Montenegro Road Movie",6
tt0182508,Urbania,6
tt0245090,"Edges of the Lord",6
tt11102262,Cadaver,6
tt0437232,"Catch a Fire",6
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6
tt12004038,Watcher,6
tt0350171,Sukdulan,6
tt0473502,Champions,6
tt11007444,Tove,6
tt0320241,"Particles of Truth",6
tt0252299,"Buffalo Soldiers",6
tt10937434,Ultras,6
tt0308411,"Interview with the Assassin",6
tt0422720,"Marie Antoinette",6
tt0296166,"Real Women Have Curves",6
tt0469689,"The Last Time",6
tt2728870,"Sinking Sand",6
tt0396882,Strähl,6
tt10582422,"Sweet Sunshine",6
tt10919362,Sweetheart,6
tt1698654,"Catching the Sun",6
tt10097436,"Di shi yi hui",6
tt0218817,Antitrust,6
tt0359161,Dirt,6
tt0289668,"Between Strangers",6
tt0460829,"Inland Empire",6
tt0338097,"Head in the Clouds",6
tt11235772,"The Voyeurs",6
tt10690676,Dark,6
tt3161382,Osprey,6
tt10551420,"Hua jiao zhi wei",6
tt0236640,"Prozac Nation",6
tt0127349,"Waking the Dead",6
tt0389860,Click,6
tt0453194,Remake,6
tt1135989,"A Tale of Love and Darkness",6
tt11142762,Pagglait,6
tt0274919,"A szalmabábuk lázadása",6
tt2555736,"The Second Best Exotic Marigold Hotel",6
tt26542144,"Adai Mazhai Kaalam",6
tt10407272,"Deux moi",6
tt10452766,"Uppercase Print",6
tt0207116,"Something More",6
tt0319470,"The Guys",6
tt11452352,"Don't Say My Name",6
tt0310778,"Bon voyage",6
tt14111012,Near,6
tt2381991,"The Huntsman: Winter's War",6
tt0307683,Yellowknife,6
tt18115352,"Empieza el baile",6
tt14369780,"Lady Chatterley's Lover",6
tt0301684,"Once Upon a Time in the Midlands",6
tt0365914,"A Way of Life",6
tt10097346,"Lan Se Lie Che",6
tt0368709,Elizabethtown,6
tt0210717,"Goya en Burdeos",6
tt0314966,"Í skóm drekans",6
tt0398340,"Special Ed",6
tt0399901,"Woman Thou Art Loosed",6
tt2271563,Forsaken,6
tt10961186,"Un cielo stellato sopra il ghetto di Roma",6
tt3179350,"Welcome to the Men's Group",6
tt11102314,Tribhanga,6
tt0283289,"Ciudad sin luz",6
tt0495167,"Langer licht",6
tt10589914,"Ai-naki mori de sakebe",6
tt0422399,"Hard Scrambled",6
tt10295074,"Krajina ve stínu",6
tt10619684,"I zohreh",6
tt0292895,L'afrance,6
tt11024096,Bardo,6
tt0408470,69,6
tt0457308,"Come Early Morning",6
tt0388125,"In Her Shoes",6
tt0435680,Kidulthood,6
tt0396537,Kaldaljós,6
tt0323103,"Long Life, Happiness & Prosperity",6
tt0151582,"The Minus Man",6
tt0284320,"Mother Ghost",6
tt0418020,"The Novice",6
tt0258816,"The Reckoning",6
tt11564468,Barakat,6
tt0315600,Flowers,6
tt2902126,Winter,6
tt0128137,"The Confession",6
tt0361474,"Les corps impatients",6
tt12229370,"Mothering Sunday",6
tt0190255,"The Basket",6
tt0335013,"The Company",6
tt3653132,"Ivan and the Dogs",6
tt0382073,Heights,6
tt11027830,"Haseen Dillruba",6
tt0357091,"Red Roses and Petrol",6
tt0286635,"Chuen zik saat sau",6
tt0267959,Stroke,6
tt2394063,"Too Late",6
tt0310357,Willard,6
tt2951134,"Los árboles mueren de pie",6
tt0185664,Scrapbook,6
tt10726148,"Ninety Sunsets",6
tt0286493,"The Badge",6
tt0281190,Shottas,6
tt12226632,"Big George Foreman",6
tt14104600,"Un año, una noche",6
tt0206694,"Dos hermanos",6
tt0458017,"Mixed Doubles",6
tt0208288,"El Medina",6
tt0221559,"On the Edge",6
tt10582354,"Si yo fuera el invierno mismo",6
tt2556936,"No Men Beyond This Point",6
tt2118624,"The Final Girls",6
tt0328132,"Menolippu Mombasaan",6
tt0217824,"Goodbye Charlie Bright",6
tt2848324,"Touched with Fire",6
tt0419073,Princess,6
tt0188160,"Price of Glory",6
tt0295035,"Wings of Hope",6
tt0139462,"Message in a Bottle",6
tt0277925,"Nimeh-ye penhan",6
tt0477095,"Starter for 10",6
tt1178665,"A Walk in the Woods",6
tt10428270,Inhale-Exhale,6
tt1018765,"Our Brand Is Crisis",6
tt0402130,"Le dernier jour",6
tt0286499,"Bend It Like Beckham",6
tt2649554,"Midnight Special",6
tt2446980,Joy,6
tt0384699,"Missing in America",6
tt0256127,Kao,6
tt0332047,"Fever Pitch",6
tt0196811,Olga,6
tt0402102,Chok-Dee,6
tt0425359,"Pope Dreams",6
tt14523164,Tom,6
tt0284141,"Ganhar a Vida",6
tt3696610,Stuck,6
tt0364109,"Vénus et Fleur",6
tt10373344,"Fisherman's Friends: One and All",6
tt0246906,"La Saison des Hommes",6
tt0410730,Taxidermia,6
tt0350374,"Zwarte zwanen",6
tt0163180,Rembrandt,6
tt0387952,"Le cou de la girafe",6
tt0133412,"Best Laid Plans",6
tt2782692,"Ali's Wedding",6
tt0236793,"Nella terra di nessuno",6
tt11379584,Luzzu,6
tt11380884,"Farewell Amor",6
tt0160749,"Red Dirt",6
tt1699518,"Le jeune Karl Marx",6
tt11003218,Pig,6
tt0248667,Ali,6
tt3268340,"Crown Heights",6
tt12802546,Vera,6
tt0228242,"Drôle de Félix",6
tt0482370,Locked,6
tt0187474,Saint-Cyr,6
tt0365938,"Winter Solstice",6
tt0446687,"Driving Lessons",6
tt0242024,"Team Spirit",6
tt1369667,"Ich und Kaminski",6
tt0278731,Spider,6
tt0286204,Tattoo,6
tt3070922,"The Rally-LA",6
tt0476967,"The Cassidy Kids",6
tt26598867,"Tokyo Revengers 2: Bloody Halloween - Decisive Battle",6
tt0342272,"Dear Wendy",6
tt2150068,Silhouettes,6
tt0338467,Stuey,6
tt0220627,Maelström,6
tt0246687,"Hu Tu Tu",6
tt0286106,Signs,6
tt0183056,"Esther Kahn",6
tt0289046,"Abakada... Ina",6
tt11349638,"Skazhi ey",6
tt0259376,"Juego de Luna",6
tt0273649,"High Point",6
tt3430548,Away,6
tt0360845,"Notre musique",6
tt0261450,"Zavist bogov",6
tt0083060,"Sha Ou",6
tt0255713,Zubeidaa,6
tt0327201,"As Três Marias",6
tt0300115,Leela,6
tt0457572,Fido,6
tt3498678,"The Student Body",6
tt0326179,"Sofreh Irani",6
tt0344337,"A Silent Love",6
tt10514222,"Ma Rainey's Black Bottom",6
tt0250323,"The Deep End",6
tt0462200,"Black Snake Moan",6
tt0294806,"The Keeper: The Legend of Omar Khayyam",6
tt11136276,Azor,6
tt2349944,"To agori sti gefyra",6
tt0285100,"The Flip Side",6
tt0148421,"Looking for an Echo",6
tt1553659,Breath,6
tt1800302,Gold,6
tt0250081,Storytelling,6
tt2989524,"Carrie Pilby",6
tt0430357,"Miami Vice",6
tt0449999,"Kabhi Alvida Naa Kehna",6
tt0439654,"Jopog manura 3",6
tt0257458,Bronx-Barbès,6
tt0397103,Smile,6
tt2187139,"The Playbook",6
tt0422072,"La ravisseuse",6
tt0324992,"American Cousins",6
tt3863632,"Little Pink House",6
tt0166175,"East Is East",6
tt3184964,"Occupy, Texas",6
tt0160401,"In Too Deep",6
tt0318988,"Ana y los otros",6
tt0168064,"El Maya",6
tt0287934,"Da wan",6
tt0202223,"El amateur",6
tt0267000,"Stray Dogs",6
tt10603466,"A Febre",6
tt14644048,"Goutte d'or",6
tt0390614,"Waqt: The Race Against Time",6
tt0459471,Mrs.,6
tt0266465,"A Man Apart",6
tt14592948,"Kærlighed for voksne",6
tt0277184,"Never Get Outta the Boat",6
tt0464160,"Chup Chup Ke",6
tt15607898,"L'Amour du Monde",6
tt0337909,"Calendar Girls",6
tt0119966,"Pushing the Envelope",6
tt0206113,Madison,6
tt0295743,"Vendredi soir",6
tt2938066,"The Midnighters",6
tt0290662,Hush!,6
tt0221838,"Borstal Boy",6
tt10622694,Open,6
tt11252248,Dog,6
tt0246875,"Purely Belter",6
tt10275440,K-13,6
tt0199000,Gripsholm,6
tt11464246,"Los fantasmas",6
tt0400598,Lepel,6
tt10798072,Padrenostro,6
tt0398664,Nordeste,6
tt2273657,"True Story",6
tt14641788,"Enola Holmes 2",6
tt0243155,"Bridget Jones's Diary",6
